emoji_en,label,backtranslated_tweet
not a citizen +62 if it doesn't matter about 20 minutes :smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:,Negatif,bukan warga negara +62 jika tidak masalah sekitar 20 menit: smile_wajah_dengan_smiley_mata::smiley_face_with_smiley_mata::smiley_face_with_smiley_mata::smiley_face_with_smiley_mata::smiley_face_with_smiley_mata::smiley_face_with_smiley_face_with_smiley_mata::smiley_face_with_smiley_face_with_smiley_mata:
kante is all around the world,Netral,I can't live in the whole world.
"promoter manifesting don't receive, the ticket price is expensive as well as starting to 2 up to 6 ohs than affordable but all people come in, and most importantly bring saturday drip",Positif,"Promoter manifesting do not accept, ticket price is expensive and starts from 2 to 6 ohs from affordable but all people come, dan yang paling penting brings Saturday evenings"
excessive anxiety disorders make insomnia. please help of cintaep253,Negatif,Gangguan anxiety yang berlebihan making insomnia. Please help loveep253
staycation with you sabi x,Netral,Staycation with you sabi x
i will always be the person to advocate people to go to therapy because everystly every meeting in the past few years always left me mindblown with the insights i got from the sessions. there's always things things i have now to found or worked on.,Positif,I will always be an orang yang and I always encourage people to go to therapy because every meeting in the last few years always makes me feel better with the ideas I get from the session.
"now i know, why fast one piece ... still denial udh chp 1000 ... :smiling_face_with_tear:",Netral,Now I know why one part is so fast... still counting Udh Chp 1000...
i had a strange dream this early morning. it made me holding my boyfriend's arms even tighter in our little lovely spoon. we ran after people! idk whats going but i was crying in my dream and i couldnt remember how it was it started,Netral,I had a strange dream this morning. It made me hold my girlfriend's arms tighter than sending a little yang beautiful kami berlari chasing orang!
kepo via fake account instagram :cross_mark: kepo using a twitter alter account :cross_mark: kepo using linkedin :check_mark_button:—inciples,Netral,This is the first time that a person has been able to access a website.
"a few seconds finish post photo, overthinking appears :sneezing_face::sneezing_face:",Negatif,"A few seconds after I finished posting photos, thinking excessive appeared:"
"for the last year i have worked 100% from an online kanban board. i used to scribble plans on paper etc but now i think a lot of that is procrastination. there is a public in a framework that is literally just ""here's what needs to be done, and here's what i'm doing"".",Netral,During the last year I have been working 100% of the board kanban online. I used to write plans on paper etc. but now I think a lot of things is penundaan.
"do wtver u want, whatever.",Netral,"Do whatever you want, whatever."
staycation check :check_mark_button:,Positif,Check the location of your residence:check_mark_button:
"what's the point of worship if finally talking to people too? so sorry i am also still **** worship, but if i am worship or alms, you don't need to be umbar2, fading, the rewards want to be ****, hetero, trans, with",Negatif,So sorry I'm still *************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************************
**** is abbreviation of laughing my **** off actually it means my buttocks,Netral,**** is a sync of laughing **** off actually it means pantat my
"crush i'm really cold, i'm always looking for the topic now again abissing voba please kaish anti -mainstream topic. the person is the set, he also likes to play the person, he is also short, try helping me so that it is long enough.",Negatif,"I'm always looking for a topic now again abissing voba please kaish anti-mainstream topic. orang itu adalah set, she also like to play orang, she also pendek, try to help me so long enough."
don't play around with us!,Negatif,Don't play with us!
"my last for 2020 & amp; it reminded me of mehmet murat iledan when he said, ""the strange things about the sunset is that actually don't want the sun to set, we want it to stay right on the horizon, not below it, not above it, just right on it. """,Netral,"Yang terakhir saya untuk tahun 2020 &amp; amp; itu reminded me of Mehmet Murat Iledan when he said, ""The weird thing about the sunrise is that in reality we don't want the sunset, we want the sun to remain right in the cakrawala, not below, not above, only above""."
breakfast with the view from your room :sparkles:,Netral,Breakfast with a view from your room:
*manifesting,Positif,*menyerang
because overthinking people almost repeat the task of gegedlek,Negatif,Because orang yang too think almost mengulangi to do the job
"this morning i left for work why the streets were quiet. it turns out that it's been on vacation, bestie.",Negatif,"This morning I went to work because the road was quiet and it turned out to be Berlin, buddy."
not even close,Netral,Even not close
refreshment of temlen inimaa) meap product with skincare jesooo got,Netral,Refreshment of Temlen Inimaa) product meap with skin care
whatqa this is a sign of the next staycation cuss to solo :face_holding_back_tears:,Netral,What's this sign of the next vacation for solo:
dont you just hate it when you target you don't play social media :expressionless_face::expressionless_face:,Negatif,You don't remember when you're targeting you don't play social media:expressionless_face::expressionless_face:
overthinking is not finished,Negatif,thinking too much is not finished
it's history in the making we are all americans even the assholls help hill there lost souls vote :ballot_box_with_ballot:,Negatif,It's a history in making us all Americans even Assholl helping Hill have a soul lost.
"haii friend ..... already in dinner have not yet ... btw the menu what do you think all of you ... ,, ??? wkwk the story is kepo",Netral,"Hi friend ..... already had dinner tonight yet ... btw menu what you think of everything ... ,, ??? wkwk story is kepo"
spill your malming activity ...,Netral,I'm not going to hurt you.
"december 31, you should have been silenced in a family home or not staycation in the villa, let's gas villa booking in click villa",Netral,"31 december, you must be in the house of the family or not stay on vacation in the villa, mari gas villa pemesanan di klik villa"
"gusti tulung paringono ati sing strong, kanggo ngadepi revisi'an ... :folded_hands_medium_skin_tone: *already need healing like :rolling_on_the_floor_laughing:",Positif,"Gusti tulung paringono ati sing kuat, untuk ngadepi revisi'an ... :folded_hands_medium_skin_tone: *already need healing like: rolling_on_the_floor_laughing:"
h-1 eid al-fitr :star::crescent_moon: bismillah ... hiatus for a while :sparkles: happy eid al -fitr my best friend apologize born and inner everything congratulations to gather with family :smiling_face_with_open_hands::sparkles:,Positif,I'm not sure if I'm going to be able to do this.
healing he said:moai:,Netral,I'm going to tell you.
let's healing let's,Netral,Mari is a saint.
"18 years have passed since evidence of war crimes by the us military against detainees at abu ghraib in iraq caused outrage around the world, but the us government, military and private contractors involved in the scandal continuue to enjoy total impunity.",Netral,"18 years have passed since the evidence of war crimes by the US military against prisoners in Abu Ghraib in Iraq led to worldwide outrage, but the US government, military and private contractors involved in the scandal continue to enjoy the kebal."
"""working hard is important.but there is something matters even more: believing in yourself."" harry potter - order of the phoenix",Positif,"""Working hard is important, but there is something more important: believe in yourself""."
"healing to curug tilu sukabumi, kab. bogor via support with subscribe, like and comment on my channel :winking_face::folded_hands_light_skin_tone: learn to make my own vlog hehehe",Netral,"Healing to curug tilu sukabumi, kab. bogor via support with subscription, like dan komentar di kanal saya:winking_face::folded_hands_light_skin_tone: belajar membuat vlog saya sendiri hehehe"
always overthinking,Negatif,Always thinking too much
"the title is ochan jalan2 :see-no-evil_monkey::hear-no-evil_monkey::speak-no-evil_monkey: this time ochan healing on the coast of the pulisan, likupang, north minahasa area ~ ^^ show off first to who asked for photos of ochan vacation :face_with_hand_over_mouth::face_with_tongue::wolf: .",Netral,"Titlenya adalah jalan2: see-no-evil_monkey::hear-no-evil_monkey::speak-no-evil_monkey: kali ini ochan healing di pantai polisian, likupang, utara daerah minahasa ~ ^^ menunjukkan diri terlebih dahulu kepada siapa yang meminta foto dari ochan liburanface_with_hand_over::_mouth::face_with_tongue::wolf: ."
"salty air, chased by the sun :sun_behind_small_cloud:",Netral,"Udara asin, dikejar oleh matahari:"
bgs bgt overthinking up to sgini hours :upside-down_face::smiling_face_with_tear:,Negatif,Bgs bgt thinking excessively till jam sgini: up-down_face::smile_face_with_tear:
sumanto who is in my spill that is degree,Negatif,Sumanto yang is in the dumps
still adheres to understand that crazy rich is actually rare or lazy flexing.,Netral,I'm still trying to understand that orang kaya is actually crazy rarely or not even a bad thing.
straight to the point,Netral,I'm going to the point.
"u know nct has 23 members and thats kinda risky .. i mean it's really possible for 2-3 of them to might leave the group ... like exo .. i mean i love them all and i dont want it to ever happen but, idk im just overthinking rn",Negatif,"I mean, it's really possible for two or three of them to leave the group... like, like, I mean, I love them all and I don't want it to happen, but I just think it's too much."
honestly i need a hard spar .....,Negatif,Jujur I need a hard sparring .....
"o ****, i am lucky to have a bestie from a person who is really sincere :loudly_crying_face::loudly_crying_face::loudly_crying_face:)",Positif,"O ****, I'm lucky to have a friend from orang yang really tulus:"
"the other morning staycation, walking, burn me, just arrived home from work. alhamdulillah yes :relieved_face:",Negatif,"I'm going to stay, walk, walk, walk, just go home from work."
that's why from the first i prefer to wash my hands rather than using a hand sanitizer.,Positif,That's why I started out like hand sanitizer instead of using hand sanitizer.
"i was bought by eid clothes, high school bestie :loudly_crying_face:rthable",Positif,"I was bought by the clothes Id, teman sekolah tinggi:"
want to healing instead so crazy,Negatif,I want to make you feel better instead of being so crazy
i need a label for whatever i can do.,Netral,I need a label for whatever I can do.
horrified this delicious hashtag. from the beginning until now (events in the era of online tests) there is always a slanted story about the cpns test.,Negatif,From the beginning till now (events of the era of online tests) there is always a story about CPNs.
"come on, the troubles of the test at mcd bestie sm mba2 purple hair",Netral,"Come on, the problem is with McD Bestie."
"i am among those who are aware of cf, and feel honored to be cf with my friends. i don't doubt my cf anyss ,, are they spill me? well, even though i'm not an artist. but i like weird.",Negatif,"I'm one of the people who know about CF, and I feel honored to be CF with your friends."
2021 full years of overthinking that was paid with the departure of someone 2021 full of struggle 2021 full year 2022 hopefully paid off with beauty,Positif,2021 tahun penuh berpikir berlebihan yang dibayar dengan keberangkatan seseorang 2021 penuh perjuangan 2021 tahun penuh 2022 mudah-mudahan dibayar dengan kecantikan
are you expect hike or looking for new jobs? don't say these while negotiating your salary.. //t.co/4awhvwfpbcjoin : //t.co/5eppiczxcp,Netral,Are you expecting a pay rise or looking for a new job?
"cook chicken noodles without chicken seasoning, a **** thing anyway, it tastes even more soy sauce, hopefully if you don't say it doesn't appreciate the cooking of people who have been cooking.",Negatif,I'm not sure what I'm saying. I'm not saying that I don't appreciate the memasak.
"usually the easy to be captured is his crying face if you try to motto when you smile when you click it, you always smile somehow, haha then yesterday when i was chatting long about the future, the baby h smiled like that for quite a long time :grinning_squinting_face: so successfully captured",Positif,"Usually the easy thing to catch is the face crying if you try to make a motto when you smile when you click on it, you always smile somehow, haha then yesterday when I talk long about the future, baby h smiles like that for quite a long time:"
"[thank you 2020] hopefully there will be many big steps that will be taken and lived. sorry, i can't even loudly shout out that i am a better person than i was 366 days ago. survive. trying. but, still thank you. 2021, bismillah. hasbunallah wa nimal representative :)",Positif,"[Thanks 2020] I hope there will be many big steps that will be taken and live. Sorry, I can't even be bothered to say that I am a better person than I was 366 days ago."
even you don't care about my feeling i'm still your friend when you get pain i remember when you were dreaming i was the ghost when you are lost,Netral,Even you don't care about my feelings I'm still your friend when you're sick I remember when you were dreaming I was a ghost when you were gone
"i just found out, if i turn off all ""cookies"" aka ""tracker"" on google chrome, mostly i can't access many websites. even my event was dicked from the email login and if it was re -entered, it wouldn't be able to turn it on again.",Netral,"I just know, if I remember all the ""cookies"" or ""tracker"" in Google Chrome, most of the time I can't access many websites."
gjd spill wkwk,Netral,I'm going to be a little bit more careful.
goes is the best healing.,Positif,Going is the best way to go.
"waiting for you ...... yes you are the one who tells the stbye, there is a play here at this time …… :camera_with_flash: by :red_heart: .tulah @ astha",Netral,"Waiting for you......yes you are orang yang saying goodbye, there is a drama in this movie on this moment ......:camera_with_flash: oleh: red_heart: .tulah @ astha"
"beginning stages:sparkles: even though i was almost 24 hours of lying down, eating lots of rice, and watching a movie, so it was rather trust in myself, unable to receive positive energy. alias ​​please me want to be productive :loudly_crying_face:",Negatif,"Initial Stage: Sparks: Although I'm almost 24 hours away, eating a lot of rice, and watching movies, so it's a bit believing in myself, I can't accept positive energy."
"bestie, there is something new for the stock of the song confusion at night your night",Netral,"Beast, there's something new to keep singing in the evening"
"even seunghee realize that **** is a good team. people are seeing **** as a team, never as a separated talented idol. cause they are complete each other.",Positif,"Even Seunghee realized that **** is a good team. Orang melihat **** as a team, tidak pernah sebagai idola berbakat terpisah. karena mereka saling sempurna."
how fomo are born in indonesian,Negatif,How do you know how to get started in Indonesian
"the think is, this spaniard is not even nadal and it was on hard!",Netral,"I think, the Spaniard is even not Nadal and it's on hard!"
"around 8,000 british soldiers are due to be sent to eastern europe to take part in military exercises.the deployment - one of the largest to take place since the cold war - will see troops placed in countries from finland to north macedonia.",Netral,"Around 8,000 British troops will be sent to Eastern Europe to participate in military exercises."
when will boys realize that girls actually find out everything :relieved_face::relieved_face::relieved_face:,Netral,When a child of a man realizes that a girl really knows everything:
i am a fierce day but every saturday clingy is beautiful,Netral,Aku hari yang sengit tapi every saturday clingy beautiful
28 hours of overthinking :),Negatif,28 jam thinking too much :)
"for y'all who doesn't have tiktok. i wanna share any videos about the boys cause its blow up on my fyp. so here is it! :red_heart: when i see this video, i remember what zayn said about harry and him me and harry barely talked while in the band we are't even friends",Positif,For those of you who don't have Tiktok. I want to share a video about kids causing a fire in my system. So here it is!
i was sleeping at my bestie house,Netral,I'm sleeping at my best friend's house.
"actually, no one want to lose contact with their close friends, sometimes what we face is when it is impossible, right, ur friend walo is already different in the city, not meeting another circle that makes it comfortable in the new ending, just chat just, just just a modest, just a modest, just a small chat",Negatif,"Actually, there is nothing that I want to lose contact with friends close to them, sometimes what we are facing is when it is not possible, can, your friend who is already different in the city, did not meet the other people who make him comfortable in the latter part of the new, only talked about the way, only simple, only simple, only a little talked about"
"mental health in the eyes of the older generation vs. now ..... actually a little ironic, social media is the source of depression but is also made as a support system, yes using social media according to the needs thanks tirto",Negatif,"mental health of the older generation vs now ..... actually a little ironic, social media is a source of depression but also made as a support system, ya using social media according to needs thank you tirto"
"honestly i'm not uncomfortable, i mean why if i tweet the jakarta language ??",Negatif,"Jujur Aku tidak merasa tidak nyaman, maksudku mengapa jika aku tweet bahasa Jakarta ??"
healing guys so that it doesn't disappear hehe,Positif,Mencegakkan orang-orang so that it doesn't disappear
"hay march, whatever will happen in the future, i hope i can go through it with an open heart and gratitude that never stops.aamin.",Positif,"Hey March, whatever will happen in the future, I hope I can get through it with an open heart and a feeling of gratitude that never stops."
lazy really offline school different smaa crush:thumbs_down::thumbs_down: sessions,Negatif,I'm not sure what I'm doing.
what goes around comes around,Netral,What is going to happen is going to happen
mood swing really! all day crying!,Negatif,"The mood changed, I cried all day!"
birthday party .. :partying_face::birthday_cake: happy b'day say .. all the best yes. @ barcode club,Positif,Happy birthday to you. @ barcode club
"already back to the room, time for overthinking back xixixi :moai::moai::moai:",Negatif,"I'm back in my room, it's time to think again."
"self healing came home from work, so i looked at the view of the metropolitan city while with the song, after that walk quite far.",Positif,"Self-healing came from work, so I saw the view of Metropolitan City while in Bernyanyi, after walking quite far."
"let it be, .. for what has a large number of followers but which is unclear and useless, better few followers, which more use and knowledgeable d'o agree with me ..?",Netral,"Let me tell you, .. because what yang has a large number of followers but which is not clear and not useful, better some followers, which is more useful and have knowledge of agree with me ..?"
why always trust issues anyway,Negatif,Why do I always believe in anything?
actually this is the best qiha hairstyle ever :face_with_rolling_eyes::face_with_rolling_eyes: bring back this era! :eyes:,Positif,Actually this is the best hairstyle ever.
wake up already overthinking again:slightly_smiling_face:,Negatif,I'm already thinking too much again.
support system:yellow_heart:,Positif,system dukungan: yellow_heart:
"the match will start in 45 minutes 3 point towards pucak, sib",Netral,"The match will start in 45 minutes 3 points towards Pucak, sib."
already know the **** is still masiah bestie,Negatif,already know **** still masiah bestie
this is an essential teraphy:smiling_face_with_halo: teach your heart to accept disapoints even from people you love.,Positif,This is an essential therapy: smile_wajah_dengan_halo: teachkan hati Anda untuk menerima ketidaknyamanan bahkan dari orang yang Anda cintai.
spill your wedding date now baek zuho :ring:,Netral,Bercerai dat weddingmu sekarang Baek Zuho:
"the event has started to beytiyuk, we are blessing and praying at the tomb of karomah mahmud, asking to be reunited with romadhon next yearindps: //t.co/tls9w1hehisis",Netral,"The event has begun to become a happy one, we are happy and pray in makam karomah mahmud, asking to meet again with romadhon tahun depanindps: //t.co/tls9w1hehisis"
"honestly aing gamau dreamies returning quickly, from the allobank, they just enjoy walking, let me go first, the food here is also delicious.",Positif,"Jujur, Ang Gamau Dreamy come back quickly, from Allobank, they just enjoy walking, let me go dulu, makanan di sini juga enak."
mengery from biyel. kepo ah. definitely flop.,Negatif,I'm not sure I'm going to make it.
"people at geleuh hear the word ""honestly"" meanwhile aing is more disgusted by those who say ""mengpek"", what is ****, dog :(",Negatif,"Orang di geleuh hear the word ""jujur"" while I'm getting more jijik by them yang saying ""mengpek"", apa itu ****, dog:("
just remembered taeyong dancing while listening boss music,Netral,I remember Taeyong Menari listening to the music boss
"i'm a single mom, living in a country that does't even speaking my language, figure out visas, business documents, licensing, regional, accommodations, grocery stores, diapers, navigating e-commerce landscape & amp; all the tech that comes with it .. on top of product development",Netral,"I am a single mother, living in the country which even do not speak my language, seeking visa, business documents, licenses, regional, accommodation, shop shop, popok, navigation lanskap e-commerce & amp; all the technologies that come with it .. on top of product development"
4 days off for santuy at home :smiling_face_with_hearts::smiling_face_with_hearts:,Positif,4 days of holidays for the sanctuary of the house:
"honestly, i like to be a little lazy if you don't tell you ... because i am a clown ... left when i was chatting again ... left in the middle of the conversation ... pdahl who initially invited the story, right, you.",Negatif,"Jujur, I like to be a little bit mean if you don't belong to me... because I'm a fool... abandoned while I'm talking again... abandoned in the middle of the night..."
bestie morning,Netral,This is the best
manganese. turu. ngising. literally ....,Netral,"The first is the ""Mangan""."
mood swing mania,Negatif,mood swing mania
villa or hotel recommendations for staycation whose views are good in which in the bogor area. want to also find a place to break away from routine life niy thanks in advance,Netral,Villa or hotel recommendation for staying Yang view is good in mana di daerah Bogor. I also want to find a place to break from the routine life niy thank you previously
"last time bundd, already red flag.",Negatif,"Terakhir kali, bendera merah."
"yes, deeptalk. but like the brain feels very full and overthinking thinks of what actually doesn't have to be born. this human being.",Negatif,"Yeah, talk in there, but like your brain feels so full and thinking too much thinking about what it really doesn't need to be born."
thanks but no thanks. fix your comments first & amp; learn which comment you can spill to others & amp; which better left unsaid. :thumbs_down_dark_skin_tone:,Negatif,Thank you but not thank you. Perbaiki komentar Anda terlebih dahulu &amp; amp; belajar komentar yang bisa Anda sembunyikan kepada orang lain &amp; amp; yang lebih baik dibiarkan tidak dikatakan. :thumbs_down_dark_skin_tone:
"i wish something next year there will be no more of this **** virus around us, hope for much better and normal year in 2021",Positif,"I hope next year will not have another virus **** this around us, hope for this year which is much better than normal in the year 2021"
"something we need to be alone, right? even just just going around the way, eating at a place to eat that is desired and do things that make yourself feel enjoy without having to be hunted and worrying with other people.",Positif,"Something we need to do alone, right? Even just walking around the street, eating in the place where we eat what we want and doing things that make you feel happy without having to be told and worry about other people."
"even he do the cover of nessun dorma, excellently! this guy's everything ....",Positif,"Even she did a sample of no sleep, so good!"
mew denial i think,Negatif,I'm going to go.
"page 366 of 366 dear my self thanks for making it far, even on the hardest day and you're still here, your journey up to this point hasn't been pretty and they are days you've forget but it's okay to give your self grace tankyyou naa:black_heart:",Positif,"Page 366 of 366 Dear myself thank you have made a long, even on the day of your birth and you are still here, your journey to this point is not good and they are the day you have forgotten but there is nothing to give yourself to your mercy tankyyou naa: black_heart:"
"i thought i was a place to go home, in fact only as a healing place as long as you",Negatif,"I think I am the place to go home, actually I am the place to go for the rest of your life."
fix! tired bestie at 21:45 wib just arrived home :hear-no-evil_monkey:,Negatif,Beast lelah at 21:45 wib baru saja tiba di rumah:
and still overthinking,Negatif,Dan is still too thinking
that's why i didn't watch .. poor my heart. ntr stress. later the money will come again for healing .. :face_with_tears_of_joy::face_with_tears_of_joy:,Negatif,That's why I don't watch poor hatiku. Don't stress. Later money will come back for the penembuhan ..
i really really best besides being good at ghibah he is also multitilhonte,Negatif,I'm really really really really the best besides being good in Ghibah he's also multi-tylhonte
"overthinking from td while applying his love keysha ena bat: """,Positif,""" I think too much of it when I put in love keys on a bat: """
"to the workshop, it turns out that it can be a means of deeptalk, yes .. :leaf_fluttering_in_wind:",Positif,"I'm going to Bengkel, it turns out that it could be a way to talk in, yeah."
"if you take it here, so it's a buck?",Netral,"If you can get it to the movies, so it's a dollar?"
until when honest language appears on the surface -_-,Netral,Till saat bahasa jujur appeared on the surface -_-
only 6 o'clock in the morning already overthinking.,Negatif,It's only 6am this morning.
receiving work files from the department in gdrive from the consultant who is working on. literally the link circulated to other agencies and the public community was crowded. folder name: bismillah bestieee . this official work. biladan project. namanin folder kek wants thesis exposure. please. :neutral_face::expressionless_face:,Negatif,The following is the list of the official documents of the Ministry of Education and Science of the Republic of Kazakhstan.
"i am mom, mother, the difference in age from the oldest among my friends is 10 years in college. there are lecturers who 'forget' or 'amazed' i say hello in the campus hallway, after which the baper lecturer is amazing to make me difficult. if you don't want to overthinking, i think i'm an arrogant student",Negatif,"I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have a lot of friends, I have"
cool but they'll basically monopolize the economy and the whole market which is kinda nuts,Negatif,But they're basically going to be a monopoly on the economy and the entire market.
"actually, just the beginning. @ waiting for a gajihan",Netral,"Actually, it's only a start."
"opinions from people in the stamp on filter again in the brain, not in the material of overthinking. basic me",Negatif,"The opinion of the orang-orang in the cap on the filter again in the brain, not in the matter of thinking excessively."
santuy's life is really. : (((,Negatif,Hidup Santuy is really.
healing song,Netral,song penyembuhan
whatever you can eat yourself,Netral,Whatever you can eat yourself
run away from work under the guise of healing :grinning_face_with_sweat:,Negatif,I am not a member of the European Parliament.
confuse.,Negatif,I'm confused.
"what are you trying to fix me for? maybe i'm broken but i'm not sure. am i depressed or am i just bored? apathy and irony, post modern anxiety. - ,",Negatif,What are you trying to fix me? Maybe I'm broken but I'm not sure. Am I depressed or just bored?
"take care of your health bestie, tomorrow until saturday we are on alert selling pineapple :fire:",Positif,I'm going to sell nanas tomorrow till Saturday.
"for those there, try healing to lake toba ... :smiling_face_with_smiling_eyes:",Netral,"For the sake of their health, I'll try to make them happy for the lake of tobacco..."
"thank you for everything you've done for me even though it can not replace your kindness. i will do my best for you, because you're the best person i ever had in my life. __________",Positif,"Thank you for everything you have done for me even though it can't replace your kindness. I will do the best for you, because you are the best person I have ever had in my life."
"t -shirt rp. bronze fit to l (p 57cm ld 43cm) soft flowly material smooth, no defect!",Netral,"T-shirt rp. bronze fits for l (p 57cm ld 43cm) material smooth, smooth, no defects!"
"""education is the most powerful weapon which you can use to change the world."" celebrate :",Netral,"""Pendidikan is the most powerful weapon you can use to change the world""."
"honestly anyway .. i see this happy + sad .. happy v adding ba can be profitable too like getting a dollar .. sad it is like this .. just because it is considered bestie .. even too far .. right at that moment thinking "" can't remember between companies competitive? """,Netral,"Honestly, I see this as happy + sad. Happy v adding that it can be profitable as well as getting dollars. Sad it is like this."
"i swear for those who haven't updated ios 16, it's really a mandatory update, the camera is really good, so it's really good on the iphone x et al. me & amp; friends until they are amazed even though already super gemeter severe:smiling_face_with_tear:",Positif,"I swear to God they haven't updated iOS 16, it's really a must-have, camera is very good, so very good on iPhone x et al."
"what goes around comes back around. everything you give, will come right back at you.",Positif,"What you give me, I will give back to you."
"come on, read it to overthinking",Negatif,"Come on, read it to think too much."
further increase my trust issues with men,Negatif,Increasing my trust with my man
if this pain is it? just make overthinking,Negatif,"If this is a pain, just make me think too much."
"it's useless overthinking first, if there is no effort at all.",Negatif,"There's no need to think too much first, if there's no need to try again."
"congratulations for all jakarta !! finally, our pt can be recognized by the world. we don't need a luxury pt but an integrated system that ease people to move around and reach destinations without any hassles !!",Positif,"Congratulations to all Jakarta !! finally, pt we can be recognized by the world. we do not need pt luxury but a system of integration that makes it easier for people to move and achieve the goal without difficulty !!"
"ordinary, son, wingi jare arane kepo",Netral,I'm not sure.
"ppl around knows how hate and i think if my number is given to people, sometimes from tmn i will just be lazy if it's not important. especially to people i don't know. sok okay? heh another person keeping his privacy rich. yes, yes",Negatif,"People around know how to hate and I think if my number is given to people, sometimes from TCN I'll just be bad if it's not important. Especially for orang-orang yang I don't know."
"the most spending the days with me at the end of this year, tarp gercep if you play, this year will be empty without them. tanankyouu bestie (s) you are the bessessttt taun 2021:red_heart::red_heart:",Positif,"Yang paling spend the day with me at the end of this year, tarp gercep if you play, this year will be empty without them. tanankyouu bestie (s) You are bessessttt year 2021:red_heart::red_heart:"
"""pacta sunt servanda even it's a gentlemen agreement"" first and main i am a girl :woman_facepalming: both, remembering what was said 2 decades ago without written was heavy. 2 years have remembered not to remember what i promised.",Negatif,"""pacta sunt servanda incluso itu perjanjian pria"" first and foremost is a girl: women_facepalming: both, remembering what was said two decades ago without writing weight."
the best healing is to see live windah thanks windah has accompanied 2021 :index_pointing_up::smiling_face_with_sunglasses:,Positif,Penyembuhan terbaik adalah melihat hidup windah terima kasih windah telah menemani 2021:
where there is an open minded girl .. njay,Negatif,Di mana ada girl with open mind ..
"if you go anywhere, even paradise, you will miss your home",Netral,"If you go to mana saja, even to heaven, you will have to go to your house"
"i can't make small talk. if it's not comfortable, lsg cao. because if over time it is on the one who doesn't like it because it feels uncomfortable with people, there is an overthinking. so, because i know the weaknesses of w gmn, i leave it and say it. that's why you can't make small talk so you don't need to overthinking.",Negatif,"I can't do small talk. If I'm not comfortable, Lsg Cao. Because if from time to time it's on people who don't like it because I'm not comfortable with people, I think too much."
"""my religion is the most peaceful on earth, but please no cartoon, or else we **** you. but really, we're actually very peaceful.""",Netral,"""My religion is the most peaceful on earth, but please don't do it, or we'll fuck you."
i was honestly shocked when i watched the penthouse episode 19 where suryeon wanted to reveal that that who who killed min seola was yoonhee.the paper containing yoonhee's dna test was written xy (meaning male) fortunately co/pariumezsy,Netral,I was really surprised when I watched penthouse episode 19 di mana Suryeon wanted to reveal that yang killed Min Seola is yoonhee.
geez why i even move here,Negatif,"Ya Tuhan, why did I move to Sini?"
"when indonesia, the overthinking section ... i don't compare yourself to other people, but i compare yourself who used to be now. how come i just like this?",Negatif,"When I think too much in Indonesia... I don't compare myself to other oranges, but I compare myself to you now."
tgupp please died and defend the wrong ... later nitizen kepo and the facts come out one by one ....,Negatif,"Please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please, please,"
"don't fail to understand the sound of grasrood. still can we enjoy the traveling night like before the covid-19, hopefully this will be the etensi of all parties from the highest in this country to the lowest layer, because large events can be carried out.",Negatif,"Don't forget to understand the sound of grassroots. I can still enjoy the evening journey like before COVID-19, hopefully it will become an etensi from the highest level of the country to the highest level, because a big event can be done."
"yesterday met his neighbor's son on the beach who was 17 years old me: eh, i met here, where did this come from? him: after healing mb me: just the two of them? him: yes mb, every day the two of them are healing-healing *hehehe hehehe*",Positif,"Yesterday I met a tetangganya on the beach who was 17 years old I said: eh, I met this here, where did this come from? dia: after Iembuhkan mbya: hanya mereka berdua? dia: ya mb, every day they bothembuhkan-mencegakkan *hehehe hehehe*"
u probably think that u are better now! bitjjhhh,Negatif,You might think you're better now!
"to the seller who was after i co -oren at 25.2 yesterday: ""waittttt yaaa .. tomorrow night check, because i just went back home ^^"" xixi who knows someone is looking for spill. there are 10 more packages. (::",Netral,"For the penjual yang after my co-owner on 25.2 yesterday: ""Tunggu yaaa .. tomorrow malam cek, karena saya baru saja pulang ^^"" Xixi yang tahu seseorang mencari bocor. there are 10 packets again."
"graduation with bestie :smiling_face_with_heart-eyes: hi, friend bsi. who is struggling to compile a final project/thesis ?? come on, excite each other to finish on time, so that you can graduate with bestie ... studying...? bsi !!",Netral,I'm a student of the best of the best. I'm a student of the best of the best.
to the point,Netral,Till the point
