emoji_in,label,backtranslated_tweet
"dengan semua kecelakaan ini, saya telah belajar bahwa betapa pentingnya untuk tidak melakukan apa pun secara online. kejahatan dunia maya itu nyata!. sekarang, orang-orang pergi online untuk keselamatan mereka sambil menemukan cara melarikan diri untuk menyembunyikan apa pun. kedengarannya seperti cara-cara primitif tetapi bisnis jauh lebih baik !!",Netral,"Dengan semua kecelakaan ini, saya telah belajar betapa pentingnya tidak melakukan apa pun secara online. Kejahatan dunia mungkin nyata! Sekarang, orang-orang pergi ke internet untuk keselamatan mereka sambil mencari cara untuk melarikan diri untuk menyembunyikan apa pun."
"santai aja punya pacar lebih muda, koe akan baik2 saja blm nikah di atas dua teju. nikmati yg ena, sadari yang tida, catat pengalamanmu. dialog banyakin sama sama diri sendiri, sadari terlalu banyak berpikir ttg de e yg di luar kendalimu tu ga sehat. kalian ki suk yo pedot og :face_with_hand_over_mouth:",Positif,"Relax aja punya pacar yang lebih muda, koe akan baik2 saja belum menikah di atas dua teju. nikmati yang lain, sadari yang tida, catat pengalamanmu. dialog banyak sama sama diri sendiri, sadari terlalu banyak berpikir tentang de e yang di luar kendalimu kau ga sehat. kalian ki suk yo pedot og: wajah_dengan_tangan_atas_ mulut:"
itu yg bikin kutipan oleh roy marten emang roy marten pernah bilan kek gt di mn y? jangan asin y h3h3,Netral,"Itu yang akan kulakukan, aku tidak akan mengatakan apapun."
"bahkan harus ke intinya, tidak ada kode kode, jauh dari romantis, wkwk",Negatif,"Bahkan aku harus pergi ke intinya, tidak ada kode kode, jauh dari romantis, wkwk"
"ya allah kenapa sih anak stardust asli nya cakep2 :loudly_crying_face: kan jadi nyesel jg liat mereka fr walaupun penasaran, tp kepo wajah aslinya yg ternyata cakep, tp nyesel mereka fr, tp kepo, tp nyesel, ahh au ah bingung :upside-down_face:",Negatif,Kenapa aku bukan bintang bintang? Aku bukan bintang. Aku bukan bintang.
yaallah bestie ku ket jaman remaja puber mene rabi :loudly_crying_face::loudly_crying_face:,Negatif,Yaallah besté ku ket jaman remaja puber mene rabi: keras_nangis_wajah:: keras_nangis_wajah:
kenapa. ok saya lebih suka tenorite,Netral,"Oke, aku lebih suka tenorit."
padahal cuma bengong tapi malah overhinking.,Negatif,Aku hanya berpikir terlalu banyak.
til jangan nyalakan vpn saya saat menginstal ulang untuk menghindari unduhan yang rusak.,Netral,"Sampai kau melepaskan VPN, aku akan menginstal kembali untuk menghindari kerusakan."
"ada sejuta suara yang berteriak dosa atau apa pun, tetapi suara yang saya dengar mengatakan hanya melakukan apa yang saya inginkan",Positif,"Tidak ada dosa atau apapun, tapi hanya ada satu hal yang bisa ku dengar."
aku bahkan tidak bisa melihatnya.,Negatif,Aku bahkan tidak bisa melihatnya.
yaallah mas naksir ngirim pap,Positif,Yaallah mas naksir kirimkan ayah
kehamilan adalah yang terburuk. aku benci semua orang. bahkan hubz saya haha.,Negatif,Kehamilan adalah yang terburuk. aku benci semua orang. bahkan suami aku.
nama the steges keterampilan overinking hzzz yang akan bela 'theges bunuh anda yang terlalu banyak berpikir' yuk bisa yuk heuheu,Negatif,Nama langkah keterampilan overinking hzzz yang akan bela 'theges membunuh dan yang terlalu banyak berpikir' yuk bisa yuk heuheu
karena jujur ​​anda ternyata menjadi hal terbaik yang tidak pernah saya miliki,Positif,Karena jujur dan ternyata menjadi hal terbaik yang tidak pernah saya miliki
santuy,Netral,tempat suci
pengen ny seh ke malang healing :grinning_face_with_sweat:,Positif,Aku ingin melihatmu sembuh:
"saya jarang membuka instagram di bagian umpan, kecuali untuk menggulir instastory & amp; beberapa orang yang saya minati. tapi saya dapat memberi tahu anda instagram pasti memiliki algoritma terburuk yang pernah ada, terlalu banyak fitur berorientasi iklan, & amp; saya tahu betapa sulitnya untuk mendapatkan pertunangan yang kaya dan tulus.",Negatif,"Saya jarang membuka Instagram di bagian umpan, kecuali untuk membeli cerita & amp; beberapa orang yang saya miliki. Tapi saya dapat mengatakan kepada Anda bahwa Instagram pasti memiliki algoritma terburuk yang pernah ada, terlalu banyak fitur berorientasi pada iklan, & amp; Saya tahu betapa sulitnya mendapatkan pertunangan yang kaya dan tulus."
"kerja tim... saya tidak berpikir bahwa anda dapat mencetak gol spektakuler seperti zlatan dalam video game, meskipun game ini sangat realistis akhir -akhir ini",Positif,"Saya tidak berpikir Anda bisa mencetak gol spektakuler seperti Zlatan dalam permainan video, meskipun permainan ini sangat realistis pada akhirnya."
wong uripe santuy malah di ireni mbi sebelah :woman_dancing::woman_dancing::woman_dancing:,Negatif,Wong Uripe Santuy malah di ireni mbi sebelah: wanita_menari::wanita_menari::wanita_menari:
"di setiap ramadhan, selalu dapat jawaban. dan akhirnyaa ""pejuang tunggal"" agaiiinnn ... tidak terlalu banyak berpikir, overprotec, berlebihan dan lebih dari apa pun (lagi). saatnya berbicara ""im freee ...."" :partying_face::partying_face::partying_face::partying_face::partying_face:",Positif,"Setiap bulan Ramadhan, aku selalu mendapat jawaban dan akhirnya datang pejuang tunggal... aku tidak terlalu berpikir, aku terlalu melindungi, aku terlalu melakukan dan lebih dari apapun."
"hargai orang yg saat ini sayang sama lo, berura buat lo senang. sebelum dia pergi karena kesalanan lo men ""treat"" apa yg udah dia kasih buat lo. yang merupakan suguhan khusus untuk orang khusus.",Positif,"Hargai orang yang saat ini sayang sama lo, berura membuatmu bahagia sebelum dia pergi karena kesalanan lo men ""menikmati"" apa yang sudah dia buat untuk lo. yang adalah suguhan khusus untuk orang khusus."
terkadang saya berpikir bahwa saya bahkan tidak tahu apa yang saya inginkan,Negatif,Kadang aku berpikir bahwa aku bahkan tidak tahu apa yang aku inginkan
balas dendam nyata bukan tentang mendapatkan biadab saat anda dikhianati. ini tentang menyelesaikan dan menjadi acuh tak acuh saat melanjutkan.,Positif,"Ini bukan tentang perceraian saat kau bercerai, ini tentang menikah dan menikah."
ohiyaya lupa kalo ini malem jumat ... kira2 setan setan lagi overhinking ga ya ?? :eyes::man_bowing_light_skin_tone:,Negatif,Ohiyaya lupa bahwa hari ini Jumat sore ... aku pikir dua setan setan berpikir terlalu banyak lagi
tengok ni bestie,Netral,Lihatlah teman terbaik ini
"berteriak kepada orang -orang yang dengan mudah dapat mengucapkan terima kasih dalam kondisi apa pun :love_letter:, sikap yang bagus sebenarnya.╰ (´ ω ω ・) つ",Positif,"Berteriak kepada orang-orang yang dengan mudah dapat mengucapkan terima kasih dalam kondisi apa pun:love_letter:, sikap yang bagus sebenarnya. ( ω ω ・) つ"
"astaghfirullah ya allah :loudly_crying_face: gue gedeg sama hiburan nya indonesia !!! ??? itulah sebabnya gue lebih suka hiburan luar, wlpn banyak skandal apalah tapi bener2 berprestasi.lah indo! ?? yg bener2 berprestasi malah gada panggung",Negatif,"Astaghfirullah ya allah: keras_nangis_wajah: gue gedeg sama hiburan nya indonesia !!! ??? itulah sebabnya gue lebih suka hiburan luar, wlpn banyak skandal apalah tapi bener2 berprestasi.lah indo! ?? yang bener2 berprestasi malah gada panggung"
tahun baru ke mana bestie?,Netral,Ini tahun terbaik?
di sekitarku,Netral,Aku ada di sekitarmu.
bestie astaghfirullah.,Negatif,Teman terbaik Astaghfirullah.
2 hari lagi mas crush ultah,Netral,2 Hari lagi mas crush ultah
rencana tuhan selalu berakhir delan kebaani. kita tinggal mematurya. . . percaya padaku.. . . t .... @ kepo banget lu jadi org,Positif,Kita akan selalu bersama.
sama disini.. saya benar -benar merasa tidak ada yang bisa bahagia tentang tahun ini juga berikutnya,Negatif,Aku benar-benar merasa seperti aku tidak bisa bahagia tentang tahun ini dan berikutnya.
"spider-man 3 sedang tren, jadi saya ingin menjatuhkan spiderman marvel ini. ini video ke -4 dari (mungkin) seri video 25. (haruskah saya menjadi lebih besar atau kurang dari 25?) spider -man 1.4 - 'ini hari istimewa!' link down :backhand_index_pointing_down_medium-light_skin_tone:",Netral,"Spider-Man 3 sedang berlatih, jadi aku ingin bertemu Spider-Man mengagumkan ini video ini adalah dari -4 (mungkin) seri video 25."
"jawabanya adalah diselesaan secara langsung, tegas, luga serta ke titik pada pokok masalah, tapi diselesaan secara arib dan bijak sana",Netral,"Jawabannya disarankan langsung, tegas, luga serta ke titik pada masalah pokok, tapi disarankan dalam arib dan bijak sana"
"hidup tidak keluar untuk membuat anda terlepas dari hal -hal yang telah anda lalui, karena apa yang anda berikan adalah apa yang anda dapatkan dan itu tidak masuk akal untuk dilakukan. jadi ambil diri anda, anda tidak dapat mengubah apa yang harus anda lakukan dan belajar saat anda hidup.",Positif,"Hidup tidak membuat Anda bebas dari hal-hal yang harus Anda lakukan, karena apa yang Anda berikan adalah apa yang Anda dapatkan dan tidak masuk akal untuk melakukannya. Jadi ambil dari diri sendiri, Anda tidak dapat mengubah apa yang harus Anda lakukan dan belajar saat Anda hidup."
man orang mereka sangat korup daripada (dengan kekuatan) mereka melangkah sejauh ini hanya agar mereka dapat membuktikan poin mereka :smiling_face_with_tear: kami sangat kacau,Negatif,Manusia mereka sangat korup daripada (dengan kekuasaan) mereka pergi sejauh ini adalah satu-satunya cara mereka dapat membuktikan pendapat mereka:
"halaman 1 dari 365: malem ini gw bener2 terlalu banyak berpikir dan hanya bisa merenung setelah ulang tahun kemarin dan makin dewasa. pikiran gw saat ini ""apa yang gw haru lakukan selanjutnya?. berakana lebih keras, dan berdoa biar semua nya tercapai di 2022.",Negatif,Halaman 1 dari 365: Malam ini saya benar-benar berpikir terlalu banyak dan saya hanya bisa memikirkan cara untuk pergi setelah ulang tahun saya kemarin dan tumbuh dewasa.
"berkendara di sekitar kota, memeriksa sebanyak mungkin menara untuk menemukan peregrine tanpa hasil. tidak percaya ini akan menjadi tahun tanpa peregrine bagi saya :upside-down_face:",Negatif,Aku akan ke kota untuk memeriksa sebilangan menara mungkin untuk menemukan seorang haji tanpa hasil.
"gini nih kalau akhir pekan mau pulu kampung pasti macet, orang kota ke puncak mau penyembuhan lah gua mau ke puncak mau balik kampung macet cok",Negatif,"Inilah yang terjadi ketika akhir pekan tiba, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman saya, ketika saya kembali ke kampung halaman"
saat naksir saya mengatakan sesuatu yang lucu,Netral,Saat naksir saya mengatakan sesuatu yang lucu
bahkan tidak bisa sleeeep,Negatif,Aku bahkan tidak bisa tidur.
"walau love language nya ok, bahkan sama tapi emang di budaya dan familu latar belakang yg beda ya jd nya beda. karna love language emang terlalu general",Negatif,"Meskipun bahasa cinta baru oke, bahkan sama tapi emang di budaya dan keluarga latar belakang yang beda ya jd nya beda. karna bahasa cinta terlalu umum"
fikiranquhh overhinking + negatif thingking mulu .. ada obat nya ga sih:sad_but_relieved_face:,Negatif,Aku berpikir terlalu banyak + berpikir negatif mulu .. ada obat baru ga sih: sedih_tapi_relieved_face:
penyembuhan,Netral,penembuhan
"sf wd kim/kong vs chen/jia bakalan menarik, toa siapa yg paling tbahana :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: udah gitu nonton pertandingananya coba pake headset, beehhh kebayang gmn .. di sekitar anda ala bioskop kali yaaa :face_with_tears_of_joy::face_with_tears_of_joy:",Positif,"Jika Anda ingin melihat permainan, coba gunakan headset, beehhh kebayang gmn .. di sekitar Anda dan bioskop kali yaaaface_with_tears of joy::face_with_tears of joy:"
waktu dan tempat (overfinking) kami perurankan :see-no-evil_monkey::see-no-evil_monkey:,Negatif,Waktu dan tempat kami perurankan: see-no-evil_monkey:: see-no-evil_monkey:
"engga semua bisa menerima pernyataan kita, engga semua ga bisa menerima pernyataan kita. tapi dari sini kita harus belajar pikiran terbuka, menerima segala sesuatu dari sudut pandang yang berbeda. dan berfikirlo secara luas.",Positif,"Tidak semua orang dapat menerima pernyataan kita, tidak semua orang dapat menerima pernyataan kita, tapi dari sini kita harus belajar untuk memiliki pikiran terbuka, untuk menerima segala sesuatu dari sudut pandang yang berbeda."
yak masih santuy,Netral,Yak masih tempat suci
sistem dukungan saya .. pabos yang rela nemenin biniknya jalan2 sampe tengah malem meski capek bin ngantuk..:face_with_tears_of_joy: @ titik nol jogjakarta malioboro,Positif,sistem dukungan saya .. pabos yang rela nemenin biniknya jalan2 sampai tengah malem walaupun capek bin ngantuk..:muka_dengan_teri_kebahagiaan: @ titik nol jogjakarta malioboro
"malam ini terasa sedih, meskipun saya tidak berpikir apa -apa",Negatif,"Ini malam yang menyedihkan, meskipun aku tidak berpikir apa-apa."
bagaimana cara berhenti berpikir berlebihan?,Negatif,Bagaimana aku berhenti berpikir terlalu banyak?
"bagan ini menggambarkan situasi yang tidak baik di seluruh dunia, jika banyak orang tidak mampu membeli makanan mereka maka situasi selanjutnya adalah kerusuhan, kejahatan dan reli",Negatif,"Grafik ini menggambarkan situasi yang tidak baik di seluruh dunia, jika banyak orang tidak dapat membeli makanan mereka akan memiliki untuk situasi berikutnya adalah kerusuhan, kejahatan dan reli"
"hubungkan banget, udah yang terlalu banyak berpikir dari sekarang, udh hitung hitung nih total yg bakal masuk kekening di 25 mei berapa wkwkwk",Negatif,"Aku tidak yakin apa yang aku pikirkan sekarang, tapi aku yakin aku akan kembali pada tanggal 25 Mei."
"situasi saat ini dengan twinnies, baby blues suda mereda. kmrn2 pas burnout :breast-feeding_light_skin_tone: mas, mau ke busan dulu boleh ga :person_light_skin_tone: boleh aja :breast-feeding_light_skin_tone: mama, aku mau ke ln dulu beheh ga:woman_with_headscarf_light_skin_tone: heeh, urusin dulu anak kamu itu. begitulah… :grinning_face_with_sweat::smiling_face_with_tear: wkwk",Negatif,"situasi ini dengan kembar, baby blues suda mereda. kmrn2 pas burnout: menyusui_light_skin_tone: mas, mau ke busan dulu boleh ga:person_light_skin_tone: boleh aja: menyusui_light_skin_tone: mama, aku mau ke dulu beheh ga:women_with_head scarf_light_skin_tone: heeh, sepupu saya anak kamu itu. begitulah dulu..."
lantas pria seperti apa yang harus saya percaya? ayah saha ?? ah .. beliau suda lebih dulu mematahkan hati sahen bestie! :rolling_on_the_floor_laughing:,Negatif,Lalu seorang pria seperti ini apa yang harus aku percaya?
tempat urang ot (overinking n overtime) pas jaman cilik budak kampus sudah tutup :loudly_crying_face:,Negatif,Tempat di mana kita akan bekerja lembur bukanlah kota kecil.
"mengapa orang -orang ini kepo tingkat tinggi? goks, kecerahan amp hape dan laptop gue gelapin masih ajeeee ...",Negatif,Kenapa ini tingkat tinggi?
"biasananya, disebut rona delan kaum open minded. wqwqwq :face_with_tears_of_joy::rolling_on_the_floor_laughing:",Netral,"Biasananya, yang disebut Rona delan kaum berpikiran terbuka."
bener2 ngerasain skrg di fase ga punya waktu bahkan 2-3 jam utk nonton sebentar jaaa yaallah seri ku ga kelar2 udah 3 hari. kyk ada aja kegiatanku ga selesai2. dulu waktu aku tidak hidup tidak ada pekerjaan tidak cinta aku ngapain jaah ya? harusnya kupake bersi?,Negatif,Aku benar-benar merasa seperti aku berada di fase sekarang aku tidak punya waktu bahkan 2-3 jam untuk menonton untuk sementara waktu ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya ya
"gampang banget sih panya asam lambung, kurang makan kumat, stres dikit kumat, apalagi terlalu banyak berpikir jg kumat :)",Negatif,"Mudah untuk merasa sedikit sakit, kurang makan, kurang stres, lebih dari cukup berpikir."
"saya suka bagaimana dia peduli padaku, bahkan hal -hal kecil penting, yang td capek kerja seharian lsg ilang capekya",Positif,"Aku suka bagaimana dia peduli tentang saya, bahkan hal-hal kecil yang penting, itulah sebabnya saya lelah bekerja sepanjang hari."
mau narsis bentar ya,Netral,Aku ingin menjadi perawat
"ketiduran karena kecapean itu enak bgt yaa, karna langsung tidur tanpa haru mikir hal2 yg bikin kita overinking",Positif,Aku tidak yakin mengapa aku tidur.
ga tidur: terlalu banyak berpikir :cross_mark: ga turur: takut ngimpi buruk/gagal lagi :check_mark_button:,Negatif,Ga tidur: terlalu banyak berpikir: cross_mark: ga turur: takut bermimpi buruk/gagal lagi: check_mark_button:
"terkadang ketika saya berbicara bahasa indonesia dan saya tidak tahu sepatah kata pun, saya hanya menggunakan kata belanda dengan percaya diri. rasio kesuksesan yang cukup bagus, lebih baik dari bahkan peluang tbh.",Positif,"Kadang-kadang ketika saya berbicara bahasa Indonesia dan saya tidak tahu satu kata, saya hanya menggunakan kata Belanda dengan percaya diri."
"staycation nya cukup di rumah abang, dan besok pagi kelar sholat subuh langsung pulu ..",Netral,"Staycation nya cukup di rumah abang, dan besok pagi kelar sholat di pagi hari segera pulu .."
mungkin akan menjadi pengingat bagi saya sampai saya tidak tahu kapan.,Netral,Mungkin itu akan menjadi pengingat untukku sampai aku tidak tahu kapan.
"halaman 365 dari 365 unkut aku & amp; juga orang ""hebat di luar sana kami hebat, terima kasih telah bertahan sejauh ini, terima kasih telah melalui banyak hal meskipun tidak semuanya baik -baik saja terima kasih telah mencintai diri sendiri meskipun tidak sepenuhnya. mari tutup bukunya",Positif,"Halaman 365 dari 365 unkut aku &amp; apos; juga orang orang ""hebat di luar sana kami hebat, terima kasih telah bertahan sejauh ini, terima kasih telah melalui banyak hal meskipun tidak semuanya baik-baik saja terima kasih telah mencintai diri sendiri meskipun tidak sepenuhnya. mari tutup bukunya"
masih pagi uda terlalu banyak berpikir,Negatif,Masih pagi aku berpikir terlalu banyak
lol orang -orang di twitter ini membawa segala sesuatu yang berlebihan. melompat ke tenggorokan saya untuk sesuatu yang secara pribadi saya inginkan. mengapa begitu dipicu ketika saya bahkan tidak menginjak siapa pun.,Negatif,lol orang-orang di twitter ini membawa semua yang berlebihan saya melompat ke tenggorokan untuk sesuatu yang saya pribadi ingin mengapa begitu bodoh ketika saya bahkan tidak ingin pergi ke siapa pun
selamat anda memenangkan $ 100 :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo: yuk spill **** :party_popper::party_popper::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Positif,Berbahagia dan menang $ 100: tersenyum_wajah_dengan_halo:: tersenyum_wajah_dengan_halo:: tersenyum_wajah_dengan_halo:: tersenyum_wajah_dengan_halo:: bersorak_wajah_dengan_halo: yuk spill ****: party_popper::party_popper::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
"jika anda dapat memilih salah satu ikon ini, mana yang anda sukai? ⁣ ⁣ :backhand_index_pointing_right:𝘐𝘯𝘧𝘰 𝘗𝘳𝘰𝘮𝘰 𝘏𝘶𝘣: eddie toyota. :mobile_phone_with_arrow: 088211567518 pt astra international tbk tso - auto2000 sudirman menara astra",Netral,"Jika Anda dapat memilih satu ikon ini, apa favorit Anda?"
"bahkan di negara paling demokratis, masih ada diskriminasi dalam hukum untuk orang -orang lgbtq+. :pensive_face::pensive_face::pensive_face:",Negatif,"Bahkan di negara-negara yang paling demokratis, masih ada diskriminasi dalam hukum untuk orang-orang LGBT-orange."
berjalan -jalan di sekitar bks:raising_hands_light_skin_tone:,Netral,Aku akan pergi ke kamar mandi.
"akhir pekan ku nyuci, ganti sprai, cuci mobil motor cuci, shopeefood, nyapu-ngepel, jemur cucian trs sorenya healing ke beach club :see-no-evil_monkey: ingat bsok udh agustus bestie, semangat kerja yuk kumpulo cuan kita banga banga rumah:relieved_face::grinning_squinting_face: semangat:relieved_face::grinning_squinting_face: kumpulo cuan banga banga banga rumah:relieved_face::grinning_squinting_face: semangat:relieved_face::grinning_squinting_face: semangat:relieved_face::grinning_squinting_face:",Positif,"Minggu terakhir hidupku, aku akan berubah pikiran, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri, aku akan memulai bisnisku sendiri"
"parah ini secara harfiah lagi sensitif bgt, gampang nangis polllll",Negatif,Sangat sulit untuk menjadi sensitif.
ya. saya. secara harfiah. tapi saya memilih untuk tidak. tolong jangan uji saya.,Netral,"Ya, aku bilang, secara harfiah, tapi aku memilih untuk tidak melakukan apa pun."
"ini gue keknya kaga tidur mikirin nasib si aa begimana :loudly_crying_face::loudly_crying_face:, bolongg ini nasib guee begimana malem ini :loudly_crying_face::loudly_crying_face:. si aa cuma mimpi doang kan :loudly_crying_face::loudly_crying_face:",Negatif,Ini malam terakhirku tidur dalam mimpi. Aku baru saja mulai menangis.
"duduk di teras, ngopi, ngroko, muter playlist sampe habis. itu udah healing banget",Positif,"Duduk di teras, Ngopi, Ngroko, mainkan playlist sampai selesai."
tetep nekat mangkat kerjo di era gempuran penyebaian bareng ayanggg !!!,Positif,Teruslah bekerja keras di era perang Pencebaian dengan Ayanggg !!!
"saya, ketika ayah saya bertanya mengapa saya mendengarkan lagu -lagu korea, ayah baik ... anda juga mendengarkan desp4cit0 meskipun anda tidak mengerti bahasa :smiling_face_with_sunglasses:",Netral,"Aku bilang, ketika ayahku bertanya mengapa aku mendengarkan lagu Korea, ayahku baik-baik saja... dan kau juga mendengarkan desp4cit0 meskipun kau tidak mengerti bahasa:"
& lt; & lt; & lt; & lt; kalo mau dapet selalu mood swing n nyari korban buat d omel2in atau mellow sendiri .. monmaap ya mai sirkel .. emang gitu anaknya ..,Netral,"Jika kau ingin mendapatkan suasana hati , selalu berganti suasana hati dan membuat gadis kecilmu sendiri ."
"jujurly pgn nikah karena butuh org buang cerita, butuh org buang ngadepin orgtua :(",Negatif,"Sejujurnya, aku tidak ingin menikah karena aku butuh orang untuk menceritakan cerita, aku butuh orang untuk menceritakan cerita untuk mendukung orang."
"apapun yang anda dengar tentang saya, tolong percayalah, saya tidak lagi punya waktu untuk menjelaskan diri saya sendiri, anda juga dapat menambahkan beberapa jika anda ingin:clinking_glasses::black_heart: @ jakarta, indonesia",Netral,"Apa pun yang Anda dengar tentang saya, tolong percayalah saya, saya tidak punya waktu untuk menjelaskan diri saya, Anda juga bisa menambahkan beberapa jika Anda ingin:"
"katan suka ngebayangin dan pingin berbicara dalam dengan seseorang yang menurutku deket tapi mungkkin menuru dia biasa aja, kayak ngebayangin ja",Positif,"Katana seperti aku dan Pingin berbicara dengan seseorang yang menurut saya decet tapi mungkkin menuru dia biasa aja, kayak aku dan ja"
"penyembuhan, lemes",Negatif,"Penyembuhan, lemes"
"batangno pas kon tahun baru an ambek pacarme moro di crush ambek izrail, ojok enak² kon dos wedos",Negatif,"Aku tidak akan menjadi teman baik, aku akan menjadi teman baik."
ribet amat hidupnya. kurang kurangin kepo sama privasi orang yahhh :expressionless_face:,Negatif,Aku tidak yakin apa yang harus dilakukan dengan hidupku.
"memberi seratus persen cinta tapi yang saya dapatkan dari anda, nol saya pikir anda adalah orangnya, lalu anda berbalik",Negatif,"Berikan aku 100 persen cinta tapi apa yang aku dapatkan dari Anda, tidak aku pikir Anda orangnya, maka Anda berbalik"
"well, man city bahkan belum melakukan syuting",Netral,"Nah, Man City bahkan belum melakukan jahitan lagi"
butuh beberapa saat untuk mengembalikan barang -barang saya ya setelah dipinjem ama temen wkwk.,Negatif,Aku butuh beberapa saat untuk menghubungimu setelah aku melewati ini.
"tumbenan gak bisa tidur sampe jam segini, apa daahh wkwk overhinking rona kaga",Negatif,"Aku tak bisa tidur sampai aku selesai dengan ini, jadi aku berpikir berlebihan Rona kaga"
laki -laki bgt minggu depan harnus ketemu bulek q krn terakhir kmrn berantem sm dia heuuuuu dia hanya mengendalikan apa yang ingin dia kendalikan bahkan itu bukan bisnisnya:tired_face:,Negatif,Aku tidak yakin apa yang akan kulakukan minggu depan.
"udah tau ga jelas masih aja kepo, emang otak sama hati tidak sinkron.",Negatif,"Aku tahu itu belum jelas, tapi otakku tidak sinkron."
"terima kasih banyak telah diberi kesempatan untuk mengajukan pertanyaan pak, saya sangat senang bisa bertanya dan menjawab dengan sempurna oleh semoga mindblowen akan lebih baik :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_open_hands::partying_face::fire: /t.co/0nzwitrj1v",Positif,Terima kasih banyak telah diberi kesempatan untuk mengajukan pertanyaan. Saya sangat senang untuk bertanya dan menjawab dengan sempurna dengan harapan pikiran akan lebih baik: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_mata_hati:: tersenyum_wajah_dengan_buka_tangan:: berpesta_wajah:: kebakaran: /t.co/0nzwitrj1v
aquarius yg overhinking vs scorpio yg bodo amat :rolling_on_the_floor_laughing:,Negatif,Aquarius Yang berpikir berlebihan vs Scorpio Yang bodo amating: bergulir di lantai tertawa:
sebenarnya perfect pie crust recipe,Positif,Sebenarnya resep kue yang sempurna
"saya bahkan tidak dapat menemukan ""penghargaan"" di wikipedia",Negatif,"Aku bahkan tidak bisa menemukan ""penghargaan"" di Wikipedia"
