Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,backtranslated_tweet
657,Bestie lagi pada apa nih?,What's best on?,Bestie Lagi Pada apa nih?,Netral,bestie lagi pada apa nih?,"fontcolor="" # FFFF00""bestieagain fontcolor="" # FFFF00""pocalypse?"
1152,Even people here in Indonesia loves @lenirobredo 🌺,Even people here in Indonesia loves @lenirobredo 🌺,Bahkan orang -orang di sini di Indonesia mencintai @lenirobredo 🌺,Positif,even people here in indonesia loves :hibiscus:,Even people here in Indonesia love: Hibscus:
2223,Jadi overthinking grgr komen temen yg agak nyesek. Ya namanya Firasat org lain berbeda tapi ga harus lah ya ngomong kaya gitu direct ke aku. Doain aja yg terbaik bisa kan…  Yg terlihat pasti aja belum tentu akhirnya sama. jalanin sesuai kata hati dan apa yg ada didepan 😉,"So overthinking grgr comment a friend who is rather prestigious. Yes, the name of another hunch is different but it doesn't have to be talking like that, direct to me. Just pray for the best ... What looks definitely not necessarily finally the same. Live according to conscience and what is in front 😉",Jadi terlalu banyak berpikir grgr komen temen yg agak nyesek. Ya Namanya firasat org lain Berbeda tapi ga haru lah ya ngomong kaya gitu langsung ke aku. Doain Aja Yg Terbaik Bisa Kan… Yg terlihat pasti aja belum tentu akhirnya sama. Jalanin Sesuai Kata Hati Dan apa Yg Ada Didepan 😉,Negatif,jadi overthinking grgr komen temen yg agak nyesek. ya namanya firasat org lain berbeda tapi ga harus lah ya ngomong kaya gitu direct ke aku. doain aja yg terbaik bisa kan… yg terlihat pasti aja belum tentu akhirnya sama. jalanin sesuai kata hati dan apa yg ada didepan :winking_face:,"So overgiving ggr comment is kind of niseek. Yeah, it's called a hunch. Other people don't have to say it."
822,"Cerita hidupku di bikin novel aja trus tukunen, timbang kepo terus urusan privacy ku","My life story is made a novel then tukunen, weigh my kepo.","Cerita Hidupku Di Bikin Novel Aja TRUS Tukunen, Timbang Kepo Terus Urusan Privacy Ku",Negatif,"cerita hidupku di bikin novel aja trus tukunen, timbang kepo terus urusan privacy ku","The story of my life was written in novels just truns tukunen, considering my privacy issues."
656,Bestie katanya https://t.co/vWR7O6jboz,Bestie he said https://t.co/vwr7o6jboz,Bestie katananya https://t.co/vwr7o6jboz,Netral,bestie katanya,Bestie. He said.
4123,Spill dong sifat kamu yang pengen bangen diuninstall.. https://t.co/htu6eIrSXS,"Spill Dong, the nature of you who want to be banged on ... https://t.co/htu6eirsxs",Tumpah dong sifat kamu Yang Pengen Bangen Diuninstall .. https://t.co/Htu6eirsxs,Netral,spill **** sifat kamu yang pengen bangen diuninstall..,Spill your uninstalled attitude..
4598,"tp memang itzy lebih prefer sama warna warna cerah sih, dark dark gini kek gimana gtu","but it is that itzy is more prefer with bright colors, dark like this","tp memang itzy lebih lebih suka sama warga warna lisan sih, gelap gini ke gimana gtu",Negatif,"tp memang itzy lebih prefer sama warna warna cerah sih, dark dark gini kek gimana gtu","But itzy prefers bright colors, though. It's dark."
4594,Too early morning for healing. ✨ https://t.co/w3hcQZJST8,Too early morning for healing. ✨ https://t.co/w3hcqzjst8,Terlalu pagi untuk penyembuhan. ✨ https://t.co/w3hcqzjst8,Positif,too early morning for healing. :sparkles:,It's too early for healing.
1907,"I know I'll never vote for Dems/Repubes ever again. At this point, anyone whom still does is insane. Literally the definition of insanity: attempting the same failed mistakes (voting red/blue) &amp; expecting different results. https://t.co/kMhZfXADPh","I know I'll never vote for Dems/Repubes Ever again. At this point, anyone whom still does is insane. Literally the definition of insanity: Attempting the same failed mistakes (voting red/blue) & amp; Expecting Different Results. https://t.co/kmhzfxadph","Saya tahu saya tidak akan pernah memilih Dems/Repubes lagi. Pada titik ini, siapa pun yang masih melakukan gila. Secara harfiah definisi kegilaan: mencoba kesalahan yang sama gagal (memberikan suara merah/biru) & amp; mengharapkan hasil yang berbeda. https://t.co/kmhzfxadph",Negatif,"i know i'll never vote for dems/repubes ever again. at this point, anyone whom still does is insane. literally the definition of insanity: attempting the same failed mistakes (voting red/blue) &amp; expecting different results.","i know i'll never vote for dems/repubes ever again. at this point, anybody who still does is crazy. literally the definition of madness: trying the same failed mistake &amp; expecting effects."
3984,Setelah hapus no nya tenang sihh ngga kepo scroll kebawah wkwk,"After deleting the number, it's calm, it's not scrolled down",Setelah hapus no nya tenang sihh ngga kepo gulir kebawah wkwk,Positif,setelah hapus no nya tenang sihh ngga kepo scroll kebawah wkwk,"fontcolor="" # FFFF00""after hadusno fontcolor="" # FFFF00""calm fontcolor="" # FFFF00""No fontcolor="" # FFFF00""No fontcolor="" # FFFF00""scrolldownwknk"
2410,Kalo liat panda suka bingung. Mereka tuh masih masuk dalam famili ursidae (beruang) tapi kelakuannya kek bocah dan bentuk gemesin. Padahal mereka literally punya kekuatan yang bisa bunuh orang dewasa. https://t.co/MncT4m6PEi,If you see Panda like to be confused. They are still included in the family of Ursidae (bear) but their behavior is kekan and the form of furious. Even though they literally have the power that can kill adults. https://t.co/mnct4m6pei,Kalo Liat Panda Suka Bingung. Mereka tuh masih masuk dalam famili Ursidae (Beruang) tapibi Kelakuananya Kek Bocah Dan Bentuk Gemesin. PADAHAL MEREKA Secara harfiah punya KEKUatan Yang Bisa Bunuh Orang Dewasa. https://t.co/mnct4m6pei,Netral,kalo liat panda suka bingung. mereka tuh masih masuk dalam famili ursidae (beruang) tapi kelakuannya kek bocah dan bentuk gemesin. padahal mereka literally punya kekuatan yang bisa bunuh orang dewasa.,You see pandas are confused. They're still cooking in the ursidae family.
2648,Lagi nunggu update soal berita Arya saloka selingkuh sama Amanda Manopo 😅 ga penting bgt tapi kepo anjjr,I'm waiting for an update about Arya Saloka news about Amanda Manopo,Lagi NUNGGU UPDATE SOAL BERITA ARYA SALOKA SELINGUH SAMA AMANDA MANOPO 😅 GA PENTING BGT TAPI KEPO ANJJR,Negatif,lagi nunggu update soal berita arya saloka selingkuh sama amanda manopo :grinning_face_with_sweat: ga penting bgt tapi kepo anjjr,waiting for updates on arya saloka cheating as safe as manopo:grinning_face_sweat: not important bgt butpo anjger
1000,Dinotice crush 👉👈 From this                To this https://t.co/APvxR59Xx9,Dinotice Crush 👉👈 From this to this https://t.co/apvxr59xx9,Dinotice Crush 👉👈 Dari ini ke ini https://t.co/apvxr59xx9,Netral,dinotice crush :backhand_index_pointing_right::backhand_index_pointing_left: from this to this,dirty crush:backhand_index_pointing_right::backhand_index_pointing_left: from this to this
276,Ada orang healing ke puncak aja udah aneh 😂 https://t.co/pvxYQE96sP,"There are people healing to the top, it's already strange 😂 https://t.co/pvxyqe96sp",ADA ORANG PEMBERIAN KE PUNCAK AJA UDAH ANEH 😂 https://t.co/pvxyqe96sp,Negatif,ada orang healing ke puncak aja udah aneh :face_with_tears_of_joy:,There are people healing to punk already strange:
192,21stjunecountdown literally got me like a clown 🤡🤡🤡🤡#21stjunecountdown #onedirection,21stjunecountdown literally got me like a clown 🤡🤡🤡🤡 #21stjunecountdown #onedirection,21StJunecountdown benar -benar membuat saya seperti badut 🤡🤡🤡🤡 #21stjunecountdown #onedirection,Negatif,21stjunecountdown literally got me like a clown :clown_face::clown_face::clown_face::clown_face:,21stjunedown literally makes me look like a clown: clanwn_face:::clow_face::
2400,"Kalo diperlakukan dengan buruk, bakalan ada thread spall spill anu kecil lagi. https://t.co/UFlqx5IPnQ","If treated badly, there will be a small spall spall thread again. https://t.co/uflqx5ipnq","Kalo Diperlakukan Delan Buruk, BAKalan ADA BASA SPALL SPOILL ANU KECIL LAGI. https://t.co/uflqx5ipnq",Negatif,"kalo diperlakukan dengan buruk, bakalan ada thread spall spill anu kecil lagi.","fontcolor="" # FFFF00""capodidbad, fontcolor="" # FFFF00""therewillbe athreadssspanllspelllittle anut again."
3027,Merasa bersalah ama @kocom jadi overthinking 😫,Feel guilty ama @kocom so overthinking 😫,Merasa Bersalah ama @kocom jadi overhinking 😫,Negatif,merasa bersalah ama jadi overthinking :tired_face:,Feel bad about being overthi thinking: tiredface:
4314,"take a break for tonight, there is a tomorrow where you will be slaughtered by the reality of life which is full of theatrics. ( ""istirahatlah untuk malam ini, ada hari esok dimana kamu akan dibantai oleh kenyataan hidup yang penuh dengan sandiwara."" ) #katakata  #motivation","Take a break for tonight, there is a tomorrow where you will be slaughtered by the reality of life which is full of theatrics. (""Rest for tonight, there is tomorrow where you will be slaughtered by the reality of life full of plays."") #words #Motivation","Beristirahatlah untuk malam ini, ada hari esok di mana Anda akan dibantai oleh realitas kehidupan yang penuh dengan sandiwara. (""ISTIRAHATLAH UNTUK MALAM INI, ADA HARI ESOK DIMANA KAMU AKAN DIBANTAI Oleh Kenyataan Hidup Yang Penuh Gelan Sandiwara."") #katakata #motivasi",Negatif,"take a break for tonight, there is a tomorrow where you will be slaughtered by the reality of life which is full of theatrics. ( ""istirahatlah untuk malam ini, ada hari esok dimana kamu akan dibantai oleh kenyataan hidup yang penuh dengan sandiwara."" )","Rest for tonight, there's a tomorrow where you'll be slaughtered by the reality of a life filled with drama."
1975,"i wish that i have a superb january, a dazzlin' february, an anxiety free march, a peaceful april, a sensational may, and joy that keeps goin' from june to november, then round off with an upbeat december!  Happy New Year, 2021 🎆🎇","I wish that I have a Superb January, A Dazzlin 'February, Anxiety Free March, A Peaceful April, A Sensational May, and Joy That Keeps Goin' from June to November, then Round Off with An Upbeat December!  Happy New Year, 2021 🎆🎇","Saya berharap bahwa saya memiliki bulan Januari yang luar biasa, Februari Dazzlin ', sebuah pawai bebas kecemasan, bulan April yang damai, bulan Mei yang sensasional, dan kegembiraan yang terus berjalan dari Juni hingga November, kemudian dibulatkan dengan bulan Desember yang optimis!  Selamat Tahun Baru, 2021 🎆🎇",Positif,"i wish that i have a superb january, a dazzlin' february, an anxiety free march, a peaceful april, a sensational may, and joy that keeps goin' from june to november, then round off with an upbeat december! happy new year, 2021 :fireworks::sparkler:","I wish that I had a remarkable January, February dazzlin', freedom of march, april peace, maybe sensational, and joy that kept goin' from June to noverber, then round with December upbeat! Happy new year, 2021: fireworks:::sparkler:"
2799,Makan dulu bestie... Biar bisa ee https://t.co/fL6SrumZYo,Eat first bestie ... so you can ee https://t.co/fl6srumzyo,Makan Dulu Bestie ... Biar bisa ee https://t.co/fl6srumzyo,Netral,makan dulu bestie... biar bisa ee,Maybe you're the best...
1566,Healing 😌  #28122021❤️  #jogjaistimewa @ Grand Puri Water Park https://t.co/8oBGvP2d5o,Healing 😌  #28122021❤️ #jogjaist special @ grand puri water park https://t.co/8obgvp2d5o,Penyembuhan 😌  #28122021❤️ #jogjaistimewa @ grand puri water park https://t.co/8obgvp2d5o,Positif,healing :relieved_face: :red_heart: @ grand puri water park,heaving :relieved_face::red_heart:
2107,Ini gaada yg ngajak gw staycation gtu😭,This is not the one who invites me to staycation,Ini gaada yg ngajak gw staycation gtu😭,Negatif,ini gaada yg ngajak gw staycation gtu:loudly_crying_face:,This ain't no one I'm staying with:loudly_crying_face:
1174,"even though you hurt me, i still find ways to be with you","even though you hurt me, I still find ways to be with you","Meskipun Anda menyakiti saya, saya masih menemukan cara untuk bersama Anda",Positif,"even though you hurt me, i still find ways to be with you","Even if you hurt me, I still find a way to be with you."
4193,Staycation https://t.co/RKuNNpHCXa,Staycation https://t.co/rkunnphcxa,Staycation https://t.co/rkunnphcxa,Netral,staycation,staycation
2941,mau nyari support system dimana si,want to find the support system where,Sistem Dukungan Mau Nyari Dimana Si,Netral,mau nyari support system dimana si,Want niri support system where si
4427,That's true. I'm in quarantine for having covid &amp; these problems &amp; dramas are slowly taking toll on me too. I just hope we get enough awareness around the world. #ATEEZDESERVESBETTER #STOPCOPYINGATEEZ #에이티즈해적왕이지도를뺏겼어요 #JYPapologizetoATEEZ #JYP_해명해_사과해_인정 https://t.co/dn4epHHIgP,That's true. I'm in Quarantine for having Covid & amp; These problems & amp; Dramas are slowly taking toll on me too. I just hope we get enough awareness around the world. #Ateezdeservesbetter #stopcopyeez #에이티즈 해 적 를 뺏겼어 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요 요,Itu benar. Saya dalam karantina karena memiliki Covid & amp; Masalah -masalah ini & amp; Drama perlahan -lahan mengambil korban pada saya juga. Saya hanya berharap kita mendapatkan cukup kesadaran di seluruh dunia. #AteEzdeservesBetter #stopcopiyateEz #에이티즈 해 적 왕이지도 를 뺏겼어 요 요 요 요 요 요 요 요 요 요 요 요 요 사과 해 해 _ _ 인정 https://t.co/dn4ephhigp,Negatif,that's true. i'm in quarantine for having covid &amp; these problems &amp; dramas are slowly taking toll on me too. i just hope we get enough awareness around the world. #에이티즈해적왕이지도를뺏겼어요 해명해_사과해_인정,That's right. I'm in quarantine because I have a covid &amp; this problem &amp; drama slowly takes the toll on me too. I just hope we get enough consciousness around the world.
4754,"Welcome March, the 3rd month of this year. Can't hardly wait for your surprises! While outside is raining cats and dogs. 🧡 https://t.co/n2c6QkClek","Welcome March, The 3rd Month of This Year. Can't Hardly wait for your surprises! While outside is raining cats and dogs. 🧡 https://t.co/n2c6qkclek","Selamat datang Maret, bulan ke -3 tahun ini. Tidak bisa menunggu kejutan Anda! Sementara di luar hujan kucing dan anjing. 🧡 https://t.co/n2c6qkclek",Positif,"welcome march, the 3rd month of this year. can't hardly wait for your surprises! while outside is raining cats and dogs. :orange_heart:",Welcome to the 3rd month of this year. Can't wait for your surprise! while outside is raining cats and dogs.:
2575,"Kesini cuma karna ngincer sesuatu sbelum kehabisan, Karna kata mall sebelumnya stoknya tersedia di sini. I'm a go-getter, it annoys me sometimes if i still couldn't get a thing that surely I still can afford. Trus dpt lg yg lain yg lg promo.. mayan, rejeki anak baik kali ya..🙏🏻💙 https://t.co/C8QtSEFcTx","Here just because it is to do something before it runs out, because the previous mall said the stock was available here. I'm a go-getter, it annoys me somemetimes if I still could not get a that solely I still can afford. Then get another one who is promo ... Mayan, fortune of children is good ...","Kesini cuma karna ngincer sesuatu sbelum kesehisan, karna kata mal sebelumnya stoknya tersedia di Sini. Saya seorang go-getter, kadang-kadang mengganggu saya jika saya masih tidak bisa mendapatkan apa-apa yang pasti saya masih mampu. TRUS DPT LG YG LAIN YG LG PROMO .. MADA, REJEKI ANAK BAIK KALI YA..🙏🏻💙 https://t.co/c8qtsefctx",Positif,"kesini cuma karna ngincer sesuatu sbelum kehabisan, karna kata mall sebelumnya stoknya tersedia di sini. i'm a go-getter, it annoys me sometimes if i still couldn't get a thing that surely i still can afford. trus dpt lg yg lain yg lg promo.. mayan, rejeki anak baik kali ya..:folded_hands_light_skin_tone::blue_heart:","I'm just trying to trace something that hasn't worked, because the last mall said it's available here. i'ma go-getter, i'ma go-getter, it pictures me sometimes I still can't get a thing that still bunch i bunch the promo. may, restore aniked_lightskirt: blunchheart:"
1070,"Dulu tuh g trllu kepo sama skz, tau skz cma g knl smua memb nya, cm knl aussie line doang. Terus suatu hari bertepatan sm keluarny mv miroh, ak lagi bosen cari deh tu vid vid di yt, trus mv miroh muncul di beranda, trus penasaran, akhirnya ak tonton &amp; nyantol jd stay smpe skrng. https://t.co/QlYduxvdzx","In the past, I didn't go to SKZ, I knew SKZ, I didn't need it, all the aussie line. Then one day to coincide with MV Miroh, I will be bored looking for Tu Vid Vid in YT, then MV Miroh appears on the veranda, then curious, finally I will watch & amp; Nyantol JD Stay smke now. https://t.co/qlyduxvdzx","Dulu Tuh G Trllu Kepo Sama Skz, Tau Skz CMA G Knl Smua Memb Nya, CM Knl Aussie Line Doang. Terus Suatu Hari Bertepatan Sm Keluarny MV Miroh, AK Lagi Bosen Cari Deh Tu Vid Vid Di Yt, Trus MV Miroh Muncul Dianda, Trus Penasaran, Akhirnya Ak Tonton & Amp; Nyantol JD Tetap SMPE Skrng. https://t.co/qlyduxvdzx",Positif,"dulu tuh g trllu kepo sama skz, tau skz cma g knl smua memb nya, cm knl aussie line doang. terus suatu hari bertepatan sm keluarny mv miroh, ak lagi bosen cari deh tu vid vid di yt, trus mv miroh muncul di beranda, trus penasaran, akhirnya ak tonton &amp; nyantol jd stay smpe skrng.","The tub used to be, cm knl aussie line doang. And one day it coincided smunny mv outside, ak again dai, truama, trusa, finally saw mv mv mv mroh, ik again vid ned at yt, tros mvmir appear at, truasa, finally watched; &ytol mtol smp."
1762,"Hmm, I think I have to rework the way I respond to rejections. Even a little hesitation can disrupt my peace? That’s overwhelming and super unnecessary.","Hmm, I think I have to rework the way I responded to rejections. Even a little hesitation can disrupt my peace? That's Overwhelming and Super Unnecessary.","Hmm, saya pikir saya harus mengerjakan ulang cara saya menanggapi penolakan. Bahkan sedikit keraguan dapat mengganggu kedamaian saya? Itu luar biasa dan sangat tidak perlu.",Negatif,"hmm, i think i have to rework the way i respond to rejections. even a little hesitation can disrupt my peace? that's overwhelming and super unnecessary.","Well, I think I should work again the way I respond to rejection. Even a little doubt can interfere with my peace? It's extraordinary and super unnecessary."
2217,"jadi jurnal unsud ini gada layouternya, langsung ngeditnya di halaman layoutnya (bentuknya a4 si), nah terbitan pertama april kan, like literally barusan aku sm pimrednya ""mengunggah"" artikel terakhir buat edisi 1. deadline is our best friend 🤝🤝","So this Unsud Journal is the Layouter Gada, immediately edit it on the layout page (the shape is A4 si), well, the first published April, like literally just now I will ""upload"" the last article for edition 1. Deadline is Our Best Friend 🤝🤝","Jadi Jurnal Untung ini Gada Layoubernya, Langsung Ngeditnya Di Halaman Layoutnya (Bentuknya A4 Si), Nah Terbita Pertama April Kan, seperti Barusan AKU SM PIMREDYA ""BERDIONAL"" ARTIKEL TERAKHIR BARUS EDISI 1.",Positif,"jadi jurnal unsud ini gada layouternya, langsung ngeditnya di halaman layoutnya (bentuknya a4 si), nah terbitan pertama april kan, like literally barusan aku sm pimrednya ""mengunggah"" artikel terakhir buat edisi 1. deadline is our best friend :handshake::handshake:","So the unsud journal, this is the april first issue, right, like the literals I just said, ""get in the layout"" article of the 1st edition. The deadline is our best friend: handshake handshake:"
1819,how would that even work lol https://t.co/UOCBZQdIvj,how would it even work lol https://t.co/uocbzqdivj,Bagaimana itu bisa bekerja lol https://t.co/uocbzqdivj,Negatif,how would that even work lol,"How's that gonna work, Lol?"
3576,"Percaya deh,ketika dia memang lelaki yg serius dan sungguh2 berkomitmen dia akan benar2 siap menerima kelebihan dan kekurangan kita. Apapun itu kelebihan dan kekurangan kita. #IkatanCinta #KatakataBijak #Healing","Believe me, when he is a serious man and truly committed he will really be ready to accept our strengths and weaknesses. Whatever our strengths and weaknesses. #Ikatancinta #katakatabijak #healing","Percaya Deh, Ketika Dia MEMANG LELAKI YG SERIUS dan SUNGGUH2 Berkomitmen Dia Akan Benar2 SIAP Menerima Kelebihan Dan Kekurangan Kita. Apapun Itu Kelebihan Dan Kekurangan Kita. #Ikatancinta #katakatabijak #healing",Positif,"percaya deh,ketika dia memang lelaki yg serius dan sungguh2 berkomitmen dia akan benar2 siap menerima kelebihan dan kekurangan kita. apapun itu kelebihan dan kekurangan kita.","Believe me, when he's serious and committed, he'll be ready to take advantage of us and and I'll take care of us. Whatever it is, our strengths and weaknesses."
4234,"Sudah 2 hari overwhelmed dengan informasi dari luar. Bukan bikin semangat insecure iya, kata² ""lo harusnya!"" ""lo jangan gitu lah!"" ""lo gaboleh gitu"" semua katanya manipulatif supaya gue ikut saran semua orang capek beban pikir.","It's been 2 days overwhelmed with information from outside. Not making the spirit of insecure yes, the words ""You should!"" ""Don't be like that!"" ""You're not like that,"" all he said manipulatively so that I followed everyone's advice to think about thinking.","Slahah 2 Hari kewalahan dengan Informasi Dari Luar. Bukan Bikin Semangat Insecure Iya, Kata ² ""Lo Hausnya!"" ""Lo Jangan Gitu Lah!"" ""Lo Gaboleh Gitu"" Semua Katananya Manipulatif Supaya Gue Ikut Saran Semua Orang Capek Beban Pikir.",Negatif,"sudah 2 hari overwhelmed dengan informasi dari luar. bukan bikin semangat insecure iya, kata² ""lo harusnya!"" ""lo jangan gitu lah!"" ""lo gaboleh gitu"" semua katanya manipulatif supaya gue ikut saran semua orang capek beban pikir.","It's been two days overloaded from the outside. It's not an incident. Yes, the word ""lo should!"" ""Don't do it!"""
4070,"Some people have no idea how embarrassing and cringe the slogan is... only to be so proud shouting it, even at their events. It is like an admission and support for kleptocracy and corruption.  Malu apa?   Bosskurap. https://t.co/HFmDvMQO9r","Some people have no idea how embarrassing and cringe the slogan is ... only to be so proud shouting it, even at their events. It is like an admission and support for kleptocracy and corruption.  Shame what?  Bosskurap. https://t.co/hfmdvmqo9r","Beberapa orang tidak tahu betapa memalukan dan ngeri slogan itu ... hanya untuk begitu bangga meneriakkannya, bahkan di acara mereka. Ini seperti pengakuan dan dukungan untuk kleptokrasi dan korupsi.  Malu APA?  Bosskurap. https://t.co/hfmdvmqo9r",Negatif,"some people have no idea how embarrassing and cringe the slogan is... only to be so proud shouting it, even at their events. it is like an admission and support for kleptocracy and corruption. malu apa? bosskurap.","Some people don't know how embarrassing and scary the slogan is... just to be so proud of yelling it, even on their show. it's like recognition and support for kleptocracy and corruption."
4508,This is going to be a mouthwatering season involving Liverpool and ManCity. Will it be down to which club more at a disadvantage due to World Cup?  #LIVMCI #CommunityShield,This is going to be a mouthwatering season involving Liverpool and Mancity. Will it be down to which club more at a disadvantage due to world cup? #Livmci #communityshield,Ini akan menjadi musim yang menggiurkan yang melibatkan Liverpool dan Mansity. Apakah akan lebih dari klub mana yang kurang menguntungkan karena Piala Dunia? #Livmci #CommunityShield,Netral,this is going to be a mouthwatering season involving liverpool and mancity. will it be down to which club more at a disadvantage due to world cup?,It's gonna be mouthwatering season involving liverpool and mancity. Where's the less profitable club for the World Cup?
4757,"Well I am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster....and tomorrow I hope I get a good news","Well I am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster .... and tomorrow i hope i get a good news","Baik saya bersyukur ""masih"" hidup dan masih di jalur untuk studi saya bahkan begitu banyak hambatan dan drama seperti mengendarai rollercoaster .... dan besok saya berharap saya mendapat kabar baik",Positif,"well i am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster....and tomorrow i hope i get a good news","Well I'm grateful because ""still"" lives and is still on track for my studies even so many obstacles and dramas like riding rollercoasters.... and tomorrow I hope I get good news"
2412,"kalo ngomongin kebaikan mereka, mereka lebih baik dr apapun. dah gatau lg kalo ga ada mereka taun ini udah ambyarr💔 thankyouuu bestie(s), yall the beeeesttt in 2021❤️❤️ @paulineyyyyyy @pearldallass https://t.co/ffLx7zaqnK","If you talk about their kindness, they are better than anything. I don't know if there aren't any years, this is already ambyarr💔 Thanksyouuuuuuu (s), yall the beeeesttt in 2021❤️❤️ @paulineyyyyyyyyyyyyyyyyyyyyyyyyyyyy","Kalo Ngomongin Kebaancan Mereka, Mereka Lebih Baik Dr Apapun. DAH GATAU LG KALO GA ADA MEREKA TAUN INI UDAH AMBYARR💔 Terima kasih bestie (s), kalian beeeesttt pada 2021❤️❤️ @Paulineyyyyyy @pearldallass https://t.co/fflx7zaqnk",Positif,"kalo ngomongin kebaikan mereka, mereka lebih baik dr apapun. dah gatau lg kalo ga ada mereka taun ini udah ambyarr:broken_heart: thankyouuu bestie(s), yall the beeeesttt in 2021:red_heart::red_heart:","If you talk about their virtues, they're better than anything else. Or else if they don't know it's already broken_heart: than youu bestie Allahu), yall the beeeestt in 2021:red_heart: red_heart:"
3487,pagi bestie 🥰,Morning Bestie 🥰,Bestie Pagi 🥰,Positif,pagi bestie :smiling_face_with_hearts:,Morning bestie:smiling_face_with_hearts:
3963,"Sering banget menertawakan pikiran sendiri , memarahi pikiran sendiri.  Kurang lebih yaa seperti orang gila sii marah², ketawa² sendiri, tapi yaaa menurut ku healing dari keruwetan pikiran salah satunya ya itu . Asiik banget dapet berbincang dengan diri sendiri itu. #Recap2021","Very often laughing at your own mind, scolding your own mind. More or less like a crazy person sii angry, laughing alone, but yeah according to me healing from the complexity of the mind one of them. Asiik really can talk with yourself. #Recap2021","Sering Banget Menertawakan Pikiran Sendiri, Memarahi Pikiran Sendiri. Kurang Lebih Yaa Seperti Orang Gila Sii Marah², Ketawa ² Sendiri, Tapi Yaaa Menuru Ku Penyembuhan Dari Keruwetan Pikiran Salah Satunya Ya Itu. ASIIK BANGET DAPET BERBINCANG DENGAN Diri Sendiri Itu. #Recap2021",Positif,"sering banget menertawakan pikiran sendiri , memarahi pikiran sendiri. kurang lebih yaa seperti orang gila sii marah², ketawa² sendiri, tapi yaaa menurut ku healing dari keruwetan pikiran salah satunya ya itu . asiik banget dapet berbincang dengan diri sendiri itu.","Many times laugh at their own thoughts, scolding the mind of artari. I say more like a madwoman, laughter sensiri, shit yaaa take care of me. Healing from my mind yau."
3134,My other personality just now blocked my very first crush from mid school like lol bye bitch 👋🏻,My other personality just now blocked my very first crush from mid school like lol bitch 👋🏻,Kepribadian saya yang lain baru saja memblokir naksir pertama saya dari sekolah tengah seperti lol bye jalang 👋🏻,Negatif,my other personality just now blocked my very first crush from mid school like lol bye **** :waving_hand_light_skin_tone:,My other personality is now blocked I very first had a crush from mid-school like lol ****:waving_hand_light_skin_tone:
4026,Sik ujan padahal rumah bestie ku dkt dri rumah ku😃,SIK UJAN even though my bestie house is from my house,Sik Ujan padahal rumah bestie ku dkt dri rumah ku😃,Netral,sik ujan padahal rumah bestie ku dkt dri rumah ku:grinning_face_with_big_eyes:,My bestie home is from my house:grinning_face_with_big_eyes:
3040,Mikirin&gt;overthinking&gt;ga tidur~,Thinking & gt; overthinking & gt; don't sleep ~,Mikirin & gt; overhinking & gt; ga tidur ~,Negatif,mikirin&gt;overthinking&gt;ga tidur~,Mikrin&gt;over thinking&gt;ga sleep~
379,"Although I prefer PSG or Madrid to win Champions League, I can see there’s silver lining if City ended up winning this elusive trophy: Pep will feel content, and hopefully complete his mission there.The guy is bloody genius. Not good for us 😅 @ManUtd","Altogh I prefer PSG or Madrid to Win Champions League, I can see there's silver lining if city ended up winning this elusive trophy: Pep Will Feel Content, and Hopeful Complete His Mission There.The is Bloody Genius. Not good for us 😅 @manutd","Meskipun saya lebih suka PSG atau Madrid untuk memenangkan Liga Champions, saya dapat melihat ada lapisan perak jika City akhirnya memenangkan trofi yang sulit dipahami ini: Pep akan merasa puas, dan mudah -mudahan menyelesaikan misinya di sana. Orang itu jenius berdarah. Tidak baik untuk kita 😅 @manutd",Positif,"although i prefer psg or madrid to win champions league, i can see there's silver lining if city ended up winning this elusive trophy: pep will feel content, and hopefully complete his mission there.the guy is bloody genius. not good for us :grinning_face_with_sweat:","Although I prefer psg or madrid to win the league of champions, I can see there's a silver lining if the city finally wins this elusive trophy: the pep will feel content, and hopefully complete its mission there."
3057,Mo nanges gue beli ginian. For me it's pricey but for some people is quite affordable. Actually I can afford it but I have to save my fucking money first just to buy this perfume.  Untungnya buy 1 get 1 free jadi ngga terlalu nyesek deh yaak. https://t.co/nxUHFcm4gd,Mo Nanges I bought this. For me it's pricey but for some people is quite affordable. Actually I can afford it but I have to save my fucking money first just to buy this perfume.  Luckily Buy 1 Get 1 Free so it's not too sorry. https://t.co/nxuhfcm4gd,Mo nanges gue beli ginian. Bagi saya itu mahal tetapi bagi sebagian orang cukup terjangkau. Sebenarnya saya mampu membelinya tetapi saya harus menghemat uang saya terlebih dahulu hanya untuk membeli parfum ini.  Untungnya membeli 1 dapatkan 1 jadi gratis ngga terlalu nyesek deh yaak. https://t.co/nxuhfcm4gd,Negatif,mo nanges gue beli ginian. for me it's pricey but for some people is quite affordable. actually i can afford it but i have to save my **** money first just to buy this perfume. untungnya buy 1 get 1 free jadi ngga terlalu nyesek deh yaak.,It's expensive for me. But for some people it's quite affordable. Actually I can buy it but I have to save some money for my **** first time only to buy this perfume.
3461,P Need bestie,P Need Bestie,P Butuh bestie,Netral,p need bestie,p needs a bestie
