emoji_en,label,backtranslated_tweet
healing,Netral,healing
"sf wd kim/kong vs chen/jia will be interesting, toa who is the most blaring :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: already watching the match try using a headset, beehhh how come it isn't ... all around you ala cinema, yeah :face_with_tears_of_joy::face_with_tears_of_joy:",Positif,"sf wd kim/kong vs chen/jia will be exciting, who&#39;s loudspeaker will scream the most :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: I&#39;ve watched the match, tried using a headset, beehhh why doesn&#39;t it work.. the surroundings are like a cinema :face_with_tears_of_joy::face_with_tears_of_joy:"
time and place (overthinking) we invite :see-no-evil_monkey::see-no-evil_monkey:,Negatif,time and place (overthinking) we invite :see-no-evil_monkey::see-no-evil_monkey:
"not all can accept our statements, not all can't accept our statements. but from here we have to learn open minded, receive everything from a different perspective. and think broadly.",Positif,"not everyone can accept our statement, not everyone can not accept our statement. but from here we must learn to be open-minded, accept everything from a different perspective. and think broadly."
yak still santuy,Netral,yeah still relaxed
my support system .. pabos who is willing to accompany the bons of the streets until the middle of night even though tired bin is sleepy ... :face_with_tears_of_joy: special @ zero jogjakarta malioboro,Positif,my support system..pabos who is willing to accompany Bon on the streets until midnight even though he is tired and sleepy.. :face_with_tears_of_joy: special @zero jogjakarta malioboro
"tonight feels sad, even though i don't think anything",Negatif,"tonight feels sad, even though i don&#39;t think about anything"
how to stop being overthinking?,Negatif,how to stop overthinking?
"this chart depicts a not-good situation all around the world, if many people can't afford their food then the next situation are riots, crime and rallys",Negatif,"This graph shows the bad situation all over the world, if many people can&#39;t afford to buy food then the next situation will be riots, crime and demonstrations."
"really relate, already overthinking from now on, already calculated the total number that will enter the account on may 25.",Negatif,"really related, been overthinking it since now, already calculated the total that went into the account on May 25th."
"current situation with twinnies, baby blues have subsided. kmrn2 pas burnout :breast-feeding_light_skin_tone: mas, you want to go to busan first or not :person_light_skin_tone: it's okay :breast-feeding_light_skin_tone: mama, i want to go to ln first, you can ga:woman_with_headscarf_light_skin_tone: heeh, take care of your child first. that's it ... :grinning_face_with_sweat::smiling_face_with_tear: wkwk",Negatif,"current situation with twins, baby blues has subsided. yesterday when I was burnt out :breast-feeding_light_skin_tone: bro, do you want to go to busan first? :person_light_skin_tone: it&#39;s okay :breast-feeding_light_skin_tone: mom, I want to go abroad first, is that okay? :woman_with_headscarf_light_skin_tone: heeh, take care of the kids first. Okay... :grinning_face_with_sweat::smiling_face_with_tear: wkwk"
so what kind of man should i believe? my father?? ah .. he had broken my heart first! :rolling_on_the_floor_laughing:,Negatif,"So, what kind of man should I trust? My father?? Ah.. he broke my heart first! :rolling_on_the_floor_laughing:"
place urang ot (overthinking n overtime) during the little time the campus **** was closed :loudly_crying_face:,Negatif,place for urang ot (overthinking and overworking) during short time **** campus is closed :loudly_crying_face:
"why this people people kepo high level? goks, until brightness cellphone and laptop i am still ajeeee ...",Negatif,"why are these people so curious about his level? Ouch, even the brightness of my cellphone and laptop is still the same..."
"usually, also called open minded. wqwqwq :face_with_tears_of_joy::rolling_on_the_floor_laughing:",Netral,"usually, also called open-minded. wqwqwq :face_with_tears_of_joy::rolling_on_the_floor_laughing:"
"really feel now in the phase i don't have the event time 2-3 hours to watch for a while for a while, my series doesn't finish 3 days. looks like my activities are not finished. when i was no life no job no love, i just did it? i should have fun with movies and books.",Negatif,"really feel now in a phase where there is no 2-3 hour event to watch for a while, my series is not finished for 3 days. it seems like my activities are not finished. when I have no life, no job, no love, I just go through it? I should have fun with movies and books."
"it's really easy to have stomach acid, lack of recovery, stress a little rest, especially overthinking also recurrent :)",Negatif,"It&#39;s very easy to get stomach acid, it doesn&#39;t recover well, stress, little rest, especially overthinking also recurs :)"
"i just love how he care about me, even a little things matter, which is tired of work all day lsg ilang tired",Positif,"I really like him who cares about me, even small things are important, the important thing is that after working all day, the tiredness goes away immediately"
want narcissistic for a moment,Netral,want to be narcissistic for a moment
"overslept because tired is really good, because i immediately sleep without having to think about things that make us overthinking",Positif,"Oversleeping because you&#39;re tired is really nice, because you go straight to sleep without having to think about things that make you overthink"
ga sleep: overthinking :cross_mark: ga sleep: fear of darker/failed again :check_mark_button:,Negatif,can&#39;t sleep: think too much :cross_mark: can&#39;t sleep: afraid of the dark/fail again :check_mark_button:
"something when i'm speaking indonesian and i don't know a word, i just use the dutch word with confidence. pretty good success ratio, better than even odds tbh.",Positif,"something when i speak indonesian and i dont know a word i just use dutch word with confidence. success ratio is pretty good, honestly better than even chance."
"the staycation is enough at abang's house, and tomorrow morning the dawn prayer will go straight home ..",Netral,"Just staycation at my brother&#39;s house is enough, tomorrow morning I&#39;ll pray Subuh and go straight home."
probably going to be a reminder for me till i don't know when.,Netral,maybe it will be a reminder for me until I don&#39;t know when.
"page 365 of 365 for me & amp; also a ""great person out there we are great, thanks for sticking around this far, thank you for going through a lot of things even though not all of them are okay thanks you for loving yourself even though it's not completely. let's close the book",Positif,"page 365 of 365 for me &amp; also &quot;great people out there, we are great, thank you for surviving this far, thank you for going through a lot even though not everything is okay, thank you for loving yourself even though not completely. let&#39;s close this book"
still morning uda overthinking,Negatif,It&#39;s still morning and I&#39;m already thinking about a lot of things
lol these people on twitter takes everything way overboard. jumping on my throat for something personally wish for. why so triggered when i'm not even stepping on anyone.,Negatif,lol people on twitter are overreacting to everything. Stepping on my neck for something I personally want. why get so worked up when I didn&#39;t even step on anyone.
congrats you won $ 100 :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:,Positif,congratulations you won $100 :smiling_face_with_halo::smiling_face_with_halo::smiling_face_with_halo:
"if you could choose one of these iconic , which one do you prefer? ⁣ ⁣ :backhand_index_pointing_right:𝘐𝘯𝘧𝘰 𝘗𝘳𝘰𝘮𝘰 𝘏𝘶𝘣: eddie toyota. :mobile_phone_with_arrow: 088211567518 pt astra international tbk tso - auto2000 sudirman menara astra",Netral,"If you could choose one of these icons, which one would you like? ⁣ ⁣ :backhand_index_pointing_right:𝘐𝘯𝘧𝘰 𝘗𝘳𝘰𝘮𝘰 𝘏𝘶𝘣: eddie toyota. :mobile_phone_with_arrow: 088211567518 pt astra international tbk tso - auto2000 sudirman menara astra"
"even in the most democratic country, there is still discrimination in law for lgbtq+ people. :pensive_face::pensive_face::pensive_face:",Negatif,"even in the most democratic countries, there is still legal discrimination against lgbtq+ people. :pensive_face::pensive_face::pensive_face:"
strolling around bks:raising_hands_light_skin_tone:,Netral,walking around bks:raising_hands_light_skin_tone:
"my weekend washing, changing sprai, motorbike washing car, shopeefood, sweeping, druming washing and in the afternoon healing to the beach club",Positif,"On the weekend I wash, change the sheets, wash the motorbike, do some food shopping, sweep, wash the drum and in the afternoon I go to the beach club for healing."
"this bad is literally again very sensitive, easy to cry polllll",Negatif,"this is bad literally again very sensitive, easy to cry pollllll"
yeah. me. literally. but im choose not to. please do the me.,Netral,Yes. I do. Literally. But I choose not to. Please do as I do.
"this is myself, i sleep, thinking about the fate of the aa, as you can, please , this is my fate as soon as i am the aa just dream",Negatif,"this is me, i&#39;m sleeping, thinking about my fate, like you can, please, this is my fate as soon as i become aa just a dream"
"sitting on the terrace, coffee, ngroko, muter playlist until it runs out. it's really healing",Positif,"sitting on the terrace, drinking coffee, drinking, playing the playlist until the end. really healthy"
still desperate to raise kerjo in the era of healing onslaught with ayanggg !!!,Positif,still determined to go to work in the era of healing attacks together with ayanggg!!!
"me, when my dad asks why i listen to korean songs, well dad ... you also listen to desp4cit0 even though you don't understand the language :smiling_face_with_sunglasses:",Netral,"me, when my father asked me why I listen to Korean songs, yes dad... dad also listens to desp4cit0 even though dad doesn&#39;t understand the language :smiling_face_with_sunglasses:"
& lt; & lt; & lt; & lt; if you want to get the mood swing and look for the victim to make your own or mellow .. monmaap yes mai circle ... it's like that child ..,Netral,"&amp; lt; &amp; lt; &amp; lt; &amp; lt; if you want to get a mood swing and find a victim to make yourself or mellow.. sorry, let&#39;s circle.. that&#39;s how little kids are.."
"honestly, pgn is married because you need a person for a story, you need a person to make a parent :(",Negatif,"honestly, you want to get married because you need someone for a story, you need someone to be a parent :("
"whatever you hear about me please believe it, i no longer have time to explain myself, you can also add some if you want:clinking_glasses::black_heart: @ jakarta, indonesia",Netral,"whatever you hear about me, believe me, i don&#39;t have time to explain myself anymore, you can also add it if you want:clinking_glasses::black_heart: @ jakarta, indonesia"
"sometimes i like to imagine and want deep talk with someone who in my opinion is close but maybe according to him just ordinary, like just imagining already already make me feel better let alone a real incident",Positif,"Sometimes I like to imagine and want to talk deeply with someone who I think is close but maybe he thinks it&#39;s just ordinary, like just imagining it makes me feel better, let alone a real event."
"healing, lemes",Negatif,"healing, weak"
"bayangno pas kon new year an ambek your girlfriend moro in crush ambek izrail, ojok is delicious kon dos wedos",Negatif,"Imagine when your girlfriend is having a crush on Izrail during New Year&#39;s Eve, it&#39;s a good idea to have a crush on him, okay?"
very complicated life. reduce kepo with people's privacy yahh :expressionless_face:,Negatif,life is very complicated. Be less nosy about other people&#39;s privacy :expressionless_face:
"gave a hundred percent love but all i got from you, zero i thought you were the one, then you turn around",Negatif,"gave one hundred percent love but all I got was you, zero I thought you were the one, then you turned around"
"well, man city even not made any shoot",Netral,"Well, Man City didn&#39;t even have a shot"
toook a little while to get my stuff back yahah after borrowed with friends.,Negatif,It took a while to get my stuff back after borrowing it from a friend.
"tumbenan can't sleep until this hour, what do you know overthinking too",Negatif,"tumbenan can&#39;t sleep until this hour, you know overthinking too"
"i'm so lazy next week to meet the bulek q because the last time you fight, heuuuuu she's just controlling what she wants to control even that not her businesses:tired_face:",Negatif,"I&#39;m really too lazy next week to meet the bastard Q because the last time you two fought, heuuuuu he just managed what he wanted to manage even though it wasn&#39;t his business :tired_face:"
"already know it's not clear it's still just kepo, the brain is the same as the heart is not synchronous.",Negatif,"I don&#39;t know clearly, I&#39;m still confused, my brain and heart are not in sync."
"thank you very much for being given the opportunity to ask a question sir, i am very happy to be able to ask and answer perfectly by hopefully mindblowen will be even better :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_open_hands::partying_face::fire: /t.co/0nzwitrj1v",Positif,"Thank you very much for giving me the opportunity to ask questions, sir, I am very happy to be able to ask and answer perfectly, hopefully mindblowen will be even better :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_open_hands::party_face::fire: /t.co/0nzwitrj1v"
aquarius yg overthinking vs scorpio that is very bodo :rolling_on_the_floor_laughing:,Negatif,aquarius who overthinks vs scorpio who doesn&#39;t care :rolling_on_the_floor_laughing:
actually perfect pie crust recipe,Positif,actually the perfect pie crust recipe
"i can't even find ""honurs"" in his wikipedia",Negatif,I can&#39;t even find &quot;honours&quot; on wikipedia
"this is it, last day of 2021, last sunset of 2021, last cloudy day of 2021, last friday of 2021, thanks the year of 2021, good bye the year of 2021. enjoy the last day of 2021 world, see you around on the next year, see you on the other side, **** bless .. !!!",Positif,"here it is, the last day of 2021, the last sunset of 2021, the last cloudy day of 2021, the last friday of 2021, thank you 2021, goodbye 2021. enjoy the last day of the world in 2021, see you next year, see you on the other side, **** bless..!!!"
special spot babyj ... :face_with_hand_over_mouth: @ harris kelapa gading,Netral,special spot babyj... :face_with_hand_over_mouth: @ harris kelapa gading
overthinking bae dah as,Negatif,thinking too much bae dah as
"clapping surely something cause droplets to happed. 7:37 am sat, february 27, 2021",Netral,"applause there must be something that causes the drops to occur. 07:37 saturday, february 27, 2021"
"the moon is very bright tonight. but sometimes the one who sees it, his heart is not as bright as tonight. happy overthinking fun !!",Negatif,"the moon is very bright tonight. but sometimes people who see it, their hearts are not as bright as tonight. have fun while thinking too much!!"
"when you've already told your friend that her crush is not a good person, but she keeps falling in love all over again and end up being hurt again.",Negatif,"when you&#39;ve told your best friend that your crush isn&#39;t a good person, but she falls in love again and ends up getting hurt again."
"clingy really, i'm hungry",Negatif,"so sticky, i&#39;m hungry"
"screenshot the mediation app you use for your anxiety, i'm curious what is most used",Netral,"screenshot of the mediation app you use to deal with your anxiety, I&#39;m curious what the most used one is"
narcissistic really hahaha listen to already - ardhito pramono (cover) by karina trisha on,Netral,very narcissistic hahaha listen to it already - ardhito pramono (cover) by karina trisha on
morning walk ... the brother and dede are very happy to be invited to walk. @ aston sentul lake resort & amp; conference center,Positif,morning walk... my little brother and dede really enjoyed being taken for a walk. @aston sentul lake resort &amp; conference center
"well, okay he's stranger vit .. maybe you must be healing your self, take a rest and get some happiness. okay, i will do that.",Positif,"Okay, okay he&#39;s a stranger vit.. maybe you&#39;re healing yourself, take a break and get happy. Okay, I&#39;ll do it."
"actually not just a principle, but how we let go",Netral,"It&#39;s not really just a principle, but how we let go of it"
we've won doubles even before the season start :face_holding_back_tears:,Positif,we&#39;ve won the double before the season even started :face_holding_back_tears:
how do i get rid of overthinking and it's not clear :slightly_smiling_face:,Negatif,how to get rid of excess and unclear thoughts :slightly_smiling_face:
especially before here again there is a problem of sm mas crush who is broken up with a bad,Negatif,"especially before here, there was a problem with a crush who broke up with someone who was ugly"
bang fiersa just overwhelmed especially we who are overthinking every day are made!? !!?,Negatif,"Bro, Fiersa is just moved, especially since we are the ones who overthink every day!? !!?"
2021 still overthinking just huft,Negatif,"2021 still thinking too much, huft"
"ga fomo's life tutorial, sis",Netral,tutorial on living without fomo sis
have you ever missed someone so much that even the thought of them made you burst into tears?,Negatif,Have you ever missed someone so much that just thinking about them makes you cry?
"""part of healing is to face the trauma you have endured.""",Netral,“part of healing is facing the trauma you&#39;ve experienced.”
"when you are asked, please help complete non -asn data collection, but you are not included in the criteria. so remember the era of scripts is asked, please edit the video of a friend's trial, if it is still upside down. it's a bit tingle, but it's bestie, but i will join",Negatif,"when asked to help complete the non-ASN data collection, but you do not meet the criteria. so remember when you were writing your thesis, you were asked to help edit a friend&#39;s trial video, if it was still upside down. it&#39;s a bit funny, but okay bestie, but I&#39;ll join in"
so exclusive people to know big secret people are not as exclusive ... honestly the burden knows .. :face_with_crossed-out_eyes:,Negatif,so exclusive people know the big secret of non exclusive people... honestly the burden is knowing.. :face_with_crossed-out_eyes:
"people are getting here more and more like fomo, if there is a kpop concert. idk why ... so the more barbaric with the mouth and the atitudes, the more uncomfortable.",Negatif,"More and more people here are like Fomo, when there&#39;s a K-Pop concert. I don&#39;t understand why... the more barbaric his mouth and attitude, the more uncomfortable he becomes."
"i am always advised by people who have been married for a long time, and not far away. the point is if you want to get married, don't rush. okay man till now i never think about getting married. i enjoy my **** life, even something its miserable and joy in the same time",Negatif,"I am always advised by people who have been married for a long time, and those who have not been married for a long time. The point is, if you want to get married, don&#39;t rush. OK, friends, until now I have never thought about getting married. I enjoy my life, even though sometimes it is miserable and happy at the same time"
mood swing iki ra understands grandma i'm busy po.,Negatif,"This mood swing is understandable, my grandmother is busy, bro."
"bro u need to chill a lil bit more, there always be something that you can take in order to make you even better. be grateful.",Positif,"Dude, you need to calm down first. There must be something you can do to make yourself better. Be grateful."
"for a long time beutt didn't watch semi thriller drama. right at the head of the title, so i download it. only in ep 8, aka my middle, i doubted what to continue. actually in my opinion a little bit horror, let alone involve anti -social psychiatric problems and so on",Negatif,"It&#39;s been a long time since I watched a semi-thriller drama. right at the beginning of the title, so I downloaded it. Only at ep 8, aka the middle, I&#39;m confused about what to do next. Actually, I think it&#39;s a bit scary, especially since there are people who are involved in anti-social mental problems and so on"
"various superior products and entertainment will enliven , 05-06/05/05/2022, at the alumni association of sma negeri 1 (mg) will hold a typical purworejo gift shopping tour, in an event titled product shopping (beduk) purworejo.",Netral,"Various superior products and entertainment will enliven, 05-06/05/05/2022, at the Alumni Association of State Senior High School 1 (MG) will hold a shopping tour of Purworejo souvenirs, in an event entitled Purworejo Product Shopping (Beduk)."
"lempetie, breaking the fast is still an hour.",Negatif,"lempetie, breaking the fast is still an hour away."
how do you overcome mood swing? gaenak really. so like to get angry,Negatif,How do you deal with mood swings? really not good. so I like to get angry
for the future it will be more closed about whatever it is later,Netral,"in the future, we will be more secretive about anything later"
the best healing when ppkm is sleeping if you don't watch a movie,Positif,The best cure during ppkm is to sleep if you don&#39;t watch a film
responsibility is not only about knowledge but also to provide a proper environment that we can leave as a legacy to the next generation. pipi point of life @ kaliuda gallery,Positif,responsibility is not only about science but also providing a decent environment that we can leave as a legacy for the next generation. pipi point of life @ kaliuda gallery
"it's really true, don't go to something. today i am sorry for successfully knowing what the original fluxcup face is like :relieved_face:",Negatif,"that&#39;s right, don&#39;t go to anything. today i apologize for finding out what the real face of fluxcup looks like :relieved_face:"
just sleep. tired of overthinking,Negatif,just sleep. tired of thinking about many things
honestly ??,Netral,To be honest ??
jungle dreams which is your favorite photo? 1 or 2,Netral,forest dream which photo is your favorite? 1 or 2
"it turned out to be true, many people were kepo but many people who like",Negatif,"It turns out it&#39;s true that many people are curious about it, but there are also many people who like it"
"finally, after years of inferiority, south jakarta can claim that they've matched whatever bali is throwing at them in the world of burgers. this is as good as they said, but it's not better than the jakel's finance",Positif,"finally after years of inferiority, south jakarta can claim to have matched anything bali has to offer in the burger world. its as good as they say, but not better than jakels finances"
"jkt people don't give up, it's jammed to dozens of hours from the peak, instead of healing, it's dizzy, uyuhan :woman_facepalming:",Negatif,"Jkt people don&#39;t give up, stuck in traffic for dozens of hours from the peak, instead of getting better you get dizzy, wow :woman_facepalming:"
"now i'm lazy to pick up the phone .. if the director who is a new phone call does not pick up :squinting_face_with_tongue: it's important, wa ... i'm still lazy to work .. so whatever",Negatif,"now I&#39;m too lazy to pick up the phone...if the new director doesn&#39;t pick up the phone :squinting_face_with_tongue: this is important, wow...still too lazy to work...so it&#39;s up to you"
"actually im cryin a loud when u asking me ""are u okay?"" the sadness is you never know it.",Negatif,I actually cried so hard when you asked me &quot;are you okay?&quot; the sadness is that you never know.
"the best self healing is bendino nyekel duet, loss ita. ra enek seng ngelarohi.",Positif,"The best self-healing is the duet Bendino Nyekel, Loss Ita. I don&#39;t feel like bothering you."
"wherever i am, eat food as good as any healing food, yes, the rice fields are wrapped using brown paper",Netral,"wherever I am, eat the best food, healing food, yes rice fields wrapped in brown paper"
"why is it so heavy, literally 3 years the plot twist isn't finished, really tired",Negatif,"why is it so hard, it&#39;s been 3 years and the plot twist isn&#39;t finished yet, it&#39;s so tiring"
"after seeing keanu with erica deeptalk, oh my gosh, it turns out that the keanu is adult, really",Netral,"After seeing Keanu with Erica deeptalk, oh my gosh, it turns out Keanu has grown up, really."
u give so much pain even on this last day i feel at my torst,Negatif,you gave me so much pain even on my last day i felt so tortured
"soon we'll be 30 years old, our songs have been sold we've traveled around the world and we're still roaming soon we'll be 30 years old once, i was 7 years old :upside-down_face:",Netral,"soon we will be 30 years old, our songs have sold well, we have traveled around the world and we are still wandering soon we will be 30 years old, at that time I was 7 years old :upside-down_face:"
"of all the overthinking that you think of whether it's about work, choices or life. the worst scenario is only in your own mind, right? and of all that you are doing, all happens? because when we overthingking, we are busy creating negative scenarios.",Netral,"from all the overthinking you do, whether it’s about work, choices, or life. The worst case scenario is only in your own mind, right? And from everything you do, everything just happens? Because when we overthink, we are busy creating negative scenarios."
anjg there are narcissistic officials bangsad wkwkwkwkkw,Negatif,"there are narcissistic officials, my people, hahahahahahaha"
"tips so that you don't get stressed? this body weight has lost a lot because of ""overthinking muluu :loudly_crying_face::pleading_face:",Negatif,tips to not be stressed? this weight loss is due to &quot;overthinking all the time :loudly_crying_face::pleading_face:
and nothing lasts foreverfor all good days it's truei'd rather tred it all somehow saving youit must have been the seasonthat've threw us out of lineonce i stood so tallnow i'm searching for a signvictim by avenged sevenfoldtts. /66ch7ngqyr,Netral,and nothing lasts forever for all the good days it&#39;s true i&#39;d rather live it all a certain way to save you it must have been the season that got rid of us i&#39;m standing tall now i&#39;m looking for signs of avenged sevenfold tts victims. /66ch7ngqyr
someone likes to high school other people's lives ask what? :thinking_face: ..,Netral,someone likes high school life someone else asks what? :thinking_face: ..
i don't like the phrase 'yauda whatever you are'!,Negatif,I don&#39;t like the phrase &#39;it&#39;s okay who you are&#39;!
"i want to sleep, pliss don't overthinking or nightmare",Negatif,"I want to sleep, please don&#39;t think too much or have nightmares"
"h-2 eid holiday, can go home gasik. healing mode on: netfix until the call to prayer. thanks indihome now i can be satisfied with netfix at home, the bill is one per month. anti -complicated anyway.",Positif,"H-2 before Eid holiday, can go home immediately. Healing mode on: netfix until adzan. Luckily Indihome can now enjoy using netfix at home, the bill is one per month. It&#39;s hassle-free."
"i really clingy indeed, easy to miss. i don't miss bt like that, i miss the one who understands what he is. miss who only miss and can wait then if the person appears i stay ""huaaa kangennn !!!"" so.",Netral,"I&#39;m really clingy, I get homesick easily. I don&#39;t miss bt like that, I miss people who understand what he is. Missing the only thing I miss and can keep waiting for the person to show up and I just go &quot;huaaa miss you!!!&quot; like that."
"accompany he's healing people .. patience can get it, the pain is really getting",Negatif,"accompany him to heal people.. patience can get him, the pain is really getting worse"
"humbling, humming, and tanging suddenly let alone when quiet while crying is a very deep healing and an extraordinary meeting is very much to ****.",Positif,"humbling, humming, and touching suddenly especially when silent while crying is a very deep healing and an extraordinary meeting is very meaningful to ****."
**** tham all derty people thay stink like trump never forget what he dd to america and around the world vote for a better america vote democratic all the way,Negatif,"**** they are all bad people, they smell like trump, never forget what he did to america and the world, vote for a better america, vote democrat all the way"
wherever you go whatever you do i will be right here waiting for you whatever it takes or how my heart breaks i will be right here waiting for you,Positif,"Wherever you go, whatever you do, I will still be here waiting for you, whatever happens or how broken my heart is, I will still be here waiting for you"
my favorite wrestling theme song (a thread) by far the best theme i've ever heard his current theme song is not bad consider that he is from scotland so they put someone scottish touch on it. but i prefer this one. no double.,Positif,"My favorite wrestling theme song (a thread) is by far the best theme song I&#39;ve ever heard. His current theme song isn&#39;t bad, considering he&#39;s from Scotland so they put a Scottish twist on it. But I like this one better. Nothing doubles."
"there is something new on youtube channel uciesucita curious right cusss kepo, in the full video yahh on youtube @ malang",Netral,"There&#39;s something new on the Uciesucita YouTube channel. Are you curious? Come on, check out the full video on YouTube @malang"
give whatever i have left to give,Netral,give me whatever is left to give
"this morning's story and one message, do whatever make us happy without harming others and do it in a good and right way. #..... @ lamongan",Positif,"this morning&#39;s story and one message, do what makes us happy without harming others and do it in a good and right way. #..... @lamongan"
"me: preparing for gathering. wishing us all have good time, surrounded by good people and blessed in every step we take. you: staring at my pic while i am in shirtless. sharing is caring by the way ~",Positif,"me: getting ready for the get together. may we all have fun, be surrounded by good people and be blessed in every step we take. you: staring at my picture when I&#39;m shirtless. sharing is caring~"
"usually i'm not too interested and don't really like watching series because it is a long time and there are many episodes. but when trying to watch on really exciting it turns out! in fact, it's really the same as the next episode. watch guys!",Positif,"usually I&#39;m not really interested and don&#39;t really like watching serials because the duration is long and there are many episodes. but when I tried watching it, it turned out to be really fun! it turned out to be the same the next episode. just watch it guys!"
really right ... if a girl already goes to the roots of the info it will be able to :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,Positif,that&#39;s right...if a girl has entered the roots of the information she will be able to :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
"don't have any pulses hey, so that i am bored to try to find a way how to contact you. i will pour it here and in the book, and welcome. no one is my twitter",Negatif,"no credit hey, so i got bored trying to figure out how to contact you. i&#39;ll put it here and in the book, and welcome. no one on my twitter"
"want narcissistic but just keep it here. thanks for not sleeping all day. spending 3 packs of cigarettes, 1 liter 3 bottles of mineral water, and 3 cups of coffee for this project edit. fortunately still alive:black_heart::black_heart::black_heart:",Positif,"want to be narcissistic but just keep it here. thank you for not sleeping all day. spent 3 packs of cigarettes, 1 liter 3 bottles of mineral water, and 3 cups of coffee to edit this project. luckily still alive:black_heart::black_heart::black_heart:"
"i don't understand where the flow of life is going, i used to have a planning but now i just follow the flow of tired.",Negatif,"I don&#39;t understand where the flow of life is going, before I had a plan, now I just follow the flow of tiredness."
literally play all day with this child. report to the best .. how about you?,Netral,literally playing all day with this kid. report to the best.. how about you?
remove all your fatigue and fatigue with comfortable and pleasant staycation. determine your purpose now,Netral,Get rid of all your tiredness and fatigue with a comfortable and enjoyable staycation. Determine your destination right now
"listen to the world of tricks by kak yura yuniverse, the umpteenth time for me to be sad because i don't have someone to trust into that deep connection. yes, i just have myself for all the flavors that happen. dealing with anxiety and hurt for me it's really hard to believe in other people",Negatif,"listen to the world of deceit kak yura yuniverse, the umpteenth time I&#39;m sad because there&#39;s no one I can trust to get into that deep relationship. yes, I only have myself for all the feelings that happen. dealing with anxiety and pain for me, it&#39;s very difficult to trust others"
already 4-0 stay sabarrr bestie,Positif,"It&#39;s already 4-0, be patient, friend"
i even forgot who was i was. :disappointed_face:,Negatif,I even forgot who I am. :disappointed_face:
happy b'day yes say .. all the best 4 you .. :partying_face::birthday_cake: thx u 4 tonite. :growing_heart: @ come-xia,Positif,happy birthday ya say.. all the best for you.. :partying_face::birthday_cake: thank you tonight. :growing_heart: @ come-xia
"aaaa from last friday to sunday now i'm still busy with my college assignments. and even the new year seems to be filled with activities doing college assignments, and next week it seems i'm still busy doing the assignment. aaaa i lagged a lot about :loudly_crying_face:",Negatif,"Aaaa from last Friday until Sunday I was still busy doing college assignments. and the new year seems to be filled with activities doing college assignments, and next week it seems like we will still be busy doing assignments. aaaa I&#39;m lagging a lot :loudly_crying_face:"
see ya around,Netral,see you around here
kenapeee siiii on salty is very the same start-up wakakakakakak,Negatif,why do you think salty is the same as a start-up lol
coming soon !! :star-struck:,Netral,coming soon!! :star-struck:
midnight healing,Netral,Midnight Healing
"aca: the only one a friend who knows inside and out, as well as possible and as bad as me, and accept whatever i'll be.",Positif,"aca: the only friend who understands me inside out, the best and the worst of me, and accepts me for who I am."
both of u actually feed us,Netral,you two really fed us
"so, you're kepo .. !!",Negatif,"So, you&#39;re nosy..!!"
the denial who always comes in front of prestige rather than heart contents :see-no-evil_monkey::speak-no-evil_monkey:,Negatif,the denier who always prioritizes prestige over what&#39;s in his heart :see-no-evil_monkey::speak-no-evil_monkey:
"of all the present words, bebcu, fixed no debate, no play play, etc., i'm not getting crazy to hear ""honestly"" please please ... hold it!",Negatif,"Of all the words out there, bebcu, fixed no debate, no play play, etc., I won&#39;t go crazy hearing &quot;honestly&quot; please please... hold on a minute!"
"inviting an old person staycation because all this time, just take care of my 4 nephews who are stubborn. happy see their faces happy: d",Positif,took my parents on a staycation because so far I&#39;ve only taken care of my 4 naughty nephews. I love seeing their happy faces :D
"kepo in our youtube channel, gaezzz ... a lot of exciting content ... funny and inspiring here ... don't forget to subscribe huh ...",Positif,"Be curious about our YouTube channel, guys... lots of exciting, funny and inspiring content here... don&#39;t forget to subscribe..."
"congratulations on entering the months of healing, chaotic romance, pile of problems, hurt, revenge for the next 3 months ... bakasatt",Negatif,"Welcome to the month of healing, chaotic love, piles of problems, heartache, grudges for the next 3 months... bakasatt"
aaaakh rarely really deep talk. once deep talk makes the stomach uncomfortable asoy. tengs my forever boyfrienemy:pleading_face:,Positif,aaaakh it&#39;s so rare to have a deep chat. once we have a deep chat my stomach feels uncomfortable too. tengs my forever boyfrienemy:pleading_face:
"bitter facts about legal profession out there, been there done that for a while but i got some mental attack from that experience.",Negatif,"the harsh truth about the legal profession out there, been through it for a while but i got a mental attack from the experience."
overthinking clock,Negatif,overthinking hours
"i deep talking, i understand but even if you don't want to say it ..",Negatif,"I&#39;m talking deeply, I understand but even if you don&#39;t want to say it.."
"at 8:00 a.m. ask the news, confide in the crush invited invented but still in singing, sure gayakin. wkwk run boy run ... !!!",Negatif,"at 8.00 in the morning, ask about the news, confide in your crush, ask him to compose it, but still sing it, it&#39;s definitely stylish. Wow, run, boy, run...!!!"
