Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,txten,backtranslated_tweet,texten,ratio_baku_campuran
1417,"gue gendong si aka yg baru 2 tahun di swab PCR, GATEGA PISAN! ngamuk mewek dll, bukan bermaksud menyalahan siapapun ya, tp please lah patuhi prokes,  masih banyak lho org nu cuek gapake masker, santuy aja gitu momotoran.","I carry the aka who has only been 2 years in the PCR swab, Gatega Pisan! rampaging, etc., not intending to be defeated by anyone, but please obey prokes,  There are still many people, you know, you ignore the mask, just like that, momotan.","Gue Gendong Si alias yg baru 2 tahun di swab pcr, gatega pisan! Ngamuk Mewek Dll, Bukan Bermaksud Menyalahan Siapapun Ya, TP Tolong Lah Patuhi Prokes,  Masih Banyak Lho Org Nu Cuek Gapake Masker, Santuy Aja Gitu Momotoran.",Negatif,"gue gendong si aka yg baru 2 tahun di swab pcr, gatega pisan! ngamuk mewek dll, bukan bermaksud menyalahan siapapun ya, tp please lah patuhi prokes, masih banyak lho org nu cuek gapake masker, santuy aja gitu momotoran.","I'm holding my little one who's only 2 years old for a PCR swab, I'm so excited! throwing tantrums, etc., I don't mean to blame anyone, but please obey the health protocols, there are still a lot of ignorant people who don't wear masks, just relax and ride.","Aku menggendong si kecil yang baru berusia 2 tahun untuk diswab PCR, semangat sekali! ngamuk dll, saya tidak bermaksud menyalahkan siapapun, tapi tolong patuhi protokol kesehatan, masih banyak orang jahil yang tidak memakai masker, santai saja berkendara.",,0.8648648648648649
424,Antara care sm kepo emang beda tipis 😂,Between Care SM Kepo is really slightly different 😂,Antara Care SM Kepo Emang Beda Tipis 😂,Negatif,antara care sm kepo emang beda tipis :face_with_tears_of_joy:,There's a slight difference between caring and being curious :face_with_tears_of_joy:,Ada sedikit perbedaan antara peduli dan penasaran :face_with_tears_of_joy:,,0.875
2329,"Jujurly, aku blm siap menghadapi tahun baru tanpa kamu","Honestly, I'm not ready to face the new year without you","Jujurly, AKU BLM SIAP MENGADAPI TAHUN BARU TANPA KAMU",Negatif,"jujurly, aku blm siap menghadapi tahun baru tanpa kamu","Honestly, I'm not ready to face the new year without you","Sejujurnya, aku belum siap menghadapi tahun baru tanpamu",,1.0
2815,Makin prefer untuk interact sama orang orang tertentu aja https://t.co/XusMCnyM6S,The more prefer to interact with certain people https://t.co/xusmcnym6s,MAKIN Lebih Suka Interaksi Sama Orang Orang Tertentu Aja https://t.co/xusmcnym6s,Netral,makin prefer untuk interact sama orang orang tertentu aja,increasingly prefer to interact with certain people only,semakin memilih untuk berinteraksi dengan orang-orang tertentu saja,,0.875
2017,I’d like to join any cult where everyone believes whatever armazing says online,I'm like to join any cult where everyone believes whatever armazing says online,Saya ingin bergabung dengan sekte mana pun di mana semua orang percaya apa pun yang dikatakan Armazing online,Netral,i'd like to join any cult where everyone believes whatever armazing says online,i'd like to join any cult where everyone believes whatever armazing says online,Saya ingin bergabung dengan sekte mana pun yang semua orang percaya apa pun yang dikatakan orang-orang bersenjata secara online,,0.8947368421052632
3513,"Partytenget, Seminyak, dan Canggu. sudah macet.   Nature is healing.","Partytengget, Seminyak, and Canggu. It's jammed.  Nature is healing.","Partytenget, Seminyak, Dan Canggu. Maket Suda.  Alam adalah penyembuhan.",Positif,"partytenget, seminyak, dan canggu. sudah macet. nature is healing.","partytenget, seminyak, and canggu. it's stuck. nature is healing.","partytenget, seminyak, dan canggu. itu macet. alam menyembuhkan.",,0.875
3547,"Pengen nge filter followers deh, yg aneh, yg akun fake, yg bikin overthinking, terutama yg ga penting. Tp capek jg ternyata milihin satu2..","I want to filter followers, the strange thing, the fake account, which makes overthinking, especially those that are not important. But I'm tired of choosing one ...","Pengikut filter Pengen Nge Deh, yg aneh, yg akun palsu, bikin yg berlebihan, terutama yg ga berpaling. Tp capek jg ternyata milihin Satu2 ..",Negatif,"pengen nge filter followers deh, yg aneh, yg akun fake, yg bikin overthinking, terutama yg ga penting. tp capek jg ternyata milihin satu2..","I want to filter followers, the weird ones, the fake accounts, the ones that make you overthink, especially the ones that aren't important. but it turns out I'm tired of choosing one..","Saya mau memfilter follower, yang aneh-aneh, akun palsu, yang bikin overthinking, apalagi yang nggak penting. tapi ternyata aku bosan memilih salah satu..",,0.8636363636363636
2454,Kasihlah sesama manusia even itu musuh mu sendiri -dr Tirta  “GUA MIMPI KETEMU MALAIKAT!!!” - Dr TIRTA https://t.co/r9KWiAqGNV lewat @YouTube,"Love fellow human event is your own enemy -dr tirta  ""I dream of meeting angel !!!"" - Dr. Tirta https://t.co/r9kwiaqgnv via @youtube",KASIHLAH SESAMA MANUSIA Bahkan Itu Musuh mu Sendiri -dr tirta  “Gua Mimpi KetuMu Malaikat !!!” - Dr Tirta https://t.co/r9kwiaqnv lewat @youtube,Positif,kasihlah sesama manusia even itu musuh mu sendiri -dr tirta “gua mimpi ketemu malaikat!!!” - dr tirta lewat,"Love your fellow human beings even if they are your own enemies -Dr Tirta ""I dreamed I met an angel!!!"" - Dr Tirta passed by","Sayangi sesama manusia meskipun mereka musuhmu sendiri -Dr Tirta ""Aku bermimpi bertemu bidadari!!!"" - Dr Tirta lewat",,0.8235294117647058
3495,Pagi2 dah baca komen netizen toxic hadu uda paling bener tuh emng ga kepo dahlah haha,"Early in the morning I read the comments of netizens toxic hadu, the most correct isn't that haha",Pagi2 dah baca komen netizen toxic haDu uda paling bener tuh emng ga kepo dahlah haha,Negatif,pagi2 dah baca komen netizen toxic hadu uda paling bener tuh emng ga kepo dahlah haha,"This morning I read the comments from netizen Toxic Hadu, it's really true, I'm not curious, haha","Tadi pagi aku baca komentar netizen Toxic Hadu, bener banget gak penasaran haha",,0.6153846153846154
2292,"Jisoo dan Suzy memang Dior banget sik. Dua orang ini yang tampilannya paripurna. Serasa dua bestie lagi ulang tahun, undang teman-teman terdekat yang sadar dandanannya ngga boleh lebih glam dari si empunya hajat","Jisoo and Suzy are really dior. These two people look complete. It feels like two bestie is another birthday, invite the closest friends who are aware of their makeup may not be more glam from the owner","Jisoo Dan Suzy Memang Dior Banget Sik. Dua Orang Orang Ini Yang Tampilannya Paripurnna. Serasa dua bestie lagi ulang tahun, undang teman-teman terekat yang sadar Dandananya ngga boleh lebih glam dari si empunya haji",Positif,"jisoo dan suzy memang dior banget sik. dua orang ini yang tampilannya paripurna. serasa dua bestie lagi ulang tahun, undang teman-teman terdekat yang sadar dandanannya ngga boleh lebih glam dari si empunya hajat","Jisoo and Suzy are really dior. These two people look perfect. It feels like two besties are having a birthday, invite your closest friends who are aware that their outfits can't be more glam than the owner of the party","Jisoo dan Suzy memang dior banget. Kedua orang ini terlihat sempurna. Serasa dua sahabat sedang berulang tahun, ajaklah sahabat terdekatmu yang sadar kalau busananya tak kalah glamor dari sang pemilik pesta.",,0.9032258064516129
1353,Girl crush aura intensifies https://t.co/kzraw7sCXq,Girl Crush Aura Intensifies https://t.co/kzraw7scxq,Girl Crush Aura mengintensifkan https://t.co/kzraw7scxq,Netral,girl crush aura intensifies,girl crush aura intensifies,aura girl crush semakin menguat,,1.0
4348,"Tell us about yourself  1. Rumi/Nun 2. Single and Available 😂 3. Dancing On My Own (Calum Scott version) 4. 1329 5. Tinder 6. A U 7. PT Mencari Cinta Sejati 😂 8. Indonesia 9. 0 10. 0 11. Overthinking  12. 2012 13. Teaching 14. 170  Drop an emoji, I’ll send you the question.","Tell us about yourself  1. Rumi/Nun 2. Single and Available 😂 3. Dancing on My Own (Calum Scott Version) 4. 1329 5. Tinder 6. a u 7. PT looking for true love 😂 8. Indonesia 9. 0 10. 0 11. Overthinking 12. 2012 13. Teaching 14. 170  Drop An Emoji, I'll Send You the Question.","Ceritakan tentang diri Anda  1. Rumi/Biarawati 2. lajang dan tersedia 😂 3. Menari sendiri (versi Calum Scott) 4. 1329 5. Tinder 6. A u 7. Pt Mensari Cinta Sejati 😂 8. Indonesia 9. 0 10. 0 11. Berpikir berlebihan 12. 2012 13. Mengajar 14. 170  Jatuhkan emoji, saya akan mengirimkan pertanyaan kepada Anda.",Netral,"tell us about yourself 1. rumi/nun 2. single and available :face_with_tears_of_joy: 3. dancing on my own (calum scott version) 4. 1329 5. tinder 6. a u 7. pt mencari cinta sejati :face_with_tears_of_joy: 8. indonesia 9. 0 10. 0 11. overthinking 12. 2012 13. teaching 14. 170 drop an emoji, i'll send you the question.","tell us about yourself 1. rumi/nun 2. single and available :face_with_tears_of_joy: 3. dancing on my own (calum scott version) 4. 1329 5. tinder 6. a u 7. pt looking for true love :face_with_tears_of_joy: 8. indonesia 9 0 10. 0 11. overthinking 12. 2012 13. teaching 14. 170 drop an emoji, i'll send you the question.","ceritakan tentang dirimu 1. rumi/nun 2. single dan tersedia :face_with_tears_of_joy: 3. dancing on my own (calum scott version) 4. 1329 5. tinder 6. a u 7. pt mencari cinta sejati :face_with_tears_of_joy: 8. indonesia 9 0 10. 0 11. terlalu banyak berpikir 12. 2012 13. mengajar 14. 170 jatuhkan emoji, saya akan kirimkan pertanyaannya.",,0.5094339622641509
1044,"Down se down, downnya orang down, butuh support system 😌 alig alig 😭","Down Se Down, Down People Down, Need Support System 😌 Alig Alig 😭","Turun Se Down, Downnya Burit, Sistem Dukungan Butuh 😌 Alig alig 😭",Negatif,"down se down, downnya orang down, butuh support system :relieved_face: alig alig :loudly_crying_face:","down as down, down people are down, need a support system :relieved_face: alig alig :loudly_crying_face:","down as down, down orang down, butuh support system :relieved_face: alig alig :loudly_crying_face:",,0.6923076923076923
4483,"There is a phase in life where you feel like you’re stuck. Watching everyone moving &amp; achieving many things. While you’re moving in a circle.  But tust me, the path is actually spiral. You’ve already climbed many steps. You are just seeing it at the wrong angle. Keep on going.","There is a phase in life where you feel like you're stuck. Watching Everyone Moving & amp; Achieving Many Things. While you're moving in a circle.  But tust me, the path is actually spiral. You've Already Climbed Many Steps. You are just seeing it at the wrong angle. Keep on going.","Ada fase dalam kehidupan di mana Anda merasa macet. Menonton semua orang pindah & amp; mencapai banyak hal. Saat Anda bergerak dalam lingkaran.  Tapi tust saya, jalannya sebenarnya spiral. Anda sudah mendaki banyak langkah. Anda hanya melihatnya di sudut yang salah. Lanjutkan.",Positif,"there is a phase in life where you feel like you're stuck. watching everyone moving &amp; achieving many things. while you're moving in a circle. but tust me, the path is actually spiral. you've already climbed many steps. you are just seeing it at the wrong angle. keep on going.","there is a phase in life where you feel like you're stuck. watching everyone moving &amp; achieving many things. while you're moving in a circle. but tut me, the path is actually a spiral. you've already climbed many steps. you are just seeing it at the wrong angle. keep on going.","ada fase dalam hidup di mana Anda merasa seperti terjebak. menyaksikan semua orang bergerak &amp; mencapai banyak hal. saat Anda bergerak dalam lingkaran. tapi tut me, jalannya sebenarnya spiral. kamu sudah menaiki banyak anak tangga. Anda hanya melihatnya dari sudut yang salah. terus berjalan.",,0.9772727272727273
4278,Support system of my life ❤️ https://t.co/hokRYsDcVD,Support System of My Life ❤️ https://t.co/hokrysdcvd,Sistem Dukungan dalam Hidup Saya ❤️ https://t.co/hokrysdcvd,Positif,support system of my life :red_heart:,support system of my life :red_heart:,sistem pendukung hidupku :red_heart:,,0.75
2985,"Memang basic ku ndeso, while diajak sg rodo2 manner kota yo kaku2 ngisinke gimana gitu, ya maaf tapi sudah bawaan.","Indeed my basic is Ndeso, while invited to sg rodo2 manner city yo rigid2 how to ngisinke like that, yes sorry but already innate.","Memang dasar ku ndeso, sedangkan diaajak sg rodo2 cara Kota yo kaku2 ngisinke gimana gitu, ya maaf tapi slahah bawaan.",Negatif,"memang basic ku ndeso, while diajak sg rodo2 manner kota yo kaku2 ngisinke gimana gitu, ya maaf tapi sudah bawaan.","Indeed, my basics are from the village, while I'm invited to follow the city manners, I'm stiff about how to do things like that, I'm sorry but that's innate.","Memang dasar saya dari desa, sedangkan saya diajak mengikuti tata krama kota, saya kaku bagaimana melakukan hal seperti itu, maaf tapi itu bawaan.",,1.0
984,Diajakin ke puncak bulan depan..tppp masalah nyaaa bestie gw kan udh pada pindah storeee Jdii ya gw gaikut lahhhh gw MLS bgt berbaur lgi SMA org baru 🥹😭😭😭,"I was invited to the top of the next month ... but the problem was my bestie, I was already moving to the store, yes, I was gaikut, I was really mlooming, so I got a new person",DIAJAKIN KE PUNCAK Bulan DEPAN..TPPP MASALAH NYAAA BESTIE GW KAN UDH PAINDAH STOREEE JDII YA GW GAIKUT LAHHHH GW MLS BGT BERBAUR LGI Sma org Baru 🥹😭😭😭,Negatif,diajakin ke puncak bulan depan..tppp masalah nyaaa bestie gw kan udh pada pindah storeee jdii ya gw gaikut lahhhh gw mls bgt berbaur lgi sma org baru :face_holding_back_tears::loudly_crying_face::loudly_crying_face::loudly_crying_face:,"I'll be invited to the top next month... but the problem is, my bestie has already moved stores, so I won't join in, I'm really happy to mingle with new people at high school :face_holding_back_tears::loudly_crying_face::loudly_crying_face::loudly_crying_face:","Bulan depan aku akan diundang ke puncak.. tapi masalahnya, sahabatku sudah pindah toko, jadi aku tidak akan bergabung, aku senang sekali bisa bergaul dengan orang baru di SMA :face_holding_back_tears:: wajah_menangis_keras::wajah_menangis_keras::wajah_menangis_keras:",,0.9
1798,Hopefully this is the first and last #accident.  Thank you to those who helped in the process of healing and healing my wounds.  The point is that under no circumstances should we panic.  But must move quickly in a process of handling and rescue.  * A tear on one of my fingers. https://t.co/fcyZNy2xXg,Hopeful this is the first and last #accident.  Thank you to those who helped in the process of healing and healing my wounds. The point is that under no circumstances should we panic. But must move Quickly in a Process of Handling and Rescue.  * A tear on one of my fingers. https://t.co/fcyzny2xxg,Semoga ini adalah #Accident pertama dan terakhir.  Terima kasih kepada mereka yang membantu dalam proses penyembuhan dan penyembuhan luka saya. Intinya adalah bahwa dalam keadaan apa pun kita tidak panik. Tetapi harus bergerak cepat dalam proses penanganan dan penyelamatan.  * Air mata di salah satu jari saya. https://t.co/fcyzny2xxg,Positif,hopefully this is the first and last . thank you to those who helped in the process of healing and healing my wounds. the point is that under no circumstances should we panic. but must move quickly in a process of handling and rescue. * a tear on one of my fingers.,hopefully this is the first and last. thank you to those who helped in the process of healing and healing my wounds. the point is that under no circumstances should we panic. but must move quickly in a process of handling and rescue. * a tear on one of my fingers.,semoga ini yang pertama dan terakhir. terima kasih kepada pihak-pihak yang telah membantu dalam proses kesembuhan dan kesembuhan luka saya. intinya dalam keadaan apa pun kita tidak boleh panik. namun harus bergerak cepat dalam proses penanganan dan penyelamatan. * sobekan di salah satu jariku.,,0.9545454545454546
31,"""i will make nuclear bomb""""we have bright future!"" LIKE LITERALLY BRIGHT, AND LOUD, AND DEADLY. https://t.co/DZ5WKG9KNo","""I will make nuclear bomb"" ""We Have Bright Future!"" Like literally bright, and loud, and deadly. https://t.co/dz5wkg9kno","""Aku akan membuat bom nuklir"" ""Kami memiliki masa depan yang cerah!"" Suka benar -benar cerah, dan keras, dan mematikan. https://t.co/dz5wkg9kno",Negatif,"""i will make nuclear bomb""""we have bright future!"" like literally bright, and loud, and deadly.","""i will make a nuclear bomb"" ""we have a bright future!"" like literally bright, and loud, and deadly.","""saya akan membuat bom nuklir"" ""kita mempunyai masa depan yang cerah!"" seperti benar-benar cerah, dan keras, dan mematikan.",,0.9444444444444444
3916,"Self healing versi aku, motoran sendiri, ngomong sendiri, nyanyi-nyanyi, berenti ngopi, jalan lagi, muter-muter kota, berenti terus makan.   Versi kalian ?","Self Healing my version, motorbike itself, talking alone, singing, stopping coffee, walking again, turning around the city, stopping continuing to eat.  Your version?","Penyembuhan Mandiri Versi Aku, Motoran Sendiri, Ngomong Sendiri, Nyany-Nnyanyi, Berenti Ngopi, Jalan Lagi, Muter-Muter Kota, Berenti Terus Makan.  Versi Kalian?",Positif,"self healing versi aku, motoran sendiri, ngomong sendiri, nyanyi-nyanyi, berenti ngopi, jalan lagi, muter-muter kota, berenti terus makan. versi kalian ?","My version of self-healing, riding my own bike, talking to myself, singing, stopping drinking coffee, walking again, going around town, stopping and eating. your version?","Self healing versiku, naik sepeda sendiri, ngobrol sendiri, nyanyi, berhenti ngopi, jalan-jalan lagi, keliling kota, mampir dan makan. versimu?",,0.8421052631578947
1547,He's not wrong actually https://t.co/aPTiCqWCtf,He's not wrong wrong https://t.co/apticqwctf,Dia tidak salah sebenarnya https://t.co/apticqwctf,Netral,he's not wrong actually,he's not actually wrong,dia sebenarnya tidak salah,,1.0
50,"""We are all alone, trapped in these bodies and our own minds, and whatever company we have in this life is only fleeting and superficial."" -Jennifer Niven","""We are all alone, trapped in these bodies and our own minds, and whatever company we have in this life is only fleeting and superficial."" -Jennifer Niven","""Kita sendirian, terjebak dalam tubuh -tubuh ini dan pikiran kita sendiri, dan perusahaan apa pun yang kita miliki dalam hidup ini hanya cepat dan dangkal."" -Jennifer niven",Negatif,"""we are all alone, trapped in these bodies and our own minds, and whatever company we have in this life is only fleeting and superficial."" -jennifer niven","""we are all alone, trapped in these bodies and our own minds, and whatever company we have in this life is only fleeting and superficial."" - Jennifer Niven","""Kita sendirian, terjebak dalam tubuh dan pikiran kita sendiri, dan teman apa pun yang kita miliki dalam hidup ini hanyalah sekilas dan dangkal."" -Jennifer Niven",,0.92
3423,Overthinking karena Parable gak nyampe-nyampe wuy,Overthinking because Parable doesn't reach Wuy,Parable Karena yang berlebihan Gak Nyampe-Nyampe Wuy,Negatif,overthinking karena parable gak nyampe-nyampe wuy,"overthinking because the parable doesn't arrive, wow","overthinking karena perumpamaannya tidak sampai, wah",,0.8333333333333334
3883,Selamat ulang tahun tartaruga si warlok santuy sunmori x ngojek x logistic 🥳🥳🥳🥳 @tartagaliard https://t.co/HZmi1hsevK,Happy Birthday Tartaruga Si Warlok Santuy Sunmori X Ngojek X Logistics 🥳🥳🥳🥳 @tartagaliard https://t.co/hzmi1hsevk,Selamat ulang tahun tartaruga si si warlok santuy sunmori x ngojek x logistik 🥳🥳🥳🥳 @tartagaliard https://t.co/hzmi1hsevk,Positif,selamat ulang tahun tartaruga si warlok santuy sunmori x ngojek x logistic :partying_face::partying_face::partying_face::partying_face:,happy birthday tartaruga the warlok santuy sunmori x motorbike taxi x logistics :partying_face::partying_face::partying_face::partying_face:,selamat ulang tahun tartaruga sang warlok santuy sunmori x ojek x logistik :party_face::party_face::party_face::party_face:,,0.6153846153846154
1133,"Even if there is no one, I'm listening 😭😭😭😭   Sayang namuuuuuu😭😭😭😭💜","Even if there is no one, I'm listening 😭😭cture  Dear Namuuuuuu collection","Bahkan jika tidak ada siapa pun, saya mendengarkan 😭😭😭😭  Sayang namuuuuuu😭😭😭😭💜",Positif,"even if there is no one, i'm listening :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: sayang namuuuuuu:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::purple_heart:","even if there is no one, i'm listening :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: baby namuuuuuu:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::purple_heart:","bahkan jika tidak ada seorang pun, aku mendengarkan :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face: baby namuuuuuu:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::purple_heart:",,0.8181818181818182
299,Agak Fomo ae sih ... https://t.co/SVuZUJM7Ew,A little fomo ae anyway ... https://t.co/svuzujm7ew,Agak fomo ae sih ... https://t.co/svuzujm7ew,Negatif,agak fomo ae sih ...,It's a bit of a fomo...,Ini sedikit fomo...,,0.6666666666666666
4480,"The worst feeling is not when you don't know what bad events that leads you on your upcoming story, but the worst feeling is when you know for sure something really bad is coming, yet you can't hide from it or even at least avoid it.","The word feeling is not when you don't know what bad events that leads you are on your upcoming story, but the word feeling is when you know for surre something really bad is coming, yet you can hide from it or even at least at least Avoid it.","Perasaan terburuk bukanlah ketika Anda tidak tahu peristiwa buruk apa yang menuntun Anda pada cerita Anda yang akan datang, tetapi perasaan terburuk adalah ketika Anda tahu pasti sesuatu yang benar -benar buruk akan datang, namun Anda tidak bisa bersembunyi darinya atau bahkan setidaknya Hindari itu.",Negatif,"the worst feeling is not when you don't know what bad events that leads you on your upcoming story, but the worst feeling is when you know for sure something really bad is coming, yet you can't hide from it or even at least avoid it.","the worst feeling is not when you don't know what bad events that lead you to your upcoming story, but the worst feeling is when you know for sure something really bad is coming, yet you can't hide from it or even at least avoid it.","Perasaan terburuk bukanlah ketika kamu tidak tahu kejadian buruk apa yang membawamu pada ceritamu yang akan datang, tapi perasaan terburuk adalah ketika kamu tahu pasti sesuatu yang sangat buruk akan datang, namun kamu tidak bisa bersembunyi darinya atau setidaknya menghindarinya.",,1.0
1136,even in public when i see a nice father i almost start balling my eyes out🥺,even in public when I see a nice father i almost start balling my eyes out🥺,"Bahkan di depan umum ketika saya melihat ayah yang baik, saya hampir mulai membalut mata saya",Positif,even in public when i see a nice father i almost start balling my eyes out:pleading_face:,even in public when i see a nice father i almost start balling my eyes out:pleading_face:,bahkan di depan umum ketika aku melihat ayah yang baik aku hampir menutup mataku: wajah_memohon:,,0.9333333333333333
3763,Sakit nggak sih..!?  Disaat kita nemuin healing untuk diri sendiri  But to jadi permasalahan orang lain.,Isn't it sick ..!? When we find healing for ourselves But to be the problem of others.,Sakit nggak Sih ..!? Disaat Kita Nemuin Penyembuhan untuk Diri Sendiri Tetapi untuk Jadi Permasalanahan Orang Lain.,Negatif,sakit nggak sih..!? disaat kita nemuin healing untuk diri sendiri but to jadi permasalahan orang lain.,doesn't it hurt...!? when we find healing for ourselves but it becomes someone else's problem.,tidakkah itu sakit...!? ketika kita menemukan kesembuhan bagi diri kita sendiri namun menjadi masalah orang lain.,,1.0
2016,i’d like to disappear for a while.,I'm like to disappear for a while.,Saya ingin menghilang untuk sementara waktu.,Negatif,i'd like to disappear for a while.,i'd like to disappear for a while.,aku ingin menghilang sebentar.,,1.0
2141,"International judge Okto Surely of Indonesia inspects a cat during a cat show in Banda Aceh on February 28, 2021.  #catlovers #catlover #afpphoto https://t.co/X4qQYtjCqi","International Judge Okto Surely of Indonesia Inspects a Cat During a Cat Show in Banda Aceh on February 28, 2021.  #catlovers #catlover #afpphoto https://t.co/x4qqytjcqi",Hakim Internasional OKTO Tentunya dari Indonesia memeriksa kucing selama pertunjukan kucing di Banda Aceh pada 28 Februari 2021.  #catlovers #catlover #afpphoto https://t.co/x4qqytjcqi,Netral,"international judge okto surely of indonesia inspects a cat during a cat show in banda aceh on february 28, 2021.","international judge okto surely of indonesia inspects a cat during a cat show in banda aceh on february 28, 2021.",hakim internasional okto pasti dari indonesia memeriksa seekor kucing saat pertunjukan kucing di banda aceh pada 28 Februari 2021.,,0.7894736842105263
1942,i remember that night. when i have a brighter smile. watching rewind 2020 while do some journalling (or we can call it scrapbook etc) while reading our convo.  2020 is such a happy year.,i remember that night. When I have a Brighter Smile. Watching Rewind 2020 While Do Some Journaling (or we can call it scrapbook etc) while reading our convo.  2020 is such a happy year.,Saya ingat malam itu. Saat saya memiliki senyum yang lebih cerah. Menonton Rewind 2020 saat melakukan beberapa jurnal (atau kita bisa menyebutnya Scrapbook dll) saat membaca obrolan kita.  2020 adalah tahun yang bahagia.,Positif,i remember that night. when i have a brighter smile. watching rewind 2020 while do some journalling (or we can call it scrapbook etc) while reading our convo. 2020 is such a happy year.,i remember that night. when i have a brighter smile. watching rewind 2020 while doing some journalling (or we can call it scrapbook etc) while reading our convo. 2020 is such a happy year.,aku ingat malam itu. ketika aku mempunyai senyuman yang lebih cerah. menonton rewind 2020 sambil membuat jurnal (atau bisa disebut scrapbook dll) sambil membaca obrolan kami. Tahun 2020 adalah tahun yang membahagiakan.,,0.90625
2076,"Impressive! Maybe later AI can also do more things like early prediction of illness, stress, or even mental disorders? https://t.co/E0eBLn4Wol","Impressive! Maybe Later Ai Can Also Do More Things Like Early Prediction of Illness, Stress, or Even Mental Disorders? https://t.co/e0ebln4wol","Menakjubkan! Mungkin kemudian AI juga dapat melakukan lebih banyak hal seperti prediksi awal penyakit, stres, atau bahkan gangguan mental? https://t.co/e0ebln4wol",Positif,"impressive! maybe later ai can also do more things like early prediction of illness, stress, or even mental disorders?","impressive! maybe later AI can also do more things like early prediction of illness, stress, or even mental disorders?","menakjubkan! mungkinkah nantinya AI juga bisa melakukan lebih banyak hal seperti prediksi awal penyakit, stres, atau bahkan gangguan mental?",,1.0
3080,Morning bestie ✨ https://t.co/HaEak7y8Ma,Morning Bestie ✨ https://t.co/haeak7y8ma,Bestie pagi ✨ https://t.co/haeak7y8ma,Netral,morning bestie :sparkles:,morning bestie :sparkles:,sahabat pagi :berkilau:,,1.0
300,Ah gilak bangun jam segini :(( auto overthinking ampe pagi :((,Ah crazy wake up at this time: ((Auto Overthinking Ampe Morning: ((,Ah Gilak Bangun Jam Segini: ((Otomatis overhinking amp pagi: (((,Negatif,ah gilak bangun jam segini :(( auto overthinking ampe pagi :((,"Ah, it's crazy to wake up at this hour :(( auto overthinking until morning :((","Ah, gilanya bangun jam segini :(( auto overthinking sampai pagi :((",,0.7272727272727273
4419,"Thanks 2021, you are so amazing. Even to this very end of the days. I’ve been learning and growing as a man!  Thank God","Thanks 2021, you are so amazing. Even to this very end of the days. I've been learning and growing as a man! Thank God","Terima kasih 2021, Anda sangat luar biasa. Bahkan sampai akhir hari ini. Saya telah belajar dan tumbuh sebagai seorang pria! Terima kasih Tuhan",Positif,"thanks 2021, you are so amazing. even to this very end of the days. i've been learning and growing as a man! thank ****","thanks 2021, you are so amazing. even to this very end of the days. i've been learning and growing as a man! thank ****","terima kasih 2021, kamu luar biasa. bahkan sampai hari-hari terakhir ini. saya telah belajar dan berkembang sebagai seorang pria! terima kasih ****",,0.8636363636363636
4285,"Surrounded by great people,,,even they just asked 'are you okay?' Hahahahhaa","Surrounded by Great People ,,, even they just asked 'are you okay?' Hahahahhaa","Dikelilingi oleh orang -orang hebat ,,, bahkan mereka hanya bertanya 'Apakah kamu baik -baik saja?' Hahahahhaa",Positif,"surrounded by great people,,,even they just asked 'are you okay?' hahahahhaa","surrounded by great people,,,even they just asked 'are you okay?' hahahahaha","dikelilingi oleh orang-orang hebat,,,bahkan mereka hanya bertanya 'kamu baik-baik saja?' hahahahahaha",,0.6363636363636364
3610,Physically I'm in office.  Mentally I'm sitting by small river while enjoying my meals and a cup of coffe.   Ada yang tau nama makanan tradisional dalam video ini? 😉😉 @ Central Java https://t.co/qdniluQMOl,Physically I'm in Office.  Mentally I'm sitting by small river while enjoying my meals and a cup of coffee.  Anyone know the name of the traditional food in this video? 😉😉 @ Central Java https://t.co/qdniluqmol,Secara fisik saya di kantor.  Secara mental saya duduk di tepi sungai kecil sambil menikmati makanan dan secangkir kopi.  Ada Yang Tau Nama Makanan Dalam Video Ini? 😉😉 @ Central Java https://t.co/qdniluqmol,Netral,physically i'm in office. mentally i'm sitting by small river while enjoying my meals and a cup of coffe. ada yang tau nama makanan tradisional dalam video ini? :winking_face::winking_face: @ central java,physically i'm in the office. Mentally I'm sitting by small river while enjoying my meals and a cup of coffee. Does anyone know the name of the traditional food in this video? :winking_face::winking_face: @ central java,secara fisik saya di kantor. Dalam hati aku sedang duduk di tepi sungai kecil sambil menikmati makanan dan secangkir kopi. Ada yang tahu nama makanan tradisional di video ini? :winking_face::winking_face: @ jawa tengah,,0.9090909090909091
