Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,txtin,backtranslated_tweet
4969,Yang dibutuhkan saat long weekend sekarang: healing sama bestie di Bobocabin 🥺✨ https://t.co/xjKUSQ26qL,What is needed during long weekend now: healing and bestie at Bobocabin 🥺✨ https://t.co/xjkusq26ql,Yang Dibutuhkan Saat Panjang Akhir Pekan Sekarang: Penyembuhan Sama Bestie Di Bobocabin 🥺✨ https://t.co/xjkusq26ql,Positif,yang dibutuhkan saat long weekend sekarang: healing sama bestie di bobocabin :pleading_face::sparkles:,yang dibutuhkan saat long weekend sekarang: healing sama bestie di bobocabin :pleading_face::sparkles:,what you need during the long weekend now: healing with your bestie at bobocabin :pleading_face::sparkles:
3546,Pengen muntah langsungan overthinking 🤮,Want to vomit overthinking 🤮,Pengen Muntah Langsungan overhinking 🤮,Negatif,pengen muntah langsungan overthinking :face_vomiting:,pengen muntah langsungan overthinking :face_vomiting:,want to vomit straight away overthinking :face_vomiting:
660,"Bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. Enakno slur miber e, ojok balek sebelom 4D karo ketemu Budha","Bestie Rasa Dulur Gendeng Moro-Moro Telephone Suarane Karo Nanges Plate. Tastyno slur miber e, ojok balek before 4d karo met Budha","Bestie Rasa Dulur Gendeng Moro-Moro Telpon Suarane Pelat Karo Nanges. Enakno Slur Miber E, Ojok Balek Sebelom 4d Karo Ketemu Budha",Positif,"bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. enakno slur miber e, ojok balek sebelom 4d karo ketemu budha","bestie rasa dulur gendeng moro-moro telpon suarane pelat karo nanges. enakno slur miber e, ojok balek sebelom 4d karo ketemu budha","Bestie feels like I'm using a moro-moro phone, my voice is on the plate because it's nanges. delicious no slur miber e, ojok balek before 4d karo met buddha"
4827,"When the time comes, I want you to be my wife.  walking with you in the heat and rain, running around and laugh 🙃","When the time comes, I want you to be my wife. Walking with you in the heat and rain, running around and laaugh 🙃","Ketika saatnya tiba, saya ingin Anda menjadi istri saya. Berjalanlah dengan Anda dalam panas dan hujan, berlarian dan tertawa 🙃",Positif,"when the time comes, i want you to be my wife. walking with you in the heat and rain, running around and laugh :upside-down_face:","jika saatnya tiba, aku ingin kamu menjadi istriku. berjalan bersamamu di tengah panas dan hujan, berlarian dan tertawa :upside-down_face:","When the time comes, I want you to be my wife. walking with you in the heat and rain, running around and laughing :upside-down_face:"
3376,Org2 mba somehow muka2nya setipe gt deh. Rapih2,Org2 mba somehow the faces are the same as gt. Neat,Org2 mba entah bagaimana muka2nya setipe gt deh. Rapih2,Positif,org2 mba somehow muka2nya setipe gt deh. rapih2,org2 mba entah kenapa muka2nya setipe gt deh. rapih2,"For some reason, these people have the same type of faces. neat2"
1018,"dlm hati said: enak ya jadi mereka bisa jalan kemana mana,bisa havefun,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu😌","In his heart Said: It's delicious so they can walk anywhere, can havefun, can feel healing. But this body wants to lie down first","DLM Hati berkata: Enak ya jadi Mereka bisa jalan keMana mana, bisa havfun, Bisa Ngerasain Healing. TAPI BADAN INI MAUNYA Rebahan Mulu😌",Negatif,"dlm hati said: enak ya jadi mereka bisa jalan kemana mana,bisa havefun,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu:relieved_face:","dlm hati berkata: enak ya jadi mereka bisa jalan kemana mana,bisa bersenang-senang,bisa ngerasaain healing. tapi badan ini maunya rebahan mulu:relieved_face:","In my heart I said: It's nice so they can go anywhere, they can have fun, they can feel healing. but this body just wants to lie down:relieved_face:"
2002,I'm not surprised actually~ Seoho is just being #SEOHO 😂 https://t.co/ryju8yb7LM,I'm not surprised actually ~ Seoho is just being #seoho 😂 https://t.co/ryju8yb7lm,Sebenarnya aku tidak terkejut ~ Seoho hanya menjadi #seoho 😂 https://t.co/ryju8yb7lm,Netral,i'm not surprised actually~ seoho is just being :face_with_tears_of_joy:,sebenarnya aku tidak terkejut~ seoho hanya bersikap :face_with_tears_of_joy:,actually I'm not surprised~ Seoho is just being :face_with_tears_of_joy:
4464,"The Pygmalion effect, or Rosenthal effect, is a psychological phenomenon in which high expectations lead to improved performance in a given area. The effect is named for the Greek myth of Pygmalion, the sculptor who fell so much in love with the perfectly beautiful statue","The Pygmalion Effect, or Rosenthal Effect, is a Psychological Phenomenon in which high expectations lead to improved performance in a given area. The Effect is named for the Greek Myth of Pygmalion, The Sculptor Who Fell So Much in Love With the Perfectly Beautiful Statue","Efek pygmalion, atau efek rosenthal, adalah fenomena psikologis di mana harapan tinggi menyebabkan peningkatan kinerja di area tertentu. Efeknya dinamai untuk mitos Pygmalion Yunani, pematung yang sangat jatuh cinta dengan patung yang sangat indah",Netral,"the pygmalion effect, or rosenthal effect, is a psychological phenomenon in which high expectations lead to improved performance in a given area. the effect is named for the greek myth of pygmalion, the sculptor who fell so much in love with the perfectly beautiful statue","efek pygmalion, atau efek rosenthal, adalah fenomena psikologis di mana ekspektasi yang tinggi menyebabkan peningkatan kinerja di bidang tertentu. Efek ini diberi nama berdasarkan mitos Yunani tentang Pygmalion, pematung yang sangat jatuh cinta pada patung yang sangat indah itu.","The Pygmalion effect, or Rosenthal effect, is a psychological phenomenon in which high expectations lead to increased performance in a particular area. This effect is named after the Greek myth of Pygmalion, the sculptor who fell in love with a very beautiful statue."
2497,Kelapa Muda #Healing https://t.co/FQWqCvrfqz,Young coconut #healing https://t.co/fqwqcvrfqz,Kelapa muda #healing https://t.co/fqwqcvrfqz,Netral,kelapa muda,kelapa muda,young coconut
1940,"I randomly take my own poison, while I never knew that I choose it randomly too because my mind is too noisy to bear. Here I am, floundering like a nearly dead fish in the middle of dry vast lake~ #AddMyBeer https://t.co/CvKVSa0les","I randomly take my own poison, while I never know that i choose it randomly too because my mind is too noisy to be bear. Here I am, Flundering like a nearly dead fish in the middle of dry vast lake ~ #Addmybeer https://t.co/cvkvsa0les","Saya secara acak mengambil racun saya sendiri, sementara saya tidak pernah tahu bahwa saya memilihnya secara acak juga karena pikiran saya terlalu berisik untuk ditanggung. Inilah saya, menggelepar seperti ikan yang hampir mati di tengah danau yang luas ~ #Addmybeer https://t.co/cvkvsa0les",Negatif,"i randomly take my own poison, while i never knew that i choose it randomly too because my mind is too noisy to bear. here i am, floundering like a nearly dead fish in the middle of dry vast lake~","Aku mengambil racunku sendiri secara acak, sementara aku tidak pernah tahu bahwa aku memilihnya secara acak juga karena pikiranku terlalu berisik untuk ditanggung. di sinilah aku, menggelepar seperti ikan yang hampir mati di tengah danau kering yang luas~","I picked my own poison at random, while I never knew that I picked it at random too because my mind was too noisy to bear. here I am, floundering like a dying fish in the middle of a vast dry lake~"
2593,Kita bukan bestie 🤡 https://t.co/EFq7DkwMV8,We are not bestie 🤡 https://t.co/efq7dkwmv8,Kita Bukan Bestie 🤡 https://t.co/efq7dkwmv8,Negatif,kita bukan bestie :clown_face:,kita bukan sahabat :clown_face:,we are not friends :clown_face:
1014,"Disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. Coba kalo dijogja jam segitu masih kuat melek sampe jam 1. Faedah bgt sekalian healing kalo pulkam tuh😊😊","Here mah, under 11 o'clock in the evening already sleepy and already sleeping. Try if you are in the same time at that time it's still strong literacy until 1 o'clock.","Disini Mah, Dibawah Jam 11 Malem Udah Ngantuk Dan Udah Tidur. COBA KALO DIJOGJA JAM SEGITU MASIH KUAT MELEK Sampe Jam 1. Faedah Bgt Sekalian Healing Kalo Pulkam Tuh😊😊",Positif,"disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. coba kalo dijogja jam segitu masih kuat melek sampe jam 1. faedah bgt sekalian healing kalo pulkam tuh:smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:","disini mah, dibawah jam 11 malem udah ngantuk dan udah tidur. coba kalo dijogja jam segitu masih kuat melek sampe jam 1. faedah bgt sekalian healing kalo pulkam tuh:smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:","Here, at 11pm I'm already sleepy and I'm already asleep. Try if you are in Jogja at that time, you can still be literate until 1 o'clock. It's really useful for healing if you do pulkam: smiling_face_with_smiling_eyes::smiling_face_with_smiling_eyes:"
4653,"Udah pernah ngerasain Nyeterika sambil Overthinking belum?  Kalo belum, cobain deh...  Rasanya, Aaaahhhh, Mantap!!!!!  Wkwkwk https://t.co/zb7WHSKrfu","Have you ever felt the penetration while overthinking yet?  If not, try it ...  Taste, Aaaahhhh, great !!!!!  Wkwkwk https://t.co/zb7Whskrfu","Udah Pernah Ngerasain Nyeterika SAMBIL OVERHINKING BELUM?  Kalo Belum, Cobain Deh ...  Rasananya, Aaaahhhh, mantap !!!!!  Wkwkwk https://t.co/zb7whskrfu",Negatif,"udah pernah ngerasain nyeterika sambil overthinking belum? kalo belum, cobain deh... rasanya, aaaahhhh, mantap!!!!! wkwkwk","udah pernah ngerasain nyeterika sambil overthinking belum? kalo belum, cobain deh... rasanya, aaaahhhh, mantap!!!!! wkwkwk","Have you ever felt like ironing while overthinking? If you haven't, try it... it feels, aaaahhhh, great!!!!! hahaha"
820,Cek Shira Media - Self- Healing By Thought Force - William Atkinson dengan harga Rp28.080. Dapatkan di Shopee sekarang! https://t.co/NJ058LgQU4 https://t.co/BV2gwAJXr8,"Check Shira Media - Self -Healing by Thought Force - William Atkinson at a price of Rp28,080. Get it in Shopee now! https://t.co/nj058lgqu4 https://t.co/bv2gwajxr8",Cek Shira Media - penyembuhan diri oleh Thought Force - William Atkinson Delangan RP28.080. Dapatkan di Shopee Sekarang! https://t.co/nj058lgqu4 https://t.co/bv2gwajxr8,Netral,cek shira media - self- healing by thought force - william atkinson dengan harga rp28.080. dapatkan di shopee sekarang!,cek shira media - self-healing by thought force - william atkinson dengan harga rp28.080. Dapatkan di shopee sekarang!,"check shira media - self-healing by thought force - william atkinson for Rp. 28,080. Get it on shopee now!"
4264,"SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERTHINKING BERLEBIHAN MALAM INI,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr. https://t.co/qRYfj2oxP8","Oathhh Garcia Who is Ji this is the original overthinking tonight, Garcia who is why there is what is the ex -ex -family what is the evil person what destroys Ji's career what deg deg an njirrr. https://t.co/qryfj2oxp8","SUMPAHHH GARCIA SIAPA JI INI ASLI SI OVERHINKING BERLEBUHAN MALAM INI, GARCIA SIAPA SIHHH KENAPA ADA APA ADUHHHH MANTAN APA KELUARGA APA DEGAN APA APA YG MENGHANCURKAN KARIR JI JI APA GIGANA. https://t.co/qryfj2oxp8",Negatif,"sumpahhh garcia siapa ji ini asli si overthinking berlebihan malam ini,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr.","sumpahhh garcia siapa ji ini asli si overthinking berlebihan malam ini,garcia siapa sihhh kenapa ada apa aduhhhh mantan apa keluarga apa org jahat apa yg menghancurkan karir ji apa gimanaaaa deg deg an njirrr.",Who are you?
212,4th bersama bestie.. 👯‍♂️ https://t.co/Nso6DfopkZ,4th with Bestie .. 👯‍♂️ https://t.co/nso6dfopkz,Bestie Bersama ke -4 .. 👯‍♂️ https://t.co/nso6dfopkz,Netral,4th bersama bestie.. :men_with_bunny_ears:,4th bersama bestie.. :men_with_bunny_ears:,4th with bestie.. :men_with_bunny_ears:
402,"And now 2021 has officially left us, while 2022 has officially come.","And now 2021 has official left us, while 2022 has official come.","Dan sekarang 2021 telah secara resmi meninggalkan kami, sementara 2022 telah secara resmi datang.",Netral,"and now 2021 has officially left us, while 2022 has officially come.","dan kini tahun 2021 telah resmi meninggalkan kita, sedangkan tahun 2022 telah resmi datang.","and now 2021 has officially left us, while 2022 has officially arrived."
3302,Nunggu ayam panggang Klaten datang. Literally!,Wait for Klaten's grilled chicken to come. Literally!,NUNGGU AYAM PANGGANG KLATEN DATANG. Secara harfiah!,Netral,nunggu ayam panggang klaten datang. literally!,menunggu ayam panggang klaten datang. secara harfiah!,Waiting for the Klaten roast chicken to arrive. literally!
1844,"I am in the @BabyDogeCoin whitelist competition!   1.4 million+ #BabyDoge holders and only 10,000 NFTs! This could be the next viral NFT, while 1 entry will win $50k USDT! Plus it helps #SaveDogs  Enter at https://t.co/ck3QFPnMR5 @BabyDogeNFTs","I am in the @babydogecoin whitelist competition!  1.4 Million+ #Babydoge Holders and Only 10,000 NFTS! This could be the next viral NFT, while 1 entry will win $ 50k USDT! Plus it helps #savedogs  Enter at https://t.co/ck3qfpnmr5 @babydogenfts","Saya berada di kompetisi @babydogecoin whitelist!  1,4 juta+ #BabyDoge pemegang dan hanya 10.000 NFT! Ini bisa menjadi NFT viral berikutnya, sementara 1 entri akan memenangkan USDT $ 50K! Plus itu membantu #Savedogs  Masukkan di https://t.co/ck3qfpnmr5 @babydogenfts",Netral,"i am in the whitelist competition! 1.4 million+ holders and only 10,000 nfts! this could be the next viral nft, while 1 entry will win $50k usdt! plus it helps enter at","saya ikut dalam kompetisi daftar putih! 1,4 juta+ pemegang dan hanya 10.000 nft! ini bisa menjadi nft viral berikutnya, sementara 1 entri akan memenangkan $50k usdt! ditambah itu membantu masuk di","I'm taking part in the whitelist competition! 1.4 million+ holders and only 10,000 nfts! This could be the next viral NFT, while 1 entry will win $50k USDT! plus it helps sign in"
633,bertemu mantan yg sudah menjadi bestie https://t.co/zNiuH54679,Meet the former who has become Bestie https://t.co/zniuh54679,Bertemu Mantan Yg Sudah Menjadi Bestie https://t.co/zniuh54679,Netral,bertemu mantan yg sudah menjadi bestie,bertemu mantan yg sudah menjadi sahabat,meeting an ex who has become a friend
3278,"Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even idiots in USA could married better wmn without obligations to understanding forever","Not even a real touch, just touch screen with fake promised and future. At the end, you only hv her grandmother as the only choice. Even Idiots in USA Could Married Better WMN Without Obligations to Understanding Forever","Bahkan tidak ada sentuhan yang nyata, hanya layar sentuh dengan yang dijanjikan dan masa depan. Pada akhirnya, Anda hanya memiliki neneknya sebagai satu -satunya pilihan. Bahkan orang idiot di AS bisa menikah dengan lebih baik tanpa kewajiban untuk memahami selamanya",Negatif,"not even a real touch, just touch screen with fake promised and future. at the end, you only hv her grandmother as the only choice. even idiots in usa could married better wmn without obligations to understanding forever","bahkan bukan sentuhan nyata, hanya layar sentuh dengan janji palsu dan masa depan. pada akhirnya, kamu hanya menjadikan neneknya sebagai satu-satunya pilihan. bahkan orang idiot di AS bisa menikah dengan lebih baik tanpa kewajiban untuk memahami selamanya","not even a real touch, just a touch screen with false promises and a future. in the end, you just made his grandmother the only choice. even idiots in the US can marry better without the obligation to understand forever"
3440,Overthinking nggk jelas berkedok insomnia🥴,Overthinking NGGK is clearly under the guise of insomnia🥴,Terlalu banyak berpikir Nggk Jelas Berkedok insomnia🥴,Negatif,overthinking nggk jelas berkedok insomnia:woozy_face:,overthinking nggk jelas berkedok insomnia:woozy_face:,overthinking is not clearly disguised as insomnia:woozy_face:
2640,"Lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm https://t.co/uFrYoGfo2d","Again cool IG, suddenly there is a Pop Up SMS, Wis panicked how Moro2 Paketane runs out, Overthinking, when it is fully opened hmm https://t.co/ufryogfo2d","Lagi Asik2 ig an, Tiba2 Ada Sms Pop Up, Wis Panik Kok Moro2 Paketane Habis, Overfinking, Pas Dibuka Penuh Ternyitii Hmm https://t.co/ufryogfo2d",Negatif,"lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm","lagi asik2 ig an, tiba2 ada pop up sms, wis panik kok moro2 paketane habis, overthinking, pas dibuka penuh ternyitii hmm","I was having fun idling, suddenly there was an SMS pop up, I was panicking why all the packages had run out, I was overthinking, when I opened it completely I heard hmm"
3505,Paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,"Most lazy if you take an online taxi, the driver is asking for work.",Paling jantan Kalau naik taksi Kepo online banget drivernya nanya-nanya kerja lah apalah.,Negatif,paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,paling males kalau naik taksi online kepo banget drivernya nanya-nanya kerja lah apalah.,The most lazy thing about taking an online taxi is that the driver is really bored and asks what kind of work he does.
3258,No one:  Literally no one:  Mama:  Kok tadi Mama ga liat Malkis ya. Kan belum nggendong sebelum pergi.,No one: Literally no one:  Mama: How come mama didn't see Malkis. You haven't carried out before leaving.,Tidak ada: Secara harfiah tidak ada:  Mama: Kok Tadi Mama Ga Liat Malkis Ya. Kan Belum Nggendong Sebelum Pergi.,Netral,no one: literally no one: mama: kok tadi mama ga liat malkis ya. kan belum nggendong sebelum pergi.,tak seorang pun: secara harafiah tak seorang pun: mama: kok tadi mama ga liat malkis ya. kan belum nggendong sebelum pergi.,no one: literally no one: mom: how come you didn't see Malkis earlier? I didn't carry it before I left.
116,"⚠️Yang pernah ghosthing in gua⚠️bersyukur deh lu pada masih hidup tenang, kagak gua spill kelakuan lu yg ghosting ke guaGausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo","⚠️ Those who have been ghosthing in the cave. You are grateful that you still live calmly, I don't have your behavior that ghosting to guaga is pretending to be your face, my face is also smooth from you. Luckily, I received you as it was, I baper with you, accepting all your shortcomings","⚠️yang Pernah Ghosthing di Gua⚠️BersyUKur deh lu paada masih menyembunyikan Tenang, Kagak Gua Spill Kelakuan Lu Yg Ghosting Ke Guagausi Sok Kecakepan Lo, Muka Muka Mulus Gua Drpada Lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",Negatif,":warning:yang pernah ghosthing in gua:warning:bersyukur deh lu pada masih hidup tenang, kagak gua spill kelakuan lu yg ghosting ke guagausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",":warning:yang pernah ghosting di gua:warning:bersyukur deh lu pada masih hidup tenang, kagak gua tumpah kelakuan lu yg ghosting ke guagausah sok kecakepan lo, muka juga mulus gua drpada lo. untung2 an lu gua nerima lu apa adanya, gua baper sama lo, nerima segala kekurangan lo",":warning:who has been ghosted in my cave:warning:be thankful that you are still living peacefully, I didn't spill your ghosting behavior onto me, you don't have to pretend to be cute, my face is also smoother than yours. Luckily for you, I accept you as you are, I'm happy with you, accept all your shortcomings"
3671,"pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking","Returning from HAPPY HOLD, PASS IN THE BATE IS ONE OVERTHINKING","Pulu Dari Tongkrongan Happy, Lewati Di Tempat Tidur Kok Jadi Terlalu Berpikir",Negatif,"pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking","pulang dari tongkrongan happy, pass di tempat tidur kok jadi overthinking","I come home from hanging out happy, when I'm in bed I'm overthinking"
536,Banyak tanya purwokerto mana??  Aku sambil diem bilang entahlah bla bla 😅🤣  Malas banget kepo purwokerto mana 🤣🤣🤣🤣🤣,"Which Purwokerto Ask? I was shut up, I don't know, I don't know, blah blah 😅🤣  So lazy to purwokerto where 🤣🤣🤣🤣🤣",Banyak Tanya Purwokerto Mana ?? AKU SAMBIL DIEM BILANG ENTAHLAH BLA BLA 😅🤣  Malas Banget Kepo Purwokerto Mana 🤣🤣🤣🤣🤣,Netral,banyak tanya purwokerto mana?? aku sambil diem bilang entahlah bla bla :grinning_face_with_sweat::rolling_on_the_floor_laughing: malas banget kepo purwokerto mana :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,banyak tanya purwokerto mana?? AKU SAMBIL DIEM BILANG Entahlah Bla Bla: Grinning_face_with_sweat :: rolling_on_the_floor_laughing: malas banget kepo purwokerto mana: rolling_on_floor_laughing :: rolling_on_the_floor_laug Hing :: rolling_on_the_floor_laughing:,"Many people ask, where is Purwokerto?? I SILENTLY SAID I don't know Bla Bla: Grinning_face_with_sweat :: rolling_on_the_floor_laughing: I'm really lazy about where to go in Purwokerto: rolling_on_floor_laughing :: rolling_on_the_floor_laug Hing :: rolling_on_the_floor_laughing:"
2409,Kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,"If you have a painful level of clingy, it rises exponentially as a straight motion changes irregularly",Kalo Lagi Sangan Tingkat Ke-Clingy-An Naik Secara Eksponensial Seperti Gerak Lurus Berubah Beraturan,Netral,kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerak lurus berubah beraturan,kalo lagi sakit tingkat ke-clingy-an naik secara eksponensial seperti gerakan lurus berubah beraturan,"If you are sick, the level of clinginess increases exponentially, as straight movements become irregular"
2379,"Kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu 🙏 https://t.co/qU8UpVJINm","If you do your prayer chat, don't be disturbed first, just cry and overthinking, coz, you're routine 🙏 https://t.co/qu8upvjinm","Kalau Doimu g Bales Chat Ya Jangan di Ganggu Dulu, Langsung Nangis Dan Overfinking Aja Coz Udah Rutinitas Lu 🙏 https://t.co/qu8upvjinm",Negatif,"kalau doimu g bales chat ya jangan di ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu :folded_hands:","kalau doimu g bales chat ya jangan ganggu dulu, langsung nangis dan overthinking aja coz udah rutinitas lu :folded_hands:","If he doesn't reply to your chat, don't bother him, just cry and overthink because that's your routine :folded_hands:"
4112,Spill aja kak https://t.co/24QMKjOnWa,Just spill sis https://t.co/24qmkjonwa,Spill Aja Kak https://t.co/24qmkjonwa,Netral,spill aja kak,tumpah aja kak,just spill it sis
1483,Happy dl kita bareng bestie putih abu2 😘🥰 Req tkt kehilangan 🎶🎶 https://t.co/hcAmFYTI6w,Happy dl we are with white gray bestie 😘🥰 Req tkt loses 🎶🎶 https://t.co/hcamfyti6w,Selamat DL Kita Bareng Bestie Putih ABU2 😘🥰 Req tkt Kehilangan 🎶🎶 https://t.co/hcamfyti6w,Positif,happy dl kita bareng bestie putih abu2 :face_blowing_a_kiss::smiling_face_with_hearts: req tkt kehilangan :musical_notes::musical_notes:,happy dl kita bareng bestie putih abu2 :face_blowing_a_kiss::smiling_face_with_hearts: req tkt kehilangan :musical_notes::musical_notes:,happy with us together with my white and gray bestie :face_blowing_a_kiss::smiling_face_with_hearts: req tkt lost :musical_notes::musical_notes:
289,"Admin @Bogorpisan_ bewoknya gemoy banget, pengen deh dijadiin crush nya.","Admin @bogorpisan_ Bewoknya really gemoy, I want to be a crush.","Admin @bogorpisan_ bewoknya Gemoy Banget, Pengen Deh Dijadiin Crush Nya.",Positif,"admin bewoknya gemoy banget, pengen deh dijadiin crush nya.","admin bewoknya gemoy banget, pengen deh dijadiin crush nya.","Admin's bewok is really cute, I want to be his crush."
4107,"Spartan..  Pantauan pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik dan Validasi Dokumen Persyaratan Perjalanan via ASDP Ketapang dan Pelabuhan Tanjungwangi.  The Check Point Terminal Sritanjung https://t.co/rbR5r9kN7j","Spartan ..  Monitoring Supervision of Buffer Zone, RDT Antigen Free Logistics Transportation and Validation of Travel Requirements Documents via ASDP Ketapang and Tanjungwangi Port.  The check point Sritanjung Terminal https://t.co/rbr5r9kn7j","Spartan ..  Pantauan Pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik Dan Validasi Dokumen Perjalanan melalui ASDP Ketapang Dan Pelabuhan Tanjungwangi.  Titik cek Terminal sritanjung https://t.co/rbr5r9kn7j",Netral,"spartan.. pantauan pengawasan buffer zone, rdt antigen gratis angkutan logistik dan validasi dokumen persyaratan perjalanan via asdp ketapang dan pelabuhan tanjungwangi. the check point terminal sritanjung","spartan.. pantauan pengawasan buffer zone, rdt antigen gratis angkutan logistik dan validasi dokumen persyaratan perjalanan via asdp ketapang dan pelabuhan tanjungwangi. check point terminal sritanjung","spartan.. buffer zone monitoring, free antigen RDT, logistics transportation and validation of travel requirements documents via ASDP Ketapang and Tanjungwangi port. Sritanjung terminal check point"
3217,ngapain nih?spill the tea! https://t.co/DaXngv18Dq,What are you doing? Spill The Tea! https://t.co/daxngv18dq,Ngapain nih? Tumpahkan teh! https://t.co/daxngv18dq,Netral,ngapain nih?spill the tea!,ngapain nih?tumpah tehnya!,What are you doing? Spilled the tea!
843,Clingy bet njirr 😩,Clingy Bet Njirr 😩,Taruhan clingy njirr 😩,Negatif,clingy bet njirr :weary_face:,taruhan melekat njirr :letih_wajah:,the bet sticks to the sky :tired_face:
745,"Built in 1962, SARINAH is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966  #sarinah  #thamrin  #jakarta  #indonesia @ Sarinah Store Thamrin https://t.co/Ho6JhNMXlA","Built in 1962, Sarinah is the first modern department store in Indonesia which has been supporting local goods since its first operation in 1966  #Sarinah #thamrin #Jakarta #Indonesia @ Sarinah Store Thamrin https://t.co/ho6jhnmxla","Dibangun pada tahun 1962, Sarinah adalah department store modern pertama di Indonesia yang telah mendukung barang -barang lokal sejak operasi pertama pada tahun 1966  #sarinah #thamrin #jakarta #indonesia @ Sarinah Store Thamrin https://t.co/ho6jhnmxla",Netral,"built in 1962, sarinah is the first modern department store in indonesia which has been supporting local goods since its first operation in 1966 @ sarinah store thamrin","Dibangun pada tahun 1962, sarinah merupakan department store modern pertama di indonesia yang telah menunjang barang-barang lokal sejak pertama kali beroperasi pada tahun 1966 @ sarinah store thamrin","Built in 1962, Sarinah is the first modern department store in Indonesia which has been supporting local goods since it first operated in 1966 @ sarinah store thamrin"
484,"asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-#2022hancur https://t.co/l7XmYU8NIb","Asmara is destroyed, so cagur, healing invited to always slide, even though unemployed, move not stupid -_-#2022hasuk https://t.co/l7xmyu8nib","Asmara Hancur, Jadi Cagur, Diaajak Healing Selalu Meluncur, Padiahal Nganggur, Pindahkan Mah Enggak Tolol EMNG -_-#2022Hancur https://t.co/l7xmyu8nib",Negatif,"asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-","asmara hancur,jadi cagur,diajak healing selalu meluncur,padahal nganggur,move mah enggak tolol emng-_-","Romance is destroyed, becomes disorganized, always invited to heal, even though I'm unemployed, moving isn't stupid, really -_-"
1941,I really love to see some of the audience were so doubtful and even woo them down because of using English.  But these fellas prove them wrong! Hell yeah! https://t.co/KPFrQ0KlJi,I really love to see some of the audience were so double and even woo them down because of using English.  But these Fellas Prove Wrong! Hell yeah! https://t.co/kpfrq0klji,Saya sangat senang melihat beberapa penonton sangat ragu dan bahkan merayu mereka karena menggunakan bahasa Inggris.  Tapi teman -teman ini membuktikan mereka salah! Tentu saja! https://t.co/KPFRQ0KLJI,Positif,i really love to see some of the audience were so doubtful and even woo them down because of using english. but these fellas prove them wrong! **** yeah!,Saya sangat senang melihat beberapa penonton begitu ragu dan bahkan merayu mereka karena menggunakan bahasa Inggris. tapi orang-orang ini membuktikan bahwa mereka salah! **** Ya!,I was really happy to see some of the audience members being so hesitant and even teasing them for using English. but these guys proved them wrong! **** Yes!
