Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,textin,backtranslated_tweet
5065,안녕! 우리 돌아왔다! ❣🌻🤣👋  Hai mantan @_jeongjaehyun ✌🤣 @ Kepo Lo Ah! https://t.co/aJSHLz532Q,안녕! 우리 돌아왔다! ❣🌻🤣👋  Hi former @_jeongjayyun ✌🤣 @ kepo lo ah! https://t.co/ajshlz532Q,안녕! 우리 돌아왔다! ❣🌻🤣👋  Hai mantan @_jeongjaehyun ✌🤣 @ kepo lo ah! https://t.co/ajshlz532q,Netral,안녕! 우리 돌아왔다! :heart_exclamation::sunflower::rolling_on_the_floor_laughing::waving_hand: hai mantan :victory_hand::rolling_on_the_floor_laughing: @ kepo lo ah!,Tidak! 우리 돌아왔다! :heart_exclamation::sunflower::rolling_on_the_floor_laughing::waving_hand: hai mantan :victory_hand::rolling_on_the_floor_laughing: @ kepo lo ah!,No! 우리 돌아왔다! :heart_exclamation::sunflower::rolling_on_the_floor_laughing::waving_hand: hi ex :victory_hand::rolling_on_the_floor_laughing: @ kepo lo ah!
1676,Healing terbaik😀 https://t.co/vzwWWtKIWp,Best Healing😀 https://t.co/vzwwwtkiwp,Penyembuhan Terbaik😀 https://t.co/vzwwwtkiwp,Positif,healing terbaik:grinning_face:,penyembuhan terbaik:grinning_face:,best healing :grinning_face:
3726,Reply what are f.....g doing America is not a bigoted country where are you coming from the Moon bargain made perfect sense Biden actually did more than any president in his first hundred days and then it any Presidents in history I'm really sad that I heard a black man say that https://t.co/s7a9jyZ4xa,Reply what are F ..... G do America is not a bigoted country where you are coming from the moon bargain made perfect sense biden actually did more than any president in his first hundred days and then it any president in history I'm really sad that i heard a black man say that https://t.co/s7a9jyz4xa,Balas Apa itu F ..... G Doing America bukanlah negara fanatik di mana Anda datang dari tawar -menawar bulan membuat indera yang sempurna Biden benar -benar melakukan lebih dari presiden dalam seratus hari pertamanya dan kemudian ada presiden dalam sejarah saya sangat menyedihkan bahwa saya mendengar seorang pria kulit hitam mengatakan bahwa https://t.co/s7a9jyz4xa,Negatif,reply what are f.....g doing america is not a bigoted country where are you coming from the moon bargain made perfect sense biden actually did more than any president in his first hundred days and then it any presidents in history i'm really sad that i heard a black man say that,jawab apa yang sedang dilakukan Amerika bukanlah negara yang fanatik di mana Anda datang dari bulan tawar-menawar masuk akal Biden sebenarnya melakukan lebih dari presiden mana pun dalam seratus hari pertamanya dan kemudian presiden mana pun dalam sejarah saya sungguh sedih saya mendengar seorang pria kulit hitam mengatakan itu,answer what America is doing is not a bigoted country where you come from months of reasonable bargaining Biden actually did more than any president in his first hundred days and then any president in history I'm really sad I heard a black man say That
629,"Bersyukur banget, punya support system yang pro banget ❤️ makasih yaaAllah..","Very grateful, have a very pro support system ❤️ thanks yaaallah ..","Banget Banget, Sistem Pendukung Panya Yang Pro Banget ❤️ Makasih YaaAllah ..",Positif,"bersyukur banget, punya support system yang pro banget :red_heart: makasih yaaallah..","syukur banget, punya support system yang pro banget :red_heart: makasih yaaallah..","I'm really grateful, I have a really pro support system :red_heart: thank you, God.."
5006,yesterday's recap. thanks jxb also ma bestie @riskamalia97 yg udah mau nemenin keliling + muter2 hall jgn kapok y🙏🤗 https://t.co/lLlwZICzyr,Yesterday's recap. Thanks JXB Also Ma Bestie @riskamalia97 who already want to accompany it around + molly hall don't give up y. https://t.co/llllwziczyr,Rekap kemarin. Terima kasih JXB juga ma bestie @riskamalia97 yg udah mau nemenin keliling + muter2 hall jgn kapok y🙏🤗 https://t.co/lllwziczyr,Positif,yesterday's recap. thanks jxb also ma bestie yg udah mau nemenin keliling + muter2 hall jgn kapok y:folded_hands::smiling_face_with_open_hands:,rekap kemarin. thanks jxb juga ma bestie yg udah mau nemenin keliling + muter2 hall jgn kapok y:folded_hands::smiling_face_with_open_hands:,yesterday's recap. thanks jxb also ma bestie who wants to accompany me around + going around the hall don't give up y:folded_hands::smiling_face_with_open_hands:
1526,"Hati-hati musim hujan, bestie ☺️ @ Cinde Wulung https://t.co/Ylmj28BRG9","Be careful of the rainy season, bestie ☺️ @ cinde wulung https://t.co/ylmj28brg9","Hati-Hati Musim Hujan, bestie ☺️ @ cinde wulung https://t.co/ylmj28brg9",Netral,"hati-hati musim hujan, bestie :smiling_face: @ cinde wulung","hati-hati musim hujan, sahabat :smiling_face: @ cinde wulung","be careful of the rainy season, friends :smiling_face: @ cinde wulung"
2323,jujurly perut w kroncongan mulu dari awal khotbah:( https://t.co/2uxdWoIOOt,honestly stomach w crushing first from the beginning of the sermon :( https://t.co/2uxdwoioot,jujurly perut w Kroncongan Mulu Dari Awal Khotbah :( https://t.co/2uxdwoioot,Negatif,jujurly perut w kroncongan mulu dari awal khotbah:(,jujur ​​saja perut w keroncongan mulu dari awal khotbah:(,"Honestly, my stomach was rumbling from the start of the sermon :("
4325,Tapi aku overthinking. Pacarku kayaknya udah ga sayang aku hahahaha ada ada aja🙂,But I'm overthinking. My boyfriend seems like I don't love me hahahaha there is just there,TAPI AKU terlalu banyak berpikir. Pacarku Kayaknya Udah Ga Sayang Aku Hahahaha Ada Ada Aja🙂,Negatif,tapi aku overthinking. pacarku kayaknya udah ga sayang aku hahahaha ada ada aja:slightly_smiling_face:,tapi aku terlalu banyak berpikir. pacarku kayaknya udah ga sayang aku hahahaha ada aja:slightly_smiling_face:,but I think too much. My boyfriend doesn't seem to love me anymore hahahaha there's just that:slightly_smiling_face:
4410,"Thank you Indonesia 🇮🇩  It had been a while since I’d seen such a beautiful, entrepreneurial country with such great people. I will be back soon!! I promise. https://t.co/LMD54xKs8C","Thank you Indonesia 🇮🇩 It had been a while since I'D see such a beautiful, entrepreneurial country with such great people. I will be back soon !! I Promise. https://t.co/lmd54xks8c",Terima kasih Indonesia 🇮🇩 Sudah lama sejak saya melihat negara wirausaha yang indah dengan orang -orang hebat. Saya akan segera kembali!! Saya berjanji. https://t.co/lmd54xks8c,Positif,"thank you indonesia :Indonesia: it had been a while since i'd seen such a beautiful, entrepreneurial country with such great people. i will be back soon!! i promise.",terima kasih indonesia :Indonesia: sudah lama sekali saya tidak melihat negara yang begitu indah dan penuh wirausaha dengan orang-orang hebat. aku akan segera kembali!! saya berjanji.,thank you Indonesia :Indonesia: It's been a long time since I saw a country so beautiful and full of entrepreneurship with great people. I will be right back!! I promise.
4413,"Thank you so much for spreading the awareness❤ Our boys #에이티즈 &amp; us #에이티니 always have to face this kind of unfair treatment, even tho we were in no fault here and plagiarism issue is no joke. So I hope this issue will get formal statement to clear the misunderstanding.. https://t.co/gdKio4oDEv","Thank you so much for spreading the awareness❤ our boys #에이티즈 & amp; Us #에이티니 Always have to face this kind of unfair treatment, even tho we were in no fault here and plagiarism issue is no joke. So i hope this issue will get formal statement to clear the misunderstanding .. https://t.co/gdkio4odev","Terima kasih banyak telah menyebarkan kesadaran - anak laki -laki kami #에이티즈 & amp; AS #에이티니 selalu harus menghadapi perlakuan tidak adil semacam ini, bahkan kami tidak salah di sini dan masalah plagiarisme bukanlah lelucon. Jadi saya harap masalah ini akan mendapatkan pernyataan formal untuk menghapus kesalahpahaman .. https://t.co/gdkio4odev",Positif,"thank you so much for spreading the awareness:red_heart: our boys #에이티즈 &amp; us #에이티니 always have to face this kind of unfair treatment, even tho we were in no fault here and plagiarism issue is no joke. so i hope this issue will get formal statement to clear the misunderstanding..","terima kasih banyak telah menyebarkan kesadaran:red_heart: anak-anak kita #에이티즈 &amp; kami #에이티니 selalu harus menghadapi perlakuan tidak adil seperti ini, meskipun kami tidak bersalah di sini dan masalah plagiarisme bukanlah lelucon. jadi saya berharap masalah ini mendapat pernyataan resmi untuk menghapus kesalahpahaman..","thank you so much for spreading awareness :red_heart: our children #에이티즈 &amp; we #에이티니 always have to face this kind of unfair treatment, even though we are not at fault here and the plagiarism issue is no joke. so I hope this issue gets an official statement to clear the misunderstanding.."
897,Dahlah healing dari segala karungsing:) https://t.co/Fi0o542MHF,Already healing from all carungsing :) https://t.co/fi0o542mhf,Dahlah Healing Dari Segala Karungsing :) https://t.co/fi0o542mhf,Netral,dahlah healing dari segala karungsing:),dahlah kesembuhan dari segala karungsing :),it's healing from all the suffocation :)
703,"Bismillahi Rahmanir Rahim Ware Logistics &amp; MOL Project are expanding into the world, slowly but steadily, while building a collaborative team that transcends differences in business, occupation, and nationality. The end of 2020, welcome 2021  https://t.co/7xHQYHwDSx #logistics","Bismillahi Rahmanir Rahim Ware Logistics & amp; MOL Project is expanding into the world, slowly but steadily, while building a collaborative team that transcends differences in business, occupation, and nationality. The end of 2020, welcome 2021 https://t.co/7xhqyhwdsx #logistics","Bismillahi Rahmanir Rahim Logistik Ware & amp; Proyek MOL berkembang ke dunia, perlahan tapi mantap, sambil membangun tim kolaboratif yang melampaui perbedaan dalam bisnis, pekerjaan, dan kebangsaan. Akhir 2020, selamat datang 2021 https://t.co/7xhqyhwdsx #logistik",Positif,"bismillahi rahmanir rahim ware logistics &amp; mol project are expanding into the world, slowly but steadily, while building a collaborative team that transcends differences in business, occupation, and nationality. the end of 2020, welcome 2021","bismillahi rahmanir rahim ware logistik &amp; proyek mol berkembang ke seluruh dunia, perlahan tapi pasti, sambil membangun tim kolaboratif yang melampaui perbedaan dalam bisnis, pekerjaan, dan kebangsaan. akhir tahun 2020, selamat datang tahun 2021","Bismillahi Rahmanir Rahman Ware Logistics &amp; The mole project is expanding across the globe, slowly but surely, while building a collaborative team that transcends differences in business, work, and nationality. end of 2020, welcome 2021"
1255,"Fungsi membeli dagangan tetangga adalah selain membantu beliau2, juga bisa ""nonggo"" in a good ways. Ukhuwah islaminya tetep terjaga, bisa ngobrol ngalor ngidul, dan somehow mreka duluan yg dtg klo ada kesusahan ☺️","The function of buying neighboring merchandise is in addition to helping him, it can also be ""nonggo"" in a good ways. Ukhuwah Islam is still awake, can chat ngalor ngidul, and somehow they are first when there is difficulty ☺️","Fungsi Membeli Dagangan Tetangga Adalah Selain Membantu Beliau2, Jagu Bisa ""Ngogigo"" dengan cara yang baik. Ukhuwah Islaminya Tetep Terjaga, bisa ngobrol ngalor ngidul, Dan entah bagaimana mreka duluan yg dtg klo ada kesusahan ☺️",Positif,"fungsi membeli dagangan tetangga adalah selain membantu beliau2, juga bisa ""nonggo"" in a good ways. ukhuwah islaminya tetep terjaga, bisa ngobrol ngalor ngidul, dan somehow mreka duluan yg dtg klo ada kesusahan :smiling_face:","fungsi membeli dagangan tetangga adalah selain membantu beliau2, juga bisa “nonggo” dengan cara yang baik. ukhuwah islaminya tetep terjaga, bisa ngobrol ngalor ngidul, dan entah kenapa mreka duluan yg dtg klo ada kesusahan :smiling_face:","The function of buying your neighbor's merchandise is that apart from helping them, you can also ""hang out"" in a good way. The Islamic brotherhood is still maintained, we can chat casually, and somehow they are the first to come when there is trouble :smiling_face:"
1515,"Hari ini knp deh Urusan Mypd gatot Numpang ngadem, mkn pisang doank Mampir AB, just 2b even with d disappointment Waiting 45 lamaaa di per4an yg sama - awal drama hr ini 🙁 #dramajumat #shithappens","Today why MyPD Gatot affairs Ride ngadem, mkn banana doank Stop by AB, just 2b even with D disappointment Old waiting 45 in the same per4an - the beginning of this HR drama 🙁 #Dramajumat #Shithapens","Hari ini knp deh Urusan Mypd Gatot Numpang ngadem, mkn pisang doank Mampir AB, hanya 2B bahkan dengan kekecewaan D Menunggu 45 lamaaa di per4an yg sama - drama awal hr ini 🙁 #dramajumat #shithappens",Negatif,"hari ini knp deh urusan mypd gatot numpang ngadem, mkn pisang doank mampir ab, just 2b even with d disappointment waiting 45 lamaaa di per4an yg sama - awal drama hr ini :slightly_frowning_face:","hari ini knp deh urusan mypd gatot numpang ngadem, mkn pisang doank mampir ab, hanya 2b bahkan dengan d kekecewaan menunggu 45 lamaaa di per4an yg sama - awal drama hr ini :slightly_frowning_face:","Today, why's my PD Gatot's business hanging around, so the bananas only come by AB, only 2B even with D disappointment waiting 45 long on the same page - the beginning of today's drama :slightly_frowning_face:"
1727,"Hey,i know you're a good boy,a good man, a good person. I never trust the issues in the first place. Please take care,stay healthy and enjoy your time as always,Kim Mingyu . I love you,gonna miss you so much! ♥ Thanks pledis for everything you do to our Mingyu .♥ #mingyu https://t.co/WqgJG7tnSe","Hey, I know you're a good boy, a good man, a good person. I Never Trust the issues in the first place. Please take care, stay healthy and enjoy your time as always, Kim Mingyu. I love you, gonna miss you so much! ♥ Thanks pledis for everything you do to our mingyu. ♥ #mingyu https://t.co/wqgjg7tnse","Hei, saya tahu Anda adalah anak yang baik, pria yang baik, orang baik. Saya tidak pernah mempercayai masalah di tempat pertama. Harap berhati -hati, tetap sehat dan nikmati waktu Anda seperti biasa, Kim Mingyu. Aku mencintaimu, akan sangat merindukanmu! ♥ Terima kasih Pledis untuk semua yang Anda lakukan untuk Mingyu kami. ♥ #mingyu https://t.co/wqgjg7tnse",Positif,"hey,i know you're a good boy,a good man, a good person. i never trust the issues in the first place. please take care,stay healthy and enjoy your time as always,kim mingyu . i love you,gonna miss you so much! :heart_suit: thanks pledis for everything you do to our mingyu .:heart_suit:","hei, aku tahu kamu anak baik, pria baik, orang baik. saya tidak pernah mempercayai masalah ini sejak awal. mohon berhati-hati, tetap sehat dan nikmati waktumu seperti biasa, Kim Mingyu. aku mencintaimu, aku akan sangat merindukanmu! :heart_suit: terima kasih pledis atas semua yang kamu lakukan pada mingyu kami .:heart_suit:","Hey, I know you're a good boy, a good guy, a good person. I never believed in this problem in the first place. Please be careful, stay healthy and enjoy your time as usual, Kim Mingyu. I love you, I will miss you so much! :heart_suit: thank you pledis for everything you did for our mingyu.:heart_suit:"
4985,"Yang mestinya minggu santuy, but time to fast hyuuung, so fighting to work a draft proposal thesis :) https://t.co/9ezlkmobmO","Which should be Santuy Sunday, but time to fast hyuuung, so fighting to work a draft proposal thesis :) https://t.co/9ezlkmobmo","Yang Mestinya Minggu Santuy, tetapi saatnya untuk cepat hyuuung, jadi berjuang untuk mengerjakan tesis proposal rancangan :) https://t.co/9ezlkmobmo",Negatif,"yang mestinya minggu santuy, but time to fast hyuuung, so fighting to work a draft proposal thesis :)","yang mestinya minggu santuy, tapi waktunya puasa hyuuung, jadi berjuang untuk mengerjakan draf proposal skripsi :)","which should be a relaxing week, but it's fasting time hyuuung, so I'm struggling to work on the thesis proposal draft :)"
735,"Bruh we literally living in a world divided between stubborn old post-power syndrome boomers and (also) stubborn so-called ""freethinker"" millennials and gen-Zs, both thinking that the world would be better under them.","Bruh We Literally Living in a World Divided Between Stubborn Old Post-Power Syndrome Boomers and (Also) Stubborn So-Called ""Freethinker"" Millennials and Gen-Zs, both thinking that the world would be better under them.","Bruh kita benar-benar hidup di dunia yang terbagi antara boomer sindrom pasca-kekuatan tua yang keras kepala dan (juga) keras kepala yang disebut sebagai milenium dan gen-zs yang ""freethinker"", keduanya berpikir bahwa dunia akan lebih baik di bawah mereka.",Negatif,"bruh we literally living in a world divided between stubborn old post-power syndrome boomers and (also) stubborn so-called ""freethinker"" millennials and gen-zs, both thinking that the world would be better under them.","kawan, kita benar-benar hidup di dunia yang terbagi antara para boomer sindrom pasca-kekuasaan yang keras kepala dan (juga) generasi milenial dan gen-z yang disebut ""pemikir bebas"" yang keras kepala, keduanya berpikir bahwa dunia akan menjadi lebih baik di bawah mereka.","guys, we really live in a world divided between the stubborn post-power syndrome boomers and (also) the stubborn so-called ""freethinkers"" millennials and gen-z, both of whom think the world will be better in under them."
1388,Good morning to my lovely sweetie baby bestie https://t.co/xC5WNyuUp3,Good Morning to My Lovely Sweetie Baby Bestie https://t.co/xc5wnyuup3,Selamat Pagi untuk Sayang Bayi Bayi Lovely saya https://t.co/xc5wnyuup3,Netral,good morning to my lovely sweetie baby bestie,selamat pagi untuk sahabat sayangku yang tersayang,Good morning to my dearest dear friend
4310,"Tahun baru ku cuma yogurt doang, nothing special haha...   Kalo di TL keknya seru bgt bakar-bakar sosis,ikan sama keluarga ato teman. Keluarga ku lagi broken home 💔 jadi tahun bru kali ini cuma sam teman yg diajakin staycation 🙂 https://t.co/TBhkOhjeaQ","My new year is only yogurt, nothing special haha ​​...  If in TL KEK it is fun to burn sausage, fish and family or friends. My family is broken home 💔 so this year's year is only a friend who was invited to staycation 🙂 https://t.co/tbhkohjeaq","Tahun baru ku cuma yogurt doang, tidak ada yang istimewa haha ​​...  Kalo di tl Keknya Seru Bgt Bakar-Bakar Sosis, Ikan Sama Keluarga Ato Teman. Keluarga Ku Lagi Rumah Patah 💔 Jadi Tahun Bru Kali Ini Cuma Sam Teman Yg Diaajakin Staycation 🙂 https://t.co/tbhkohjeaq",Negatif,"tahun baru ku cuma yogurt doang, nothing special haha... kalo di tl keknya seru bgt bakar-bakar sosis,ikan sama keluarga ato teman. keluarga ku lagi broken home :broken_heart: jadi tahun bru kali ini cuma sam teman yg diajakin staycation :slightly_smiling_face:","tahun ku cuma yogurt doang, tidak ada yang istimewa haha... kalo di tl keknya seru bgt bakar-bakar sosis baru,ikan sama keluarga ato teman. keluarga ku lagi Broken Home :broken_heart: jadi tahun bru kali ini cuma sam teman yg diajakin staycation :slightly_smiling_face:","My year it's just yogurt, nothing special haha... if you're at TL it's really fun grilling new sausages, fish with family or friends. my family is Broken Home :broken_heart: so this new year it's just my friends who are invited to staycation :slightly_smiling_face:"
3606,"Perut sama otak ini kalo kerja sama suka ndak kira2 Kalo laper emang bikin overthinking, banyak mikir juga bikin laper","The stomach and this brain if it works with no matter If you are hungry, it really makes overthinking, a lot of thinking also makes me hungry","Perut Sama Otak Ini Kalo Kerja Sama Suka Ndak Kira2 Kalo Laper Emang Bikin Terlalu berpikir, Banyak mikir bikin laper",Negatif,"perut sama otak ini kalo kerja sama suka ndak kira2 kalo laper emang bikin overthinking, banyak mikir juga bikin laper","perut sama otak ini kalo kerja sama suka ndak kira2 kalo laper emang bikin overthinking, banyak mikir juga bikin laper","If your stomach and brain work together like it or not, if you're hungry it will make you overthink, thinking too much will also make you hungry."
626,berkedok healing kok masih sama aja gak ada perubahan terus yang healing apanya,"Based on healing, it's still the same, there is no change and what healing",Berkedok Healing Kok Masih Sama Aja Gak Ada Perubahan Terus Yang Menyali Apanya,Negatif,berkedok healing kok masih sama aja gak ada perubahan terus yang healing apanya,berkedok healing kok masih sama aja gak ada perubahan terus yang healing apanya,"Under the guise of healing, it's still the same, there's no change in what healing is"
2704,"Lg bengong overthinking, mikir ""hidupku ko gda gunanya ya?"" Beberapa detik kemudian Adam manggil. ""Umma nen....."" ini lho gunanya hidupmu, seketika spt jawaban dr Allah.","I was dumbfounded overthinking, thinking ""my life is how much use?"" A few seconds later Adam called. ""Umma nen ....."" this is the use of your life, immediately like the answer from Allah.","LG Bengong Overfinking, Mikir ""Hidupku Ko Gda Gunanya Ya?"" Beberapa Detik Kemudian Adam Mangga. ""Umma nen ....."" ini lho guranya hidupmu, seketika spt jawaban dr allah.",Negatif,"lg bengong overthinking, mikir ""hidupku ko gda gunanya ya?"" beberapa detik kemudian adam manggil. ""umma nen....."" ini lho gunanya hidupmu, seketika spt jawaban dr allah.","lg bengong overthinking, mikir “hidupku ko gda gunanya ya?” beberapa detik kemudian adam manggil. ""umma nen....."" ini lho maksud hidupmu, seketika spt jawaban dr allah.","I'm stunned, overthinking, thinking ""why is my life so pointless?"" A few seconds later Adam called. ""umma nen....."" this is what your life means, immediately like an answer from Allah."
3243,"Nice my bestie, we can do it together And you will always be ma best best best friends forever......🥰 https://t.co/oz6BfBchyU","Nice my bestie, we can do it together And you will always be best best best friends ...... 🥰 https://t.co/oz6bfbchyu","Bagus bestie saya, kami bisa melakukannya bersama Dan Anda akan selalu menjadi teman terbaik terbaik selamanya ...... 🥰 https://t.co/oz6bfbchyu",Positif,"nice my bestie, we can do it together and you will always be ma best best best friends forever......:smiling_face_with_hearts:","sayang sahabatku, kita bisa melakukannya bersama dan kamu akan selalu menjadi sahabat terbaik selamanya......:smiling_face_with_hearts:","my dear friend, we can do it together and you will always be the best friend forever......:smiling_face_with_hearts:"
2714,Likely I have to Began to stop join any tweet comments to whom they are who been i follows. No more adrian! You dont have to.. I mostly too often fuckin care about em meanwhile they are nevuh do the same thing even once. Their never to pay me back a little bit attention. Fuck!,Likely I have to be to stop join any tweet comments to whom they are who been i follows. No more adrian! You dont have to ... I most too often fuckin care about em meanwhile they are nevuh do the same thing even events. Their Never to pay me back a little bit attention. Fuck!,Kemungkinan saya harus mulai berhenti bergabung dengan komentar tweet apa pun kepada siapa mereka yang saya ikuti. Tidak ada lagi Adrian! Anda tidak perlu .. Saya kebanyakan terlalu sering peduli tentang mereka sementara mereka nevuh melakukan hal yang sama bahkan sekali. Mereka tidak pernah membayar saya sedikit perhatian. Saudara!,Negatif,likely i have to began to stop join any tweet comments to whom they are who been i follows. no more adrian! you dont have to.. i mostly too often **** care about em meanwhile they are nevuh do the same thing even once. their never to pay me back a little bit attention. ****!,kemungkinan besar saya harus mulai berhenti bergabung dengan komentar tweet apa pun yang saya ikuti. tidak ada lagi Adrian! kamu tidak perlu.. aku terlalu sering peduli pada mereka sementara mereka tidak pernah melakukan hal yang sama sekali pun. mereka tidak pernah memberiku sedikit pun perhatian. ****!,I will most likely have to start unjoining the comments of any tweets I follow. no more Adrian! you don't need to.. I care about them too often while they never do anything at all. they never gave me the slightest bit of attention. ****!
140,😭😭😭 kalo sampe denial tuh gimana y.. https://t.co/AL9IqSOZmI,"&TE if you arrive Denial, how about y .. https://t.co/al9iqsozmi",😭😭😭 Kalo Sampe Denial tuh gimana y .. https://t.co/al9iqsozmi,Negatif,:loudly_crying_face::loudly_crying_face::loudly_crying_face: kalo sampe denial tuh gimana y..,:loudly_crying_face::loudly_crying_face::loudly_crying_face: kalo sampe denial tuh gimana y..,:loudly_crying_face::loudly_crying_face::loudly_crying_face: what if you get in denial...
1699,Healing🌱👼  @BTS_twt,Healing🌱👼  @Bts_twt,Penyembuhan🌱👼  @BTS_TWT,Positif,healing:seedling::baby_angel:,penyembuhan:bibit::baby_angel:,healing:seed::baby_angel:
2354,"Kadang capek. Apa lagi mood swing muncul. Setiap mau ketemu orang sesak aja. Ingin istirahat. Tetapi, kita harus keluar untuk bertatap muka. Sesak enggak sih.","Sometimes tired. What's more mood swing appears. Every time I want to meet people tight. Want to take a rest. However, we have to go out to meet face to face. Shortness isn't it.","KADANG CAPEK. APA Lagi Mood Swing Muncul. Setiap Mau Ketemu Orang Sesak Aja. Ingin Istirahat. Tetapi, Kita Harus Keluar Unktatap Muka. SESAK ENGGAK SIH.",Negatif,"kadang capek. apa lagi mood swing muncul. setiap mau ketemu orang sesak aja. ingin istirahat. tetapi, kita harus keluar untuk bertatap muka. sesak enggak sih.","kadang capek. apa lagi mood swing muncul. setiap mau ketemu orang sesak aja. ingin istirahat. tapi, kita harus keluar untuk bertatap muka. sesak enggak sih.","sometimes tired. What's more, mood swings appear. Every time I want to meet people, I'm crowded. want to rest. but, we have to come out to meet face to face. is it tight or not?"
5048,Your typical relatable twat @kangarioo https://t.co/DZl7A9hQ1a,Your typical relatable twat @kangarioo https://t.co/dzl7a9hq1a,Twat khas Anda @kangarioo https://t.co/dzl7a9hq1a,Netral,your typical relatable ****,**** khasmu yang menyenangkan,your typical delightful ****
1662,healing sih,Healing anyway,penyembuhan sih,Netral,healing sih,penyembuhan sih,healing
778,Bye twitter. See you again.  I need to rest for while :),Bye Twitter. See you again.  I need to rest for while :),Bye Twitter. Sampai jumpa lagi.  Saya perlu istirahat untuk sementara :),Netral,bye twitter. see you again. i need to rest for while :),selamat tinggal twitter. sampai jumpa lagi. aku perlu istirahat sebentar :),goodbye twitter. see you again. I need to rest for a while :)
1466,Halo kamu yg kmrn minta aku rajin2 post konten si uwew… nih aku post nih mumpung dia lg nakal dan clingy… udh siap2 mau lompat itu dia eh kefoto dan hasilnya bagus… ❤️ https://t.co/xVGHaC4RSc,"Hello you who have asked me to be diligent in posting the content of the uwew ... here I post this while he is naughty and clingy ... already ready to jump, he is a photo and the results are good ... ❤️ https://t.co/xvghac4rsc",Halo Kamu yg kmrn minta aKu rajin2 post konten si uwew… nih aKu post nih mumpung dia lg nakal dan clingy… udh siap2 mau lompat itu dia eh eh kefoto dan hasilnya BAGUS… ❤️ https:/// //////,Positif,halo kamu yg kmrn minta aku rajin2 post konten si uwew… nih aku post nih mumpung dia lg nakal dan clingy… udh siap2 mau lompat itu dia eh kefoto dan hasilnya bagus… :red_heart:,halo kamu yg kmrn minta aku rajin2 post konten si uwew… nih aku post nih mumpung dia lg nakal dan clingy… udh siap2 mau lompat itu dia eh kefoto dan hasilnya bagus… :red_heart:,"hello, those of you who asked me to diligently post uwew's content... I'll post this while he's being naughty and clingy... he's ready to jump and he's taking photos and the results are good... :red_heart:"
1229,Flexing..... https://t.co/iBHNXBrcsu,Flexing ..... https://t.co/ibhnxbrcsu,FLEXING ..... https://t.co/ibhnxbrcsu,Netral,flexing.....,pamer.....,show off.....
3165,Napa mood swing bgt hari ini 😭,Napa mood swing really today 😭,Napa suasana hati ayunan bgt Hari ini 😭,Negatif,napa mood swing bgt hari ini :loudly_crying_face:,napa mood swing bgt hari ini :loudly_crying_face:,why is the mood swing so big today :loudly_crying_face:
1096,Emng gini si ya klo ig di private. Orang2 pada kepo,"I don't know, if IG is private. People on kepo",Emng gini si ya klo ig di private. KEPO ORANG2 PAYA,Negatif,emng gini si ya klo ig di private. orang2 pada kepo,emng gini si ya klo ig di private. orang2 pada kepo,That's how it is when IG is private. people are confused
178,2021 ku CodJajanHealingPiknikGolek duit https://t.co/ttR0gbPd5U,2021 Ku Codjajanhealingpiknikgolek money https://t.co/ttr0gbpd5u,2021 KU codjajanhealingpiknikgolek duit https://t.co/ttr0gbpd5u,Netral,2021 ku codjajanhealingpiknikgolek duit,2021 ku codjajanhealingpiknikgolek duit,2021 I'm codjajanhealingpiknikcollecting money
2651,Lagi pesen makanan eh ujan gede banget. Malah overthinking mas ojol. Kesian.,"Again order food eh really big test. In fact, Ojol Mas Ojol overthinking. Troubled.",Lagi Pesen Makanan Eh Ujan Gede Banget. Malah terlalu banyak berpikir Mas ojol. Kesian.,Negatif,lagi pesen makanan eh ujan gede banget. malah overthinking mas ojol. kesian.,lagi pesen makanan eh ujan gede banget. malah overthinking mas ojol. kesian.,"I'm ordering food, but it's really raining. even overthinking, bro ojol. sorry."
4300,tadi mau teriak sekenceng2nya di rumah but somehow gajadi nanka Tuhan aneh di saat ada orang yg bikin menyerah sama hidup ada mereka yang bisa diajak menertawakan hidup,I wanted to shout as fast as he could at the house but somehow gajadi Nanka God is strange When there are people who make up with life There are those who can be invited to laugh at life,tadi mau teriak sekenceng2nya di ruci tapi entah bagaimana gajadi Nanka Tuhan Aneh Di saat Ada Orang Yg Bikin Menyerah Sama Hidup Ada Mereka Yang Bisa Diaajak Menertawakan Hidup,Positif,tadi mau teriak sekenceng2nya di rumah but somehow gajadi nanka tuhan aneh di saat ada orang yg bikin menyerah sama hidup ada mereka yang bisa diajak menertawakan hidup,tadi mau teriak sekenceng2nya di rumah tapi entah kenapa gajadi nanka tuhan aneh di saat ada orang yg bikin menyerah sama hidup ada mereka yang bisa diajak petualangan hidup,"I wanted to scream as loud as I could at home but for some reason I didn't, God, it's strange that when there are people who make you give up on life, there are those who you can take on life's adventures."
2964,Me literally: https://t.co/IIrxyGpwA2,Me literally: https://t.co/iirxygpwa2,Saya secara harfiah: https://t.co/iirxygpwa2,Netral,me literally:,saya secara harfiah:,me literally:
