Unnamed: 0,tweet,tweet-english,tweet-indo,label,cleaned_tweet,texten,backtranslated_tweet
4234,"Sudah 2 hari overwhelmed dengan informasi dari luar. Bukan bikin semangat insecure iya, kata² ""lo harusnya!"" ""lo jangan gitu lah!"" ""lo gaboleh gitu"" semua katanya manipulatif supaya gue ikut saran semua orang capek beban pikir.","It's been 2 days overwhelmed with information from outside. Not making the spirit of insecure yes, the words ""You should!"" ""Don't be like that!"" ""You're not like that,"" all he said manipulatively so that I followed everyone's advice to think about thinking.","Slahah 2 Hari kewalahan dengan Informasi Dari Luar. Bukan Bikin Semangat Insecure Iya, Kata ² ""Lo Hausnya!"" ""Lo Jangan Gitu Lah!"" ""Lo Gaboleh Gitu"" Semua Katananya Manipulatif Supaya Gue Ikut Saran Semua Orang Capek Beban Pikir.",Negatif,"sudah 2 hari overwhelmed dengan informasi dari luar. bukan bikin semangat insecure iya, kata² ""lo harusnya!"" ""lo jangan gitu lah!"" ""lo gaboleh gitu"" semua katanya manipulatif supaya gue ikut saran semua orang capek beban pikir.","sudah 2 hari kewalahan dengan informasi dari luar. bukan bikin semangat insecure iya, kata² ""lo harusnya!"" ""lo jangan begitu lah!"" ""lo gaboleh begitu"" semua manipulatif maka gue ikut saran katanya semua orang capek beban pikir.","I've been overwhelmed for 2 days with information from outside. It doesn't make you feel insecure, the words ""you should!"" ""Don't be like that!"" ""You can't do that"" everyone was manipulative so I followed the advice they said everyone was tired of thinking about."
4070,"Some people have no idea how embarrassing and cringe the slogan is... only to be so proud shouting it, even at their events. It is like an admission and support for kleptocracy and corruption.  Malu apa?   Bosskurap. https://t.co/HFmDvMQO9r","Some people have no idea how embarrassing and cringe the slogan is ... only to be so proud shouting it, even at their events. It is like an admission and support for kleptocracy and corruption.  Shame what?  Bosskurap. https://t.co/hfmdvmqo9r","Beberapa orang tidak tahu betapa memalukan dan ngeri slogan itu ... hanya untuk begitu bangga meneriakkannya, bahkan di acara mereka. Ini seperti pengakuan dan dukungan untuk kleptokrasi dan korupsi.  Malu APA?  Bosskurap. https://t.co/hfmdvmqo9r",Negatif,"some people have no idea how embarrassing and cringe the slogan is... only to be so proud shouting it, even at their events. it is like an admission and support for kleptocracy and corruption. malu apa? bosskurap.","beberapa orang tidak tahu betapa memalukan dan ngerinya slogan tersebut... hanya dengan bangga meneriakkannya, bahkan di acara-acara mereka. ini seperti pengakuan dan dukungan terhadap kleptokrasi dan korupsi. malu apa? bosskurap.","some people don't know how embarrassing and cringey that slogan is... just proudly shout it, even at their events. this is like an acknowledgment and support of kleptocracy and corruption. embarrassed what? bosskurap."
4508,This is going to be a mouthwatering season involving Liverpool and ManCity. Will it be down to which club more at a disadvantage due to World Cup?  #LIVMCI #CommunityShield,This is going to be a mouthwatering season involving Liverpool and Mancity. Will it be down to which club more at a disadvantage due to world cup? #Livmci #communityshield,Ini akan menjadi musim yang menggiurkan yang melibatkan Liverpool dan Mansity. Apakah akan lebih dari klub mana yang kurang menguntungkan karena Piala Dunia? #Livmci #CommunityShield,Netral,this is going to be a mouthwatering season involving liverpool and mancity. will it be down to which club more at a disadvantage due to world cup?,ini akan menjadi musim yang menggiurkan yang melibatkan liverpool dan mancity. akankah tergantung klub mana yang lebih dirugikan karena piala dunia?,it's going to be a mouth-watering season involving liverpool and mancity. will it depend on which club has more to lose because of the world cup?
4757,"Well I am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster....and tomorrow I hope I get a good news","Well I am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster .... and tomorrow i hope i get a good news","Baik saya bersyukur ""masih"" hidup dan masih di jalur untuk studi saya bahkan begitu banyak hambatan dan drama seperti mengendarai rollercoaster .... dan besok saya berharap saya mendapat kabar baik",Positif,"well i am grateful being ""still"" alive and still on track for my study even so many obstacles and drama like riding a rollercoaster....and tomorrow i hope i get a good news","baiklah aku bersyukur masih ""masih"" hidup dan masih dalam jalur studiku meski banyak rintangan dan drama seperti naik rollercoaster....dan besok kuharap aku mendapat kabar baik","well, I'm grateful that I'm still ""still"" alive and still on my study path even though there are many obstacles and dramas like riding a rollercoaster... and tomorrow I hope I get good news"
2412,"kalo ngomongin kebaikan mereka, mereka lebih baik dr apapun. dah gatau lg kalo ga ada mereka taun ini udah ambyarr💔 thankyouuu bestie(s), yall the beeeesttt in 2021❤️❤️ @paulineyyyyyy @pearldallass https://t.co/ffLx7zaqnK","If you talk about their kindness, they are better than anything. I don't know if there aren't any years, this is already ambyarr💔 Thanksyouuuuuuu (s), yall the beeeesttt in 2021❤️❤️ @paulineyyyyyyyyyyyyyyyyyyyyyyyyyyyy","Kalo Ngomongin Kebaancan Mereka, Mereka Lebih Baik Dr Apapun. DAH GATAU LG KALO GA ADA MEREKA TAUN INI UDAH AMBYARR💔 Terima kasih bestie (s), kalian beeeesttt pada 2021❤️❤️ @Paulineyyyyyy @pearldallass https://t.co/fflx7zaqnk",Positif,"kalo ngomongin kebaikan mereka, mereka lebih baik dr apapun. dah gatau lg kalo ga ada mereka taun ini udah ambyarr:broken_heart: thankyouuu bestie(s), yall the beeeesttt in 2021:red_heart::red_heart:","kalo ngomongin kebaikan mereka, mereka lebih baik dr apapun. dah gatau lg kalo ga ada mereka taun ini udah ambyarr:broken_heart: terima kasih sahabatku, kalian semua yang terbaik di tahun 2021:red_heart::red_heart:","if we talk about their goodness, they are better than anything. I don't know if they weren't there this year it would have been a mess: broken_heart: thank you my friends, you are all the best in 2021: red_heart:: red_heart:"
3487,pagi bestie 🥰,Morning Bestie 🥰,Bestie Pagi 🥰,Positif,pagi bestie :smiling_face_with_hearts:,pagi sahabat :smiling_face_with_hearts:,morning friends :smiling_face_with_hearts:
3963,"Sering banget menertawakan pikiran sendiri , memarahi pikiran sendiri.  Kurang lebih yaa seperti orang gila sii marah², ketawa² sendiri, tapi yaaa menurut ku healing dari keruwetan pikiran salah satunya ya itu . Asiik banget dapet berbincang dengan diri sendiri itu. #Recap2021","Very often laughing at your own mind, scolding your own mind. More or less like a crazy person sii angry, laughing alone, but yeah according to me healing from the complexity of the mind one of them. Asiik really can talk with yourself. #Recap2021","Sering Banget Menertawakan Pikiran Sendiri, Memarahi Pikiran Sendiri. Kurang Lebih Yaa Seperti Orang Gila Sii Marah², Ketawa ² Sendiri, Tapi Yaaa Menuru Ku Penyembuhan Dari Keruwetan Pikiran Salah Satunya Ya Itu. ASIIK BANGET DAPET BERBINCANG DENGAN Diri Sendiri Itu. #Recap2021",Positif,"sering banget menertawakan pikiran sendiri , memarahi pikiran sendiri. kurang lebih yaa seperti orang gila sii marah², ketawa² sendiri, tapi yaaa menurut ku healing dari keruwetan pikiran salah satunya ya itu . asiik banget dapet berbincang dengan diri sendiri itu.","sering banget memikirkan pikiran sendiri , memarahi pikiran sendiri. kurang lebih yaa seperti orang gila sii marah², ketawa² sendiri, tapi yaaa menurut ku healing dari keruwetan pikiran salah satunya ya itu . asiik banget dapet berbincang dengan diri sendiri itu.","I often think about my own thoughts, scold my own thoughts. I'm more or less like a crazy person, angry, laughing to myself, but I think healing from complicated thoughts is one of them. It's really fun to talk to yourself."
3134,My other personality just now blocked my very first crush from mid school like lol bye bitch 👋🏻,My other personality just now blocked my very first crush from mid school like lol bitch 👋🏻,Kepribadian saya yang lain baru saja memblokir naksir pertama saya dari sekolah tengah seperti lol bye jalang 👋🏻,Negatif,my other personality just now blocked my very first crush from mid school like lol bye **** :waving_hand_light_skin_tone:,kepribadianku yang lain baru saja memblokir gebetan pertamaku sejak SMP seperti lol bye **** :waving_hand_light_skin_tone:,my other personality just blocked my first crush since middle school like lol bye **** :waving_hand_light_skin_tone:
4026,Sik ujan padahal rumah bestie ku dkt dri rumah ku😃,SIK UJAN even though my bestie house is from my house,Sik Ujan padahal rumah bestie ku dkt dri rumah ku😃,Netral,sik ujan padahal rumah bestie ku dkt dri rumah ku:grinning_face_with_big_eyes:,sik ujan padahal rumah sahabat ku dkt dri rumah ku:grinning_face_with_big_eyes:,it's raining even though my best friend's house is not far from my house: grinning_face_with_big_eyes:
3040,Mikirin&gt;overthinking&gt;ga tidur~,Thinking & gt; overthinking & gt; don't sleep ~,Mikirin & gt; overhinking & gt; ga tidur ~,Negatif,mikirin&gt;overthinking&gt;ga tidur~,mikirin&gt;overthinking&gt;ga tidur~,thinking&gt;overthinking&gt;not sleeping~
379,"Although I prefer PSG or Madrid to win Champions League, I can see there’s silver lining if City ended up winning this elusive trophy: Pep will feel content, and hopefully complete his mission there.The guy is bloody genius. Not good for us 😅 @ManUtd","Altogh I prefer PSG or Madrid to Win Champions League, I can see there's silver lining if city ended up winning this elusive trophy: Pep Will Feel Content, and Hopeful Complete His Mission There.The is Bloody Genius. Not good for us 😅 @manutd","Meskipun saya lebih suka PSG atau Madrid untuk memenangkan Liga Champions, saya dapat melihat ada lapisan perak jika City akhirnya memenangkan trofi yang sulit dipahami ini: Pep akan merasa puas, dan mudah -mudahan menyelesaikan misinya di sana. Orang itu jenius berdarah. Tidak baik untuk kita 😅 @manutd",Positif,"although i prefer psg or madrid to win champions league, i can see there's silver lining if city ended up winning this elusive trophy: pep will feel content, and hopefully complete his mission there.the guy is bloody genius. not good for us :grinning_face_with_sweat:","Meskipun saya lebih memilih PSG atau Madrid untuk memenangkan Liga Champions, saya bisa melihat ada hikmahnya jika City akhirnya memenangkan trofi yang sulit dipahami ini: Pep akan merasa puas, dan semoga menyelesaikan misinya di sana. Pria itu sangat jenius. tidak baik untuk kita :nyengir_wajah_dengan_keringat:","While I'd prefer PSG or Madrid to win the Champions League, I can see a silver lining if City finally win this elusive trophy: Pep will be satisfied, and hopefully completed his mission there. The man is such a genius. not good for us :grinning_face_with_sweat:"
3057,Mo nanges gue beli ginian. For me it's pricey but for some people is quite affordable. Actually I can afford it but I have to save my fucking money first just to buy this perfume.  Untungnya buy 1 get 1 free jadi ngga terlalu nyesek deh yaak. https://t.co/nxUHFcm4gd,Mo Nanges I bought this. For me it's pricey but for some people is quite affordable. Actually I can afford it but I have to save my fucking money first just to buy this perfume.  Luckily Buy 1 Get 1 Free so it's not too sorry. https://t.co/nxuhfcm4gd,Mo nanges gue beli ginian. Bagi saya itu mahal tetapi bagi sebagian orang cukup terjangkau. Sebenarnya saya mampu membelinya tetapi saya harus menghemat uang saya terlebih dahulu hanya untuk membeli parfum ini.  Untungnya membeli 1 dapatkan 1 jadi gratis ngga terlalu nyesek deh yaak. https://t.co/nxuhfcm4gd,Negatif,mo nanges gue beli ginian. for me it's pricey but for some people is quite affordable. actually i can afford it but i have to save my **** money first just to buy this perfume. untungnya buy 1 get 1 free jadi ngga terlalu nyesek deh yaak.,mo nanges gue beli ginian. bagi saya itu mahal tapi bagi sebagian orang cukup terjangkau. sebenarnya aku mampu membelinya tapi aku harus menabung uangku terlebih dahulu hanya untuk membeli parfum ini. Suatu saat beli 1 gratis 1 jadi ngga terlalu nyesek deh yaak.,You can't wait to buy this. for me it is expensive but for some people it is quite affordable. actually I can afford it but I have to save my money first just to buy this perfume. One day buy 1 get 1 free so it won't be too much of a shame.
3461,P Need bestie,P Need Bestie,P Butuh bestie,Netral,p need bestie,aku butuh sahabat,I need a friend
313,Akhir tahun ini ditutup dengan deep talk🌝,The end of this year is closed with Deep Talk🌝,Akhir Tahun Ini Ditutup Dengan Deep Talk🌝,Netral,akhir tahun ini ditutup dengan deep talk:full_moon_face:,akhir tahun ini ditutup dengan deep talk:full_moon_face:,the end of this year closed with a deep talk:full_moon_face:
239,"Abis deep talk sm abri soal inves, yaa Allah tergiur. Daripada lari ke album sm kertas ganteng kan yaaa???","After Deep Talk SM ABRI about investing, yeah God is tempted. Instead of running to the album SM Paper handsome right ???","Abis Deep Talk Sm Abri Soal Inves, Yaa Allah Tergiur. Daripada Lari Ke Album SM Kertas Ganteng Kan Yaaa ???",Netral,"abis deep talk sm abri soal inves, yaa allah tergiur. daripada lari ke album sm kertas ganteng kan yaaa???","abis deep talk sm abri soal inves, yaa allah tergiur. daripada lari ke album sm kertas ganteng kan yaaa???","After a deep talk with Abri about investing, oh my God I was tempted. instead of running to albums with handsome paper, right???"
1820,"Hp udah ditaroh biar bisa cepet tidur, eh kok random tiba tiba kepikiran, kuda kenapa harus dikasi tapal kuda dari yg biasanya dari baja? Apa ngga sakit? Apa ngga risih? Nempelinnya pake apa? Dipaku? Di lem? Ampe setengah jam gajadi tidur malah kepo. Trus akhirnya searching","The cellphone has been marketed so I can sleep quickly, eh how come the random suddenly thinks, the horse is why should the horseshoe be given from the usual steel? Doesn't it hurt? Isn't it uncomfortable? What are you using? Nailed? In glue? Ampe half an hour when I sleep instead. Then finally searching","Hp udah ditaroh biar bisa cepet tidur, eh kok acak tiba tiba kepikiran, kuda kenapa harang dikasi tapal kuda dari yg biasanya Dari baja? APA NGGA SATIT? APA NGGA RISIH? Nempelinnya Pake APA? Dipaku? Di Lem? AMPE SETENGAH JAM GAJADI TURUR MALAH KEPO. TRUS AKHIRNYA MENCARI",Negatif,"hp udah ditaroh biar bisa cepet tidur, eh kok random tiba tiba kepikiran, kuda kenapa harus dikasi tapal kuda dari yg biasanya dari baja? apa ngga sakit? apa ngga risih? nempelinnya pake apa? dipaku? di lem? ampe setengah jam gajadi tidur malah kepo. trus akhirnya searching","hp udah ditaroh biar bisa cepet tidur, eh kok random tiba tiba kepikiran, kuda kenapa harus dikasi tapal kuda dari yg biasanya dari baja? apa ngga sakit? apa ngga risih? nempelinnya pake apa? dipaku? di lem? ampe setengah jam gajadi tidur malah kepo. trus akhirnya mencari","I've put the cellphone on so I can sleep quickly, but why does random suddenly think, why do horses have to be given horseshoes instead of the ones that are usually made of steel? doesn't it hurt? isn't it uncomfortable? what do you attach it to? nailed? on glue? After half an hour I couldn't sleep, I was confused. then finally look for it"
88,#BlokirKominfoThe reason I am not mad is probably that my whole life I played only mobile games and a lot of it. So this shit basically doesn't get me mad because I only play mobile games that aren't banned here.,#Blokirkominfothe reason i am not mad is probably that my whole life i played only mobile games and a lot of it. So this shit basically doesn't get me mad because I only play mobile games that aren't banned here.,#Blokirkominfothe Alasan saya tidak marah mungkin seumur hidup saya hanya bermain game mobile dan banyak. Jadi omong kosong ini pada dasarnya tidak membuat saya marah karena saya hanya bermain game mobile yang tidak dilarang di sini.,Negatif,reason i am not mad is probably that my whole life i played only mobile games and a lot of it. so this **** basically doesn't get me mad because i only play mobile games that aren't banned here.,"Alasan saya tidak marah mungkin karena sepanjang hidup saya, saya hanya bermain game seluler dan banyak lagi. jadi ini pada dasarnya tidak membuat saya marah karena saya hanya memainkan game mobile yang tidak dilarang di sini.",The reason I'm not angry is probably because all my life I've only played mobile games and more. so this basically doesn't make me angry because I only play mobile games that are not banned here.
1972,"I will never able to kiss u on ur forhead anymore and i can't even look at you at your last time, im a terible mom but i've doing my best, i love u forever ciki. Ur my sweetest anabul i've ever had💖","I will never be able to kiss u on ur forhead anymore and i can't even look at you at your last time, im a borne mom but I've done my best, I love u forever ciki. Ur my sweetest anabul I've ever had💖","Aku tidak akan pernah bisa menciummu di forhead kamu lagi dan aku bahkan tidak bisa melihatmu di terakhir kalinya, aku seorang ibu tery tapi aku telah melakukan yang terbaik, aku mencintaimu selamanya ciki. Ur anabul saya yang paling manis yang pernah saya miliki",Positif,"i will never able to kiss u on ur forhead anymore and i can't even look at you at your last time, im a terible mom but i've doing my best, i love u forever ciki. ur my sweetest anabul i've ever had:sparkling_heart:","aku tidak akan pernah bisa mencium keningmu lagi dan aku bahkan tidak bisa melihatmu di saat terakhirmu, aku seorang ibu yang buruk tapi aku sudah melakukan yang terbaik, aku mencintaimu selamanya ciki. kamu anabul termanis yang pernah kumiliki:sparkling_heart:","I can never kiss your forehead again and I can't even see you in your last moments, I'm a bad mother but I've done my best, I love you forever ciki. you're the sweetest little girl I've ever had:sparkling_heart:"
1647,"Healing murah ya,, healing sambil kerja mungkin itu dulu yg bisa di lakukan 🥀 https://t.co/2pg2NHvljK","Healing cheap ,, healing while working maybe that's what you can do first 🥀 https://t.co/2pg2nhvljk","Penyembuhan murah ya ,, penyembuhan SAMBIL KERJA MUMKKIN ITU DULU YG BISA DI LAKUKAN 🥀 https://t.co/2pg2nhvljk",Positif,"healing murah ya,, healing sambil kerja mungkin itu dulu yg bisa di lakukan :wilted_flower:","healing murah ya,, healing sambil kerja mungkin itu dulu yg bisa dilakukan :wilted_flower:","cheap healing, yes, healing while working is probably what can be done in the past :wilted_flower:"
2266,Jangan lupa photo jare Healing.!!! @7potret  .  .  #model #photo #storywa #story #photography #photoshoot #photocloseup #photooftheday @ Photo grafer https://t.co/DwVTRFiOms,Don't forget Photo Jare Healing. !!! @7potret  .  .  #model #photo #storywa #story #photography #photoshoot #photoCloseup #photooftheday @ photo grapher https://t.co/dwvtrfioms,JANGAN LUPA Foto Jare Healing. !!! @7potret  .  .  #model #photo #storywa #story #photography #photoshoot #photocloseup #photooftheday @ foto grafer https://t.co/dwvtrfioms,Netral,jangan lupa photo jare healing.!!! . . @ photo grafer,jangan lupa foto jare healing.!!! . . @fotografer,Don't forget to take photos of the healing jar.!!! . . @photographer
2369,Kadang2 hype nya fujo matiin minat urg yg mau nntn samting yang even I've already know that's sh*it is good...  What a turn off :'(,Sometimes the hype is Fujo to turn off the urgent interest who wants to samting who even I've been Already knowing that's sh*it is good ...  What a turn off: '(,Katan2 hype nya fujo matiin minat urg yg mau nntn samting yang bahkan aku sudah tahu itu sh*itu bagus ...  Sungguh mematikan: '(,Negatif,kadang2 hype nya fujo matiin minat urg yg mau nntn samting yang even i've already know that's sh*it is good... what a turn off :'(,kadang2 hype nya fujo matiin minat urg yg mau nntn samting yang padahal aku udah tau itu sial*baguslah.. matikan apa :'(,"Sometimes the hype about Fujo turns off the interest of people who want to watch Samting, even though I already know it's shit* it's good... turn it off what :'("
2839,Malem2 overthinking gaenak bgt sumpah,Malem2 overthinking gaenak really oath,Malem2 Overinking Gaenak Bgt Sumpah,Negatif,malem2 overthinking gaenak bgt sumpah,malem2 overthinking gaenak bgt sumpah,"Overthinking at night isn't really good, I swear"
1909,I know it's hard to keep an open heart When even friends seem out to harm you But if you could heal a broken heart Wouldn't time be out to charm you  Sial .. aku terbawa suasana,I know it's hard to keep an open heart When even friends seem out to harm you But if you could heal a broken heart Wildn't time be out to charm you  Damn .. I was carried away,Saya tahu sulit untuk menjaga hati yang terbuka Saat bahkan teman sepertinya menyakiti Anda Tetapi jika Anda bisa menyembuhkan hati yang hancur Tidak akan waktu untuk memikat Anda  Sial .. aku terbawa suasana,Negatif,i know it's hard to keep an open heart when even friends seem out to harm you but if you could heal a broken heart wouldn't time be out to charm you sial .. aku terbawa suasana,"Aku tahu sulit untuk menjaga hati tetap terbuka ketika bahkan teman tampaknya ingin menyakitimu, tetapi jika kamu bisa menyembuhkan hati yang patah, tidak akan ada waktu untuk memikatmu sial .. aku terbawa suasana","I know it's hard to keep an open heart when even friends seem to want to hurt you, but if you can heal a broken heart, there'll be no time to charm you damn.. I'm getting carried away"
3874,Selamat sahur bestie.  🤤🤤  Sengaja sahur lebih awal biar bisa tidur lebih lama 😁  👌 Mayan bangun2 subuh. https://t.co/Fb8yDSnUd6,Congratulations Sahur Bestie. 🤤🤤  Deliberately dawn earlier so he can sleep longer 😁 👌 Mayan wake up at dawn. https://t.co/fb8ydsnud6,Selamat Sahur Bestie. 🤤🤤  Sengaja Sahur Lebih Awal Biar Bisa Tidur Lebih Lama 😁 👌 Maya Bangun2 SubUh. https://t.co/fb8ydsnud6,Netral,selamat sahur bestie. :drooling_face::drooling_face: sengaja sahur lebih awal biar bisa tidur lebih lama :beaming_face_with_smiling_eyes: :OK_hand: mayan bangun2 subuh.,selamat sahur sahabat. :drooling_face::drooling_face: sengaja sahur lebih awal biar bisa tidur lebih lama :beaming_face_with_smiling_eyes: :OK_hand: mayan bangun2 subuh.,happy sahur friends. :drooling_face::drooling_face: deliberately dawn early so I can sleep longer :beaming_face_with_smiling_eyes: :OK_hand: mayan wake up at dawn.
4907,"Wkwkwkwk, not even the slightest attempt to apologize for riding on racist sentiments 5 years ago. What a complete douche.  Kalo lo baru 5 taun yg lalu doyan nyerempet2 rasisme buat dukung calon lo terus skrg sok2an anti-rasisme at least punya malu dikit kek buat minta maaf 🤣 https://t.co/cpEsoJnFGV","Wkwkwkwk, not even the slightstest attitch to apology for riding on racist sentiments 5 years ago. What a complete douche.  If you have only been 5 years ago, fond of racism to support your candidates, and now, anti-racism at least have shame to apologize 🤣 https://t.co/cpesojnfgv","WKWKWKWK, bahkan upaya sekecil apa pun untuk meminta maaf karena mengendarai sentimen rasis 5 tahun yang lalu. Sungguh douche yang lengkap.  Kalo Lo Baru 5 taun yg lalu doyan nyerempet2 rasisme buat dukung calon lo terus skrg sok2an anti-rasisme setidaknya punya malu dikit kek minta maaf 🤣 https://t.co/cpesojnfgvvv 🤣 https://t.co/cpesojnfgvvv",Negatif,"wkwkwkwk, not even the slightest attempt to apologize for riding on racist sentiments 5 years ago. what a complete ****. kalo lo baru 5 taun yg lalu doyan nyerempet2 rasisme buat dukung calon lo terus skrg sok2an anti-rasisme at least punya malu dikit kek buat minta maaf :rolling_on_the_floor_laughing:","wkwkwkwk, tak sedikitpun ada upaya untuk meminta maaf karena menumpang sentimen rasis 5 tahun lalu. sungguh sialan. kalo lo baru 5 tahun yg lalu doyan nyerempet2 rasisme buat dukung calon lo terus skrg sok2an anti-rasisme setidaknya punya malu dikit kek buat minta maaf :rolling_on_the_floor_laughing:","hahahaha, there was not the slightest attempt to apologize for sharing racist sentiments 5 years ago. really damn. If only 5 years ago you were fond of attacking racism to support your candidate and now you pretend to be anti-racist, at least you have a little shame in apologizing :rolling_on_the_floor_laughing:"
1967,I was today years old when I found out that Wu-Tang clan's C.R.E.A.M actually stands for Cash Rules Everything Around Me.,I was today years old when I found out that wu-tang clan's c.r.e.a.m actually stands for cash rules everything around me.,Saya hari ini berusia tahun-tahun ketika saya mengetahui bahwa Wu-Tang Clan's C.R.E.A.M sebenarnya adalah singkatan dari aturan tunai segala sesuatu di sekitar saya.,Netral,i was today years old when i found out that wu-tang clan's c.r.e.a.m actually stands for cash rules everything around me.,Aku berumur beberapa tahun hari ini ketika aku mengetahui bahwa krim klan Wu-tang sebenarnya berarti uang tunai yang mengatur segala sesuatu di sekitarku.,I was a few years old today when I learned that the cream of the Wu-tang clan actually meant the cash that ruled everything around me.
2680,layangan putus worth ga sih buat di tamatin? wkwkwkwk kepo dah,The kites broke up worth it to finish? wkwkwkwk kepo dah,Layangan Putus Worth Ga Sih Buat Di Tamatin? wkwkwkwk kepo dah,Netral,layangan putus worth ga sih buat di tamatin? wkwkwkwk kepo dah,layangan putus worth ga sih buat di tamatin? wkwkwkwk kepo dah,Is the broken kite worth finishing? hahahaha I'm curious
3353,oPeN mInDeD https://t.co/YWjZGbArqi,Open Minded https://t.co/ywjzgbarqi,Open Minded https://t.co/ywjzgbarqi,Negatif,open minded,berpikiran terbuka,open minded
3859,Sekarang whatever up to you.,Now whatever up to you.,Sekarang terserah Anda.,Netral,sekarang whatever up to you.,sekarang terserah padamu.,now it's up to you.
1787,"Honestly, i just want to sleep right now","Honestly, i just want to sleep right now","Jujur, saya hanya ingin tidur sekarang",Netral,"honestly, i just want to sleep right now","jujur, aku hanya ingin tidur sekarang","Honestly, I just want to sleep now"
2868,Manifesting lain kali kalo ke indo konser aja pls🥲🤲🏻,Manifesting next time if you go to indo concert just pls🥲🤲🏻,Memanifestasikan Lain Kali Kalo Ke Indo Konser Aja Pls🥲🤲🏻,Netral,manifesting lain kali kalo ke indo konser aja pls:smiling_face_with_tear::palms_up_together_light_skin_tone:,manifesting lain kali kalo ke indo konser aja tolong:smiling_face_with_tear::palms_up_together_light_skin_tone:,manifesting next time if you go to an Indo concert please:smiling_face_with_tear::palms_up_together_light_skin_tone:
3019,Mentally exhausted to the point gue nangis perkara hal sepele banget: laundryan kecampur. Packing sambil nangis karena ngerasa diri sendiri useless bgt kok bisa-bisanya laundry-annya kecampur.,Mentally exhausted to the point I cried the case very trivial: Laundryan Mixed. Packing while crying because you feel yourself useless really how can the laundry be mixed.,Secara mental kelelahan sampai pada titik Gue Nangis Perkara Hal Sepele Banget: Laundryan Kecampur. Mengemas SAMBIL NANGIS KARENA NGERASA Diri Sendiri Tidak berguna Bgt kok bisa-bisanya Laundry -nya Kecampur.,Negatif,mentally exhausted to the point gue nangis perkara hal sepele banget: laundryan kecampur. packing sambil nangis karena ngerasa diri sendiri useless bgt kok bisa-bisanya laundry-annya kecampur.,kelelahan mental sampai-sampai gue nangis hal hal sepele banget: laundryan kecampur. packing sambil nangis karena ngerasa diri sendiri percuma bgt kok bisa-bisanya laundry-nya kecampur.,"I was mentally exhausted to the point that I cried over very trivial things: mixed up laundry. packing while crying because I feel like I'm useless, how come the laundry gets mixed up."
2548,Kepo dong https://t.co/lZkmJdASRy,Kepo Dong https://t.co/lzkmjdasry,Kepo dong https://t.co/lzkmjdasry,Netral,kepo ****,kepo ****,nosy ****
1027,Does it make sense that a person can feel this lonely even after meet bunch of people?,Does it make sense that a person can feel this lonely even after meet bunch of people?,Apakah masuk akal bahwa seseorang dapat merasakan ini kesepian bahkan setelah bertemu banyak orang?,Netral,does it make sense that a person can feel this lonely even after meet bunch of people?,Apakah masuk akal kalau seseorang bisa merasa kesepian bahkan setelah bertemu banyak orang?,Does it make sense that someone could feel lonely even after meeting lots of people?
2980,Meet up with bestie 🥰 @shwlsky @ikasajadeh @__jejeya https://t.co/ELfD4CZOJD,Meet up with bestie 🥰 @shwlsky @ikasajadeh @__jejeya https://t.co/elfd4czojd,Bertemu dengan bestie 🥰 @shwlsky @ikasajadeh @__jejeya https://t.co/elfd4czojd,Positif,meet up with bestie :smiling_face_with_hearts:,bertemu dengan sahabat :smiling_face_with_hearts:,meeting friends :smiling_face_with_hearts:
4607,"Truth is as straight as an arrow, while a lie swivels like a snake....-Suzy Kassem- . 📷 : Nokia 5.4  @NokiaMobile  . #Nokiamobile #Nokiamobilelive #Shotonnokia https://t.co/Wy4kotBOO3","Truth is as straight as an arrow, While a Lie Swivels Like a Snake ....- Suzy Kassem- . 📷: Nokia 5.4 @Nokiamobile . #Nokiamobile #nokiamobikelive #shotonnokia https://t.co/wy4kotboo3","Kebenaran adalah sejajar panah, sedangkan kebohongan berputar seperti ular ....- suzy kassem- . 📷: Nokia 5.4 @Nokiamobile . #Nokiamobile #nokiamobileLive #shotonnokia https://t.co/wy4kotboo33",Netral,"truth is as straight as an arrow, while a lie swivels like a snake....-suzy kassem- . :camera: : nokia 5.4 .","kebenaran itu lurus seperti anak panah, sedangkan kebohongan berputar seperti ular....-suzy kassem- . :kamera: :nokia 5.4 .","The truth is straight like an arrow, while a lie twists like a snake....-Suzy Kassem-. :camera: :nokia 5.4 ."
1851,"I believe in you God, and I'm sure one day I will feel happy again even though I don't know when.","I believe in you God, and I'm sure one day I will feel happy again even though I don't know when.","Saya percaya pada Anda Tuhan, dan saya yakin suatu hari saya akan merasa bahagia lagi meskipun saya tidak tahu kapan.",Positif,"i believe in you ****, and i'm sure one day i will feel happy again even though i don't know when.","aku percaya padamu ****, dan aku yakin suatu hari nanti aku akan merasakan kebahagiaan lagi meski aku tidak tahu kapan.","I believe in you ****, and I'm sure one day I will feel happiness again even though I don't know when."
