cleaned_tweet,label,backtranslated_tweet
di twitter dah banyak yg kepo. gak asik,Negatif,I'm not sure.
dan sahabat gw yg lain cerita dia beneran **** tetangganya pada kepo gara2 di rumah kerjaan dia piyamaan doang tp karyawannya banyak sama kurir dtg terus. sampe tetangganya minta difotoin isi gudang rumah sahabat gw ini. edyaaaan..,Negatif,Dan sahabat gw yang lain cerita dia benar-benar **** tetangganya pada kepo gara2 di rumah kerja dia piyamaan doakan tp karyawannya banyak sama kurir dtg terus. sampai tetangganya minta difotoin isi gudang rumah sahabat gw ini. edyaaaan..
"staycation hemat, mumpung ada ppkm (paket promo kamar murah), ke grand wahid hotel salatiga, bisa jadi pilihan menarik! .",Positif,"Staycation hemat, mumpung ada ppkm (package promo kamar murah), ke grand wahid hotel salatiga, bisa jadi pilihan menarik! ."
"i'm very sorry, yesterday posted something ****. because i was so anxious, confused, and sad. so i did something ****, even though i don't like doing bad posts. i will delete and sorry",Negatif,"I'm so sorry, I posted something **** yesterday. Because I'm so worried, confused, and sad. So I'm doing something ****, even though I don't like doing posting bad. I'm going to delete and sorry."
slowly gather around and make a pattern that sickening,Negatif,Slowly-lahan berkumpul dan membuat pola yang menjijikkan
semangat bestie !,Positif,Get out of here !
"jam jam overthinking mengantarkanku ke pemikiran yg belum pernah terfikirkan, like “oh iya juga ya!” hmmm",Negatif,"I've never thought about it before, like oh yeah, yeah!"
yoongi said “taking a break is not an end. it literally means time for a rest” and i'm really sad because i thought they will take a break maybe half a year or 1yr.. but is it really 2 years??:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:,Negatif,Yoongi says taking a break is not the end. It literally means time for rest and I am very sad because I think they will take a break maybe half a year or 1 year.. but is it really 2 years??:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_
"bisa tidur tenang, tiket udah aman! (even gagal dapet di imax, hari pertama tinggal depan smua) :crying_face:",Positif,"I can sleep in peace, ticket is ready!"
happy birthday bestie akoooh!!!!! gpp lah yaaa telat sehari wkwk,Positif,Happy Birthday friend akoooh!!!!! gpp lah yaaa telat sehari wkwk
narsis cuy,Negatif,Narcissistic cuy
staycation .. gppo cilik seng penting pas di tangan,Positif,Staycation .. gpp cilik seng penting pas di tangan
ekpektasi liburan tahun baru road trip pangandaran tracking ciremai staycation cirebon realita rebahaan selimutan hujan,Negatif,The first year of the festival is the first year of the festival.
"i hope the people at kemenkominfo wake up tomorrow morning and find 10,000 wasps in their underpants. while we wait for that to happen, here's a succulent.",Negatif,"I hope the orang-orang in Kemenkominfo wake up tomorrow morning and find 10,000 wasps in their cellar under them. While we wait for it to happen, this is succulent."
random banget harus ke ho palur urus resign. kelar urusan di ho kepo nyobain trans solo. dari depan kantor kejauhan udah keliat bis non ac ini. auto langsung lambaikan tangan. palur - tirtonadi 5k,Negatif,I'm not sure if I'm going to be able to get a job. I'm not going to be able to get a job.
rise and shine for 2021 :hot_beverage: @ the resident at puri casablanca,Positif,"The first is the new ""Casablanca"""
i have not checked it for some time but did so today and my pedulilindungi app is now working properly showing me as fully vaccinated and boostered. this is going to make entering malls so much easier which may not necessarily be a good thing:thinking_face::beaming_face_with_smiling_eyes:,Positif,I haven't checked for a while but I'm doing it today and applying for care of my skin now works well showing me fully vaccinated and booster.
"i hope august is full of happiness, love, succes, and healing",Positif,"I hope August is full of happiness, love, success, and happiness"
"dari saya sma which is 25 tahun yang lalu, guru saya udah bilang. pak harto itu bikin warganya kaya anak manja. serba di subsidi, lalu duitnya dari mana? y dari utang. tau kan kl dulu punya tipi, punya sepeda dipajakin??? pajak itu dari mana??? y dari rakyat lah. pinter dikit y",Netral,"From my SMA yang 25 years ago, my guru had already said. pak harto itu bikin warganya kaya anak manja. serba di subsidi, lalu duitnya dari mana? dan dari utang. tau kan kl dulu punya tipi, punya sepeda dipajakin??? pajak itu dari mana??? dan dari rakyat lah. pinter dikit y"
"kalo tanya terus udah dikasih tau harus apa harus apa terus langsung dilakuin bahkan searching2 sendiri kan enak ya, daripada tanya karna kepo doang udah dijelasin eh ujung2nya cuma kepo sama keuntungan yg didapet:upside-down_face:",Negatif,"If you ask me what I'm saying, I'll tell you what I'm saying."
jam segini masih aja overthinking. heraann,Negatif,Jam Segini is still too thinking.
manifesting lucas ada di smcu express kwangya :folded_hands::pleading_face:,Positif,Mengungkapkan Lucas Ada di SMcu express kwangya:
"actually, it's been a long time since i wanted to make a report on my progress but for one reason or another it was always delayed. only this time i was able to gather intentions and really record what i'm doing. insyaallah, i will do a report like this everyday-",Positif,"Actually, I've been wanting to make a report about my progress for a long time but because of one reason or another I'm always behind."
"katanya jgn pakai lipstick merah kata bbrp org pdku... nevertheless i prefer using red lip variant than pink or **** color, bcz red is the fav one 아라??",Netral,"She says don't wear lipstick red kata bbrp org pdku... but I prefer to use lip variants red than pink or **** color, bcz red is my favorite one of those??"
overthinking mood on tengah malem:(,Negatif,Overthinking mood in the middle of the afternoon:
"page 365 of 365 dituntut dewasa oleh usia dipaksa kuat oleh keadaan dihukum oleh luka &amp; kecewa. kita punya keinginan, tapi keadaan punya kenyataan. it's okay if this year wasn't how i imagined it to be, i can do better next year even no one stayed when i was at my worst!!!",Positif,"Page 365 of 365 Demanded by the age forced kuat by the situation dihukum by luka &amp; disappointed. we have desires, but the situation has reality."
"simpan dl, kalo ada rezeki lebih kuy staycation",Netral,"Simppanlah, if there is more to live"
craving sweet tooth tp di apt nggak ada sama sekali yg manis2....mau beli tp mager keluar dr apt even turun ke lobby...:grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat:,Netral,I'm not sure if I'm going to be able to get out of the house.
jujurly bgt bangga pada diri gue sendiri sih atas apa yg udah dilewatin selama ini :pleading_face:,Positif,I'm proud of myself for what I've done.
"the last day of 2020, hopefully next year will be even better :palms_up_together::palms_up_together:",Positif,"Hari terakhir tahun 2020, semoga tahun depan akan lebih baik lagi:"
yah ke spill lagi,Negatif,"Yeah, I'm going to be back."
"that's why i never trust someone, even when they call their name a “best friend” :face_vomiting:",Negatif,"That's why I never trusted anyone, even when they called their name as best friend."
"whatever he does always surprises us and makes us even more proud of him, stay healthy naa :red_heart::red_heart:",Positif,"Whatever he does always surprises us and makes us more proud of him, stay healthy naa: red_heart:: red_heart:"
"dear self, u deserve a rest, stop over thinking :slightly_smiling_face: don't be too **** urself. whatever happens, d next phase is always d better one.",Positif,"Dear diri, you deserve to rest, stop thinking: a little_smiley_face: don't be too ****** to yourself. Whatever happens, the next phase is always better."
u'r not kidding around...,Netral,You are not a...
rest in peace. rest in heaven uncle thank you so much for always make all people around the world always smile. one of the best comedian in thailand น้าค่อม,Positif,Rest in peace Rest in heaven paman thank you very much for always making everyone in the whole world always smile One of the best comedians in Thailand
"lately, i just realize that a lot of things i don't know, don't understand, feeling so far from other people achievement, even far from my own dreams. so i did my work at a day, and try to learn a few course at the night, i just don't wanna lose my quarter life.",Positif,"Recently, I realized that there are many things I don't know, I don't understand, I feel so far away from achieving others, even far away from my own dreams. So I do my job every day, and try to learn some courses every night, I just don't want to lose my life as a child."
𝙋𝙖𝙜𝙚 365 𝙤𝙛 365 thank **** for everything that happened this year. hopefully next year will be even better than this year.,Positif,Halaman 365 of 365 thank you for everything that happened this year.
"i meditated for 91 days in a row back in 2014, i think. missed day 92 and never went back to the habit same thing happened while learning spanish lol def not the apps' fault of course, but it is a bit of a pattern",Netral,"I have been meditating for 91 days in a row in 2014, I think. I have been meditating for 92 days and I have never returned to the habit of what happened while learning Spanish lol def is not an error of course, but it is a little bit of a problem"
hai bestie apasih buta warna itu ?? . mempengaruhi dalam segala aktivitas kita ngk sih ?? :face_with_monocle: . simak yuk informasinya .. . . @ yogyakarta,Netral,Haii beste apasih buta warna itu ?? . affecting in all activities of our nk sih ??:face_with_monocle: . simak yuk informasinya .. . @ yogyakarta
"kepo juga kan lu, lagian pake segala ngeghosting. pdhl gue yg punya niat jahat",Negatif,I'm going to do everything I can to get the best of me.
"i feel like i need someone to care abt me recently. too tired to be independent, honestly",Negatif,"I feel like I need someone to care about me lately. Too easy to be independent, honestly."
"ken shows his english capability lately, don't you think? since long ago, he responds english tweets once a while but mostly only thanks or ok or hi. but lately he types more. he never indicates he is good in english but he is!! i'm so happy and proud. :smiling_face_with_hearts:",Positif,"Ken showed his ability to speak English in the last few days, isn't it what you think? Since a long time, he has responded to a tweet in English once-a-season but mostly only thanks or okay or hi. But in the last few days he has learned more."
haha aku kaya cewe2 clingy annoying yg bikin ilpil terus,Negatif,haha aku kaya cewe2 clingy disturbing yang bikin ilpil terus
kepo berlebihan tidak baik,Negatif,I'm not too good
"tetep 10 sihhhh, tidak mengapa sekali bestie asal lebih tinggi darikuu",Netral,I'm not going to be a better person than you.
what is the difference between on and in? which time i can use in and on?,Netral,How much time can I use on Dan?
i'm actually nice person so if im rude to you you probably deserve it,Negatif,"I'm actually a good person so if I'm not in love with you, you might deserve it."
"katanya ini wall pelet buat crush, jadi kalau kita pakai wall ini crush bakal chat &amp; itu semua bohong, karna aku gak punya nomor crush jadi bohong.",Negatif,"She said this wall pelet makes crush, so if we use this wall crush will chat ' it's all bohong, because I don't have a number crush so bohong."
i am still upset. so whatever lah jadwal november i don't care... laporan okt juga gabakal ngingetin lagi..,Negatif,I'm still mad. So whatever the schedule November I don't care... report OK also don't remember anymore..
xixixi aku lagi di titik 0 nie bestie :smiling_face_with_hearts:,Positif,I'm back in the point 0 nie bestie: smile face with hati:
"anyway..what will you do with the rewards? anyway i am pretty sure some people will comment""throw money around"" alias ""foya-foya"" :weary_face:",Negatif,"Anyway... what will you do with the prize? anyway I'm sure some people will comment on ""buang uang"" alias ""foya-foya"""
long weekend saturday (with bestie):check_mark_button: sunday with (family):check_mark_button:,Positif,Saturday weekend (with the best): check_mark_button:
healing is so hard.,Negatif,Mencegakkan is very difficult.
"mau sepeka apapun crush kamu, tapi kalau dia mau sama temanmu ya percuma.",Negatif,"I want to know what you like, but if he wants to be your friend, he's free."
"capek bestie, ya tuhan pengen putus asa aja sama jodoh. ikhlas-ikhlas dah di duluin adek² gw",Negatif,"Capet bestie, yeah tuhan ingin putus asa aja sama jodoh. ikhlas-ikhlas dah di duluin adek2 gw"
"punya rencana staycation, tapi tuh masih lama yaa rencananya tapi udh pengen ngelist, bawa baju berapa ya, bawa makanan apa ya, disana masak apa ya, disana mau ngapain ya. excited bgt bawaannya, semoga sehat2 ya teman2qu :red_heart:",Positif,"I have a plan to stay, but I'm still a long time old, but I want to go to the hospital, get a dress, get a meal, cook, and do something."
"udan udan , dewean nd kos : mangan indomie :cross_mark: overthinking :check_mark_button:",Negatif,"Udan Udan , Dewean and Kos: mangan indomie: cross_mark: overthinking: check_mark_button:"
do whatever you want!,Netral,Do what you want!
somehow it makes sense :face_with_tears_of_joy::face_with_tears_of_joy:,Netral,I don't know how it makes sense.
**** bukannya tidur malah overthinking mikirin ini itu.,Negatif,"Don't sleep, but think too much about this."
:candle::candle::candle::candle::candle::candle::candle::candle::candle:currently manifesting :,Positif,The following is a list of the candle types used in the manufacture of the candle: candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::candle::c
"fren cukup mbok ra gendeng gendeng, aku wes kere tenan nek gur mbok jak i healing trs :loudly_crying_face::loudly_crying_face::loudly_crying_face:",Negatif,"French enough maybe ra geneng geneng, aku wes kere tenan nek gur mbok jak i menyembuhkan trs:"
nerd ?? i prefer the term intellectual badass -,Netral,I like the term intellectual badass.
"i didn't understand about yt rewind actually. don't get me wrong, it's good. but just don't understand the purpose. is it rewinding what's trending on yt or on somewhere else (other streaming platform)?",Negatif,"I don't understand about what you're re-writing actually. Don't get it wrong, it's good. But just don't understand the goal."
i literally stepped out of my comfort zone. the old me wouldnt want to meet new people and socialize. now i have no choice :hot_face::hot_face::hot_face::hot_face:,Negatif,I really want to get out of my comfort zone.
shared lyrics for song probably i can't made it,Netral,I can't do that.
31 des 2020 lepas behel (just for a while),Netral,31 December 2020 lepas behel (hanya sebentar)
"gw lebih prefer kirim cv ke email perusahaan daripada kirim ke email pribadi, klo dikirim ke email pribadi resiko penyalahgunaan datanya lebih besar.",Netral,"I prefer to send CV to the email company than to send to the email person, if sent to the email person risking more data."
flexing workspace sore ini. selamat hari jumat dari alor!,Positif,I'm going to be a little bit more busy.
with my bestie waktu perawatan gigi di tita. discuss n consul bisnis di warung sate kambing.. makasih mysoulmate.,Positif,I'm going to talk to the business counselor in Warung Sat Kambing.
"my smile, you caused that even my tears",Netral,"Senyumku, you're causing it even to scare me"
"njir, diledekin babi ngepet gara2 kasus babi depok. gue emang keliatan banget kaya pengangguran tapi berduit; bangun siang, jalan2 mulu, makan enak2, belanja2, beli motor baru, pulsa unlimited, dll. wooy... garangan tua makanya kerja yg bener, elu kebanyakan kepo idup orang sih:man_facepalming:",Negatif,I'm looking very rich but not very rich. I'm looking very rich but not very rich. I'm looking very rich.
mika's birthday lunch today. you can probably guess where we are...,Netral,I'm going to eat Mika's birthday today.
"terimakasih 2020 bukan tahun yg sempurna tapi tahun yg penuh anugerah. banyak berkat, banyak healing, banyak pencapaian, banyak keajaiban.. makin optimis sama tahun 2021. **** with me. thankyou.",Positif,"Terimakasih 2020 is not a perfect year but a full year of blessings. Many blessings, many blessings, many achievements, many miracles.."
hey ga sabar besok bestie?????????,Netral,Hey ga sabar besok bestie?????????
not even looks like beauty clinic. more like an office,Negatif,It doesn't look like a beauty clinic.
"self healing terbaik adalah tidak melibatkan orang lain, setidaknya tidak ada luka baru yang tercipta",Positif,"The best thing about this is not involving other people, at least not a new one."
"contohnya langsung ngomong to the point ""besok aku ke rumah ya buat lamar kamu""",Netral,"For example, I'm going to talk to you right away."
"berhamburan seperti keripik belut yang jatuh daei meja makan. muballl..., dulu nemenin biasanya healing kl pusing dan jenuh belajar, kalo mau maghrib diburu2 sholat ngajinya biar bisa berangkat mainnya ga pulang kemaleman. sekarang ga ada yg digangguin :loudly_crying_face::loudly_crying_face:",Negatif,I'm not sure if I'm going to be able to get back to work. I'm not sure if I'm going to be able to get back to work.
"the tree of life / sefirot and started telling people it's evidence that the myth of the world tree, i.e. yggdrasil for the norse, was actually inserted by jews into indo-european mythology..",Netral,"pohon kehidupan / Sefirot dan mulai mengatakan kepada orang itu adalah bukti bahwa mitos pohon dunia, yaitu Yggdrasil untuk Norse, sebenarnya dimasukkan oleh orang Yahudi ke dalam mitologi Indo-Eropa.."
"even kakak gue lulus pns, kok gue ga kepikiran sama sekali utk jd pns ya? minimal ada ketertarikan gitu hm",Netral,"Even my brother graduated from PNS, I never thought I'd be a PNS."
harus santuy,Netral,Harus Santuy
"a friend with a psychology background once asked me, why i could write and explain things concisely even though i have since it is atypical. i pondered upon this question for months and now i have a satisfactory answer: i am trained to write from my teenage years.",Netral,A friend of mine who has a background in psychology once asked me why I could write and explain things briefly even though I already do it because it is not normal.
"i mean idk, all i do is giving ppl with the best that i can give. but i rarely ask anything for return (which is good), and for **** sake i'm not gonna ask for any from you unless if i really have to. just one thing that sometimes i really need as a return: don't disturb me.",Netral,"I mean, all I do is give people the best I can give. But I rarely ask anything to return (yang baik), and for **** demi I won't ask anything from you unless I really have to."
"minggu ini strolling around kawasan cihapit. first stop sarapan di “seroja bake” lokal bakery dengan pilihan menu dan rasa yang unik. tadi pesan palova musim buah, roti bakar ala kopitiam,golden latte dan kopi sanger klasik. tempatnya kecil,sederhana,hangat n teduh.menyenangkan:smiling_face_with_hearts:",Positif,"This week I walked around the region of Cipit. First stop breakfast in Seroja bake local bakery with selected menu and rasa yang unique. tadi pesan palova musim buah, roti bakar ala kopitiam, latte emas dan kopi sanger klasik. tempatnya kecil,sederhana,hangat n teduh.menyenangkan: tersenyum_wajah_dengan_hati:"
ppkm uwiso to su arep healing iki lho nyok gemes akutuh hehehe,Negatif,I'm going to make a big deal out of this.
good morning to my lovely sweetie baby bestie,Netral,Good morning to my baby
"setelah ""deep talk"" tadi malem, munculah mata sembap pagi ini :slightly_smiling_face:",Negatif,"After the ""going deep"" talk this afternoon, munculah mata sembap this morning:"
"love baby:kissing_face::kissing_face::kissing_face::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: i can't stop listening to the new song , by featuring and starring of , my trending song choice. ()",Positif,"love baby:kissing_face::kissing_face::kissing_face::smiley_face_with_heart-eyes::smiley_face_with_heart-eyes: saya tidak bisa berhenti mendengarkan lagu baru , dengan menampilkan dan membintangi , pilihan lagu trending saya. ()"
"ditengah maraknya budaya flexing bisa jadi ambisi untuk pengin beli kendaraan mewah, pakaian mahal, sepatu keren, dan barang²/fasilitas mewah lainnya bukan sekedar untuk dipamerkan namun barangkali sebetulnya itu keinginan rasa hormat atau pengin dikagumi atau disegani",Netral,"I want to buy luxury vehicles, expensive clothes, expensive shoes, and other luxury goods."
"one more sweetest girl i know, even though we have to be constrained by language in communicating but so far we are still holding on to greeting each other, janee hahahaha. thank you for sharing your story with me. i love you moreeeee :white_heart::white_heart:",Positif,"There's another beautiful girl I know, although we should be limited by the language in communicating but so far we still hold one of the other for mepa, Janee hahahaha."
"tar jangan salahin, kalo rekap pengajar kaga ada yg ngurus. uda gua bilang kan dari maren, even kita kerja emang bareng2, tapi teteup kudu ada yg ngurus, ada pj nya. kalo kaga ada pj, siapa tu yg mo tj? biar jelas siapanya yg kerja.",Negatif,"Don't get me wrong, if I'm back teaching about what to take care of. I said I can from the ocean, even we work together, but first we have to have something to take care of, there's my pj."
"cara yang paling tepat untuk gk terlalu overthinking sama kejadian masa lalu, emng agak berlebihan tapi menurutku ini sih yang baik untuk dilakukan",Netral,"The best way to do this is not to think too much about what happened in the past, maybe a little too much but I think this is the best thing to do."
"this is the first song that made me know &amp; love korean idols. and b.i caught my attention. since that day i looking for everything about ikon and stand with ikon as ikonic. knowing their struggle to debut, it made me love ikon even more. for now i only support both of u,",Positif,This is the first song that made me know &amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;amp;
who else cry while watching beyonce home coming documentary on netflix?,Netral,Who's crying while watching Beyonce go home?
"gw jg prnah nemu anak superduper bandel gt, di suatu klinik, tembok ditendang2, sol sendalnya dy cap cap in ke tembok, tembok klinik literally putih bersih, jd kotor bgt kna cap2 sendalnya, emaknya main hp aj, si emak jg parah galakkkk bgt k ptugas klinik..",Negatif,"I don't know if I'm going to get a new one, but I'm going to get a new one."
"* this vertigo headache seems won't go away &amp; every time i try to do harder activities, my body will trembling &amp; almost fainted.* my 1st reaction as an old-timer misanthropic &amp; slightly anti-natalist when people around me decided to have 3rd kids &amp; so on... ::neutral_face::neutral_face::neutral_face:",Negatif,"* sakit kepala pusing this seems not going to disappear &amp; amp; every time I try to do activities that are harder, my body will gemetar &amp; amp; almost pingsan.* reaction my first as misantropis lama &amp; amp; a little anti-natalis when orang-orang around me decide to have a third child &amp; amp; etc ... :: neutral_face:: neutral_face:: neutral_face:"
healing mental health,Netral,mental health
"7 years ago, i spend my new years with doing a photoshoot.it's been quite a while since i'm doing a proper shoot. been too busy with work.",Netral,"7 years ago, I spent a new year doing a lot of photography."
maju paling depan. gpp bestie ttp hidup walaupun hancur berkeping-keping :thumbs_up:,Negatif,"I'm the best I've ever been in life, even though I've been broken."
how can you convince others that you are a decent person and strongly opinionated when you can't even properly select the company you'd like to keep with?,Netral,How can you convince others that you are worthy of being strong when you can't even choose the company you want to live with?
"oh dear…. come back all of you… it's up to you to go through bni, mandiri or bca or even from the hands of my boss ~ my cry for my money that went somewhere ……",Negatif,"Oh dear... go back to you all... whatever you go through BNI, mandiri or BCA or even from my boss's hand ~ tangisku for my money that went somewhere ......"
my bestie :sparkles::sparkles:,Netral,The first is the following:
supaya gak overthinking imbangi si thinking dengan doing. -zein permana-,Netral,"So don't think too much, because think with doing."
rich indonesian nibbas living in the us starter pack: - mostly only around cali or nyc - pretending they're valley girls if they're in cali - mostly college students and/or artists - at some point they started a youtube channel about their life in the states,Netral,Nigbas Indonesia kaya yang live in US starter pack: - sebagian besar jalan di sekitar Cali or NYC - berpura-pura mereka adalah gadis lembah jika mereka di Cali - sebagian besar mahasiswa dan / atau seniman - pada suatu titik mereka memulai saluran YouTube tentang kehidupan mereka di negara bagian
"semalam banyak ngobrol sama soal my anxiety, setidaknya lebih lega ya.",Positif,"I've been talking a lot about my anxiety, at least I'm sorry to you."
"ngeliat konten dia kayaknya settingan deh, masa model stranger gak gerak sampe gambarnya selesai which is gambarnya jg bukan model quick sketch",Negatif,"Seeing content she seems to be arranging deh, masa model asing gak gerak sampai gambarnya selesai yang merupakan gambarnya jg bukan model sketsa cepat"
"hari senin tanggal merah fenomena langka, semoga harimu tidak suram, bisa pergi healing healing healing tai kucing hari senin ku :",Negatif,"Hari senin tanggal merah fenomena langka, semoga harimu tidak suram, bisa pergi menyembuhkan penyembuhan penyembuhan tai kucing hari senin ku:"
kalau malam malam mulai overthinking kan,Negatif,If I start thinking too much
bestie since 2020:heart_with_ribbon:,Positif,Bestie since 2020:heart_with_ribbon:
"no, i don't think so, why did you put somebody else at uncomfortable position &amp; demand them to understand your current state of replying text late? yeah, some toxic people sometimes can't even recognize they are toxic themselves with all petty excuses.",Negatif,"No, I don't think so, why do you put someone in a position that isn't comfortable and demand them to understand your situation right now?"
"and i will still be the same me, even though it's a little different now... @ jalur pantura tuban",Negatif,"I will stay with myself, although now it's a little different..."
kalau disuruh tanya dominan gerd atau anxiety nya jawabnya ya kagak tau. karena mereka berdua selalu bersama :face_with_hand_over_mouth:,Negatif,"If you don't want to ask, I'll answer, because they're both always together."
"""aku lagi gamau berhubungan sama siapa² dulu, mau healing""",Negatif,"I'm still in contact with whoever I was, I want to make love to you""."
bantuan terkait menghubungkan nomor ponsel ke akun anda,Netral,Help related to connecting cell phone number to your account
sepertinya notif whatsapp cuma rame krn group bestie dan group kelas sma doang ya bund:pleading_face:,Netral,I'm not sure if I'm going to be able to do this.
"my mom get goosebumps so much when she listen this, i've done showing this cover to my mom and her respon make me crying so much:loudly_crying_face: she loves them and respect their hardwork literally i'm crying so much",Positif,"I was so shocked by the sound of this, I showed this sample to my mother and she made me cry so much."
"happy new years! if you have a resolution, stick it somewhere else because having a new years resolution is for losers. if you want to make a change happen, make it now and don‘t put a date on it. you're not gonna do it anyways. let‘s crush it this year! :red_heart:",Positif,"If you have a resolution, stay in another place because you have a resolution, if you want to make a change, do it now and don't put a date on it."
really disappointed in him he broke his promise i love to see the five of them without the presence of mark and heechan it must be really difficult for him even though he is always still able to smile and stay cheerful when you get an award without a friend,Negatif,I like to see Lima Orang without Mark and Heechan's presence it must be very difficult to get to know her even though she can still smile and still be happy when you get an award without a friend
anxiety everytime~,Negatif,Anxiety every hour
ak kepo sma satu chara ini:3,Netral,I always have one character.
malem - malem gini udah jam 23:36 hujan pula enaknya deep talk nih hmm :grinning_face_with_sweat:,Positif,Afternoon - afternoon gini udah jam 23:36 rain pula enaknya bicara mendalam nih hmm:
gatau bawaannya overthinking aja :pensive_face:,Negatif,I can't think too much.
healing dulu biar kayak orang2,Positif,I'm going to make some oranges
my healing process,Positif,process of penembuhanku
jam segini malah overthinking:neutral_face: sejam lagi tahun 2021:birthday_cake::smiling_face_with_halo:,Negatif,Jam segini malah berpikir berlebihan:neutral_face: sejam lagi tahun 2021:birthday_cake::smile_face_with_halo:
"even menurutku itu ga sepenuhnya bnr si. kek, mereka yg nonton drama jg dpt ""something"", misal makin kebiasa bhs korea, or mentally dia happy. there is no wrong with that. haha, sbbrnya motivasi kek gini udah ga terlalu berpengaruh si.. for me haha",Negatif,"Even if I think it's not completely bnr si. cake, they yang watching drama can't get ""sesuatu"", for example making her life in Korea, or mentally she's happy."
dari dulu selalu kepo sama orang misterius,Netral,Dari dulu always keepo sama orang misterius
masih di fase denial nih kayanya:upside-down_face:,Negatif,Still in a penalty phase this seems:
anjirr overthinking pertama di tahun 2022,Negatif,I don't think I'm going to be doing too much in 2022.
"yang haluin vmin mundur bestie, pawangnya vmin serem bgt ntar ngambek minta susu pisang 1 truk :loudly_crying_face::loudly_crying_face::face_with_hand_over_mouth::grinning_squinting_face::grinning_squinting_face::heart_hands_light_skin_tone:",Positif,"Yang haluin vmin mundur bestie, pawangnya vmin serem bgt ntar ngambek minta susu pisang 1 truk:"
keep smiling even though it hurts :smiling_face_with_smiling_eyes::broken_heart:,Positif,I keep smiling even though it's painful.
break even point,Netral,point of the case
"percayalah. saat secondary support system mu tidak mendukungmu. engkau masih punya sahabat""mu, orang"" terdekatmu, dan masih punya lingkungan tempat engkau berpijak yang akan ada disisi mu. bahkan alam semestapun bisa membuatmu bersukur akan kehidupan yang engkau miliki. godbless.",Positif,"I believe you. I don't support you. You still have your best friend, your closest person, and you still have an environment where you can be happy. Even the universe can make you thankful for the life you have."
knp pd ngomongin bestie anjir,Negatif,Police are talking about bestie anjir
i have a crush on you :upside-down_face:,Positif,I'm in love with you.
get the perfect protection wherever you go with our products. what's your favorite? dark brown? red brown? natural? or midnight black? make sure you grab it fast while stock lasts! :beaming_face_with_smiling_eyes:,Netral,Get a perfect protection in the mana pun You go with our products. What's your favorite?
bersiap mini staycation weekend to bandung @ gelanggang olahraga bung karno,Netral,Bersipa mini staycation akhir pekan ke bandung @ gelanggang olahraga bung karno
healing :zany_face::smiling_face_with_hearts::growing_heart::family_man_woman_girl: @ batu angkruk dieng,Positif,I'm not going to say anything about it.
"yg dibahas kelakuan jelek fansnya tp denial, malah bawa2 prestasi idolnya. ya idolnya emg berprestasi bgt, tp fansnya buseengg rusuuh mania wkwk",Negatif,"Yang discussed is how to do bad fansnya tp penolakan, malah bawa2 prestasi idolnya. ya idolnya emg berprestasi bgt, tp fansnya busengg rusuh mania wkwk"
"hello my bestie! congratulations for us! thank you for all those memories. beautiful memories, beautiful experiences. i heart you:red_heart::purple_heart::green_heart::blue_heart::black_heart::yellow_heart::white_heart::brown_heart:",Positif,"Hello sahabatku! selamat untuk kami! thank you for all the wonderful memories, wonderful experiences. aku hatimu: red_heart:: purple_heart:: green_heart:: blue_heart:: black_heart:: yellow_heart:: white_heart:: brown_heart:"
"ini satu2nya akun yg ga sy private, jadi jika km mengikuti sy sampai di akun ini, berarti fix km seseorang yang memang g punya waktu dan seseorang yang berharga, sampai2 kepo banget sama sy hingga saat ini. tapi perlu km tau, sy g akan pernah jadi pembenci seperti km. saranghaeyo",Netral,"This is one of my accounts that is not my personal, so if km follow me till this account, it means to improve km of someone who has time and someone who is valuable, till2 kepo very much like me till this moment. but need km know, i will never be a pembenci like km. saranghaeyo"
"march started with a dispute between kakao m and spotify. dude, even mr. tablo called this out. imagine i can't celebrate yoongi's birthday without eight. sad.",Negatif,March started with a persistent dispute between Kakao M and Spotify.
healing me in the night,Positif,I'm going to kill you on the night
